Morion ID,ATC Code (1),ATC Code (2),ATC Code (3),ATC Code (4),ATC Code (5),Brand,INN,NFC (1),Description,strength_value,strength_unit,pack_size,form_category,market_level,market_name,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023
169270,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,38677,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #90",20.0,mg,90.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,30744.73,28147.64,29313.179999999997,23986.17,17040.969999999998
25511,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,38986,DICLOFENACUM,Parenteral Ordinary," sol.  for inj. 75 mg amp. 3 ml, #10",75.0,mg,10.0,Parenteral,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",39585.42,69106.41,80367.89,85100.63000000002,61648.85
84239,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,13751,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 500 mg amp. 4 ml, #5",500.0,mg,5.0,Parenteral,No sampled peer,No sampled peer,41995.46000000001,34704.47,40304.81999999999,26806.31,24208.129999999997
133663,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,3572,ATORVASTATINUM,Oral Solid Ordinary," tablets coated 10 mg blister, #28",10.0,mg,28.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,32307.16,37660.08,37077.3,28251.020000000004,26508.29
295211,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,10059,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 100 mg/5 ml flask plastic w/dosing syringe 100 ml, #1",100.0,mg,1.0,Oral liquid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",31924.55,20391.899999999998,12079.26,6080.290000000001,18251.89
90538,M MUSCULO-SCELETAL SYSTEM,M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A15 Diclofenac,34028,DICLOFENACUM,"Topical Dermatological, Haemorrhoidal, External", gel 1 % tube 40 g,40.0,g,,Topical,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",34699.280000000006,18316.57,0.0,0.0,0.0
265876,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,38544,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg, #2",50.0,mg,2.0,Oral solid,No sampled peer,No sampled peer,22587.45,436.29,5.93,0.0,0.0
38172,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,34028,DICLOFENACUM,Parenteral Ordinary," sol.  for inj. 2,5 % amp. 3 ml, blister, #5",,,5.0,Parenteral,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",33408.600000000006,28208.97,20550.14,10468.9,40605.49
39970,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,47932,MELOXICAMUM,Oral Solid Ordinary," tabs 15 mg blister, #20",15.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",53093.58,62495.259999999995,68618.14,68079.75,72542.52
149167,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B F Gabapentinoids,N02B F02 Pregabalin,4705,PREGABALINUM,Oral Solid Ordinary," caps. 150 mg blister, #14",150.0,mg,14.0,Oral solid,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,36330.57000000001,33765.149999999994,42968.91,55133.340000000004,70696.76
75917,C CARDIOVASCULAR SYSTEM,C07 BETA BLOCKING AGENTS,C07A BETA-BLOCKING AGENTS,"C07A B Beta blocking agents, selective",C07A B07 Bisoprolol,5372,BISOPROLOLUM,Oral Solid Ordinary," tabs coated w/film 5 mg blister, #60",5.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,37199.63,31369.36,33037.45,36253.53,38403.84
60243,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,21463,AMBROXOLUM,Oral Liquid Ordinary," syrup 30 mg/5 ml polymer.can 100 ml, with doser-spoon, in a pack, #1",30.0,mg,1.0,Oral liquid,ATC4,R05C B Mucolytics,3558.46,0.0,0.0,0.0,0.0
358764,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,6933,DICLOFENACUM,Oral Solid Retard," caps. solid w/modif.release 75 mg blister, #20",75.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",48275.66,33094.37,79652.04,89599.96999999999,81925.53
374731,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,12153,AZITHROMYCINUM,Oral Liquid Ordinary," powder f/susp. orale 200 mg/5 ml flask 24,8 g, f/prep. 30 ml susp., #1",200.0,mg,1.0,Oral liquid,No sampled peer,No sampled peer,40870.74,24121.83,34017.14000000001,16765.379999999997,26735.5
31893,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Oral Solid Ordinary," caps. 150 mg blister, #1",150.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,80793.85,87197.75999999998,73436.36,131851.24,23236.340000000004
87308,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,34428,DICLOFENACUM,Oral Solid Ordinary," tabs coat.intest.-soluble 25 mg blister, #30",25.0,mg,30.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",38275.76,31917.38,29286.22,17393.120000000003,32637.0
141039,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,20221,AMLODIPINUM,Oral Solid Ordinary," tabs 10 mg strip, #30",10.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,42323.87,36557.81,18459.559999999998,61.83,11.56
127692,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,13751,CITICOLINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #20",500.0,mg,20.0,Oral solid,No sampled peer,No sampled peer,47870.04999999999,41632.32000000001,63893.55,46958.44000000001,46219.979999999996
377137,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,45359,MELOXICAMUM,Oral Solid Ordinary," tabs 15 mg blister, #10",15.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",43394.87999999999,19483.96,42787.85,16370.630000000003,0.0
138886,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,43778,ATORVASTATINUM,Oral Solid Ordinary," tablets coated 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,46473.18000000001,49347.35,60129.73999999999,55897.34999999999,61519.770000000004
326592,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Parenteral Ordinary," sol. f/infus. 2 mg/ml flask 100 ml, #1",2.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,45068.86,54085.630000000005,57801.87,25771.67,16556.84
124340,M MUSCULO-SCELETAL SYSTEM,M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A13 Ibuprofen,37050,IBUPROFENUM,"Topical Dermatological, Haemorrhoidal, External", gel tube 50 g,50.0,g,,Topical,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",55328.49,38728.52,35245.92,24243.21,19342.5
145586,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,29551,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 500 mg/4 ml amp. 4 ml, blister in the box, #10",500.0,mg,10.0,Parenteral,No sampled peer,No sampled peer,42863.83,34410.94,37835.63,31630.71,31984.41
39968,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,47932,MELOXICAMUM,Oral Solid Ordinary," tabs 7,5 mg blister, #20",7.5,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",50677.950000000004,54006.08,55479.689999999995,50663.73,50669.23
91283,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,5049,AZITHROMYCINUM,Oral Solid Ordinary," tablets coated 500 mg blister, #3",500.0,mg,3.0,Oral solid,No sampled peer,No sampled peer,20547.75,21675.15,9349.23,4992.49,3025.2
359468,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B F Gabapentinoids,N02B F02 Pregabalin,22071,PREGABALINUM,Oral Solid Ordinary," caps. 300 mg blister, #30",300.0,mg,30.0,Oral solid,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,27706.929999999997,15736.779999999999,18429.51,15780.14,38194.149999999994
407062,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,17413,LEVOFLOXACINUM,Parenteral Ordinary," sol. f/infus. 5 mg/ml flask in box 100 ml, #1",5.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,58452.560000000005,106527.08000000002,139721.65,69602.37,51981.030000000006
167148,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,30989,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #40",20.0,mg,40.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,40250.45,34767.48,31456.700000000004,25967.8,2395.67
326894,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,19356,AMBROXOLUM,Oral Solid Ordinary," tab. sparkling 60 mg tube, #10",60.0,mg,10.0,Oral solid,ATC4,R05C B Mucolytics,21666.57,19128.359999999997,6398.009999999999,2431.79,2959.0
337234,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,25703,LEVOFLOXACINUM,Parenteral Ordinary," sol. f/infus. 500 mg/100 ml bot. 100 ml, in a pack, #1",500.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,37225.25,35855.219999999994,8177.450000000001,3116.23,987.17
138337,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,43283,IBUPROFENUM,Oral Solid Ordinary," caps. soft 200 mg blister, #60",200.0,mg,60.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",41480.44,40795.77,21754.21,26823.220000000005,20331.39
153616,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,21673,METFORMINUM,Oral Solid Retard," tabs, prolong. action 500 mg blister, #30",500.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,45412.15,45535.090000000004,53603.179999999986,42516.10999999999,32277.300000000003
494908,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16252,IBUPROFENUM,Oral Solid Ordinary," tabs coated w/film 400 mg blister, #10",400.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",54148.61,95913.37999999999,131798.64,10709.85,0.0
159319,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,12153,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 250 mg blister, #6",250.0,mg,6.0,Oral solid,No sampled peer,No sampled peer,31225.03,43765.399999999994,23660.0,16631.98,15185.109999999999
289680,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,9998,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #90",10.0,mg,90.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,52634.43,65626.45999999999,75101.44,86319.12999999999,108883.62
99971,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,21024,IBUPROFENUM,Oral Solid Ordinary," caps. soft 200 mg blister, #6",200.0,mg,6.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",52625.87,59361.6,28113.120000000003,25827.05,12256.300000000003
83513,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,26340,LEVOFLOXACINUM,Oral Solid Ordinary," tabs coated w/film 500 mg cont. cell pack, #5",500.0,mg,5.0,Oral solid,No sampled peer,No sampled peer,28401.729999999996,27430.369999999995,27684.16,13778.31,6289.820000000001
48050,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,23786,LEVOFLOXACINUM,Parenteral Ordinary," sol.  infusional 500 mg flask 100 ml, #1",500.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,17612.62,0.0,0.0,0.0,0.0
76546,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Oral Solid Ordinary," caps. 50 mg blister, #10",50.0,mg,10.0,Oral solid,No sampled peer,No sampled peer,31424.67,27735.73,21498.140000000003,10647.56,10062.05
156497,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B E Anilides,N02B E01 Paracetamol,24698,PARACETAMOLUM,Oral Liquid Ordinary," oral suspens. 120 mg/5 ml flask 100 ml, #1",120.0,mg,1.0,Oral liquid,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,44523.34,63706.689999999995,72305.42,48137.55,10050.84
184833,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,2228,AZITHROMYCINUM,Oral Liquid Ordinary," powder f/susp. orale 100 mg/5 ml flask 20 ml, w/gauge syringe & measure sp., #1",100.0,mg,1.0,Oral liquid,No sampled peer,No sampled peer,40560.16,20823.780000000002,20721.77,10500.590000000002,12572.380000000001
50905,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B E Anilides,N02B E01 Paracetamol,34411,PARACETAMOLUM,Rectal systemic," rectal suppository 250 mg, #10",250.0,mg,10.0,Rectal/vaginal,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,10957.97,0.0,0.0,0.0,0.0
356761,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,2686,SILDENAFILUM,Oral Solid Ordinary," tabs 100 mg blister, #4",100.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,58605.729999999996,96507.37,118894.65,66519.61,103930.77000000002
38173,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,34028,DICLOFENACUM,Parenteral Ordinary," sol.  for inj. 2,5 % amp. 3 ml, blister, #10",,,10.0,Parenteral,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",48347.729999999996,70064.04999999999,92867.43000000001,76184.39,22566.7
97031,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,20912,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs intest. solub. 100 mg jar, can, #50",100.0,mg,50.0,Oral solid,No sampled peer,No sampled peer,48738.79,33328.57,31742.829999999998,0.0,0.0
93056,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,4728,FLUCONAZOLUM,Oral Solid Ordinary," caps. 150 mg blister, in cardboard packing, #1",150.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,58376.31,60533.53,65361.670000000006,43164.53999999999,42586.53
325113,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Oral Solid Ordinary," caps. 100 mg blister, #10",100.0,mg,10.0,Oral solid,No sampled peer,No sampled peer,30262.339999999997,22113.72,2306.2699999999995,2205.9999999999995,775.5
155365,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,24013,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs forte, coated w/film 150 mg blister, #100",150.0,mg,100.0,Oral solid,No sampled peer,No sampled peer,44468.06,46392.07,199617.09,216438.64000000004,168162.9
78923,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,7859,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #28",10.0,mg,28.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,55780.39,63994.619999999995,86644.17,79246.57,87836.44999999998
189050,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,28543,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #3",500.0,mg,3.0,Oral solid,No sampled peer,No sampled peer,49479.399999999994,93906.72,50965.98,26941.989999999998,98972.4
429399,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,511,LEVOFLOXACINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #7",500.0,mg,7.0,Oral solid,No sampled peer,No sampled peer,37519.23,75593.25,92286.08000000002,47899.520000000004,25928.67
74477,A ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,A02B C Proton pump inhibitors,A02B C02 Pantoprazole,19060,PANTOPRAZOLUM,Oral Solid Ordinary," tabs coat.intest.-soluble 40 mg, #30",40.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,33112.520000000004,72797.53,116175.12000000001,99270.65,110865.80999999998
336701,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,9938,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #3",500.0,mg,3.0,Oral solid,No sampled peer,No sampled peer,112340.56999999999,91086.66000000002,180859.03,105801.72,28340.3
124816,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,46244,IBUPROFENUM,Oral Solid Ordinary," tabs coated w/film 200 mg, #10",200.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",28106.710000000003,4400.219999999999,10.620000000000001,3.58,42.58
343448,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,20912,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs intest. solub. 100 mg blister, #50",100.0,mg,50.0,Oral solid,No sampled peer,No sampled peer,87046.94999999998,56733.93000000001,127245.94,97210.85000000002,6858.879999999999
80019,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,5412,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 850 mg, #60",850.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,52955.92,55494.82,58093.28,55882.560000000005,47373.56
84657,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B01 Acetylcysteine,45790,ACETYLCYSTEINUM,Oral Liquid Ordinary," powder f/oral solution 200 mg pack 3 g, #10",200.0,mg,10.0,Oral liquid,ATC4,R05C B Mucolytics,24839.47,12905.349999999999,7304.759999999999,3680.45,3858.9299999999994
64137,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,15047,AMLODIPINUM,Oral Solid Ordinary," tabs 10 mg blister, #30",10.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,78415.99999999999,143261.32,96785.56000000001,82250.68000000002,89414.39
