SKU,INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
188001,TEMOZOLOMIDUM,0.48333333333333334,0.41233333333333344,2.7500971874879596,1.935483870967742,3.4242345126584066,0,0,29,0.18167663766202546,0.02558553687194276,-0.03828019516953058,Lumpy / volatile
185929,CEFEPIMUM,0.95,0.023,4.92367709067702,20.0,0.262129804662886,0,52,5,0.17344393422702953,0.10647558763738374,,Potential discontinued
10705,UNKNOWN_SKU_10705,0.016666666666666666,26.390000000000004,0.6657651029862195,1.0169491525423728,0.41918911948168047,0,0,1,0.24298887638853517,0.5838739564775005,0.4742692483634014,Stable
108746,OLANZAPINUM,0.9833333333333333,0.0023333333333333335,7.681145747868595,60.0,0.0,0,59,0,0.18100046365462852,0.04331604222080532,,Potential discontinued
149426,MENOTROPINUM*,0.8666666666666667,0.4811666666666667,4.692409182678509,7.5,2.069160525024748,0,49,3,0.15094616356699198,0.17992819932516346,,Potential discontinued
378920,UNKNOWN_SKU_378920,0.6166666666666667,0.4186666666666667,6.0472506887118085,2.608695652173913,13.40154234198142,0,0,37,0.18536293767014245,0.008788524143577892,-0.1066927992024378,Lumpy / volatile
184858,PALIPERIDONUM,0.45,0.10833333333333336,2.384158765214992,1.8181818181818181,2.676317159763312,0,6,21,0.20046168100500616,0.008106298356798547,-0.16130998712047934,Potential discontinued
184856,PALIPERIDONUM,0.31666666666666665,0.8661666666666664,4.187419738224198,1.4634146341463414,11.665230777114246,0,2,17,0.185844969876358,0.08383913241283036,-0.027520563138462593,Lumpy / volatile
161396,CHLORHEXIDINUM,0.95,0.006333333333333333,4.371590479916855,20.0,0.005540166204986159,0,57,0,0.14273729136106317,0.1288744731448871,,Potential discontinued
330895,IMATINIBUM,0.016666666666666666,10.147333333333336,0.8899964573221968,1.0169491525423728,0.7622254658119594,0,0,1,0.31377888207782945,0.4798329870771476,0.38433206068047004,Stable
406440,UNKNOWN_SKU_406440,0.7333333333333333,0.8680000000000001,4.188208628357661,3.75,3.9442910705732173,0,0,44,0.14678186087674627,0.00034046824919742313,-0.02290979454390173,Lumpy / volatile
139412,TOCILIZUMAB,0.016666666666666666,134.32283333333334,2.2393984969841023,1.0169491525423728,4.914657201156411,0,0,1,0.07958464755065742,0.0028279105832249574,-0.19340646542520307,Lumpy / volatile
147057,UNKNOWN_SKU_147057,0.08333333333333333,4.1245,1.9159154431148406,1.0909090909090908,3.281504319735441,0,1,4,0.25042610809585886,0.01037366023814068,0.11683191298618191,Lumpy / volatile
132997,PROCAINUM,0.85,0.328,4.15203458985782,6.666666666666667,1.7359086853063657,0,49,2,0.17605193730639757,0.2494269648442149,,Potential discontinued
386946,CITICOLINUM,0.48333333333333334,1.3015,1.7522829699049123,1.935483870967742,1.1030893967530366,0,1,28,0.2249252877306378,0.012127563958011178,-0.15295915599332383,Lumpy / volatile
