INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,share_change_12m,opportunity_probability,predicted_share_change_6m,action,supply_watch,reason
UNKNOWN_SKU_2465,False,6.83,4.125458157669568,0.0,12.736304627690432,-0.3959797719371056,,,,Data Review,False,补齐INN后再形成分子级商业建议
CYCLAMEN EUROPAEUM/CAUCASIUM*&,True,6.82,268.4379549227324,265.7554208743629,270.3043000114247,38.36040394761471,-0.0045289824613939,0.0449870786836851,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_6108,False,6.63,0.0,0.0,8.358698696374574,-1.0,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_814692,False,6.35,21.288980193477148,0.0,29.294672006746914,2.3525953060593934,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_181573,False,6.23,15.148110474456807,0.0,23.0025136235388,1.4314784068148971,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_111615,False,6.0,18.868286268414305,0.0,26.43271947780305,2.1447143780690503,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_814714,False,5.67,15.452303944011485,0.0,22.600693326883857,1.725274064199556,,,,Data Review,True,补齐INN后再形成分子级商业建议
ACIDUM GAMMA-AMINOBUTYRICUM*+PIRACETAMUM,True,5.470000000000001,0.0,0.0,6.896241609226082,-1.0,-3.922969944637181e-06,0.0178086387447653,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
CYANOCOBALAMINUM+OCTOTIAMINUM+PYRIDOXINUM+RIBOFLAVINUM,True,5.46,3813.313994460321,3779.107015035507,3820.197628680865,697.4091564945643,-0.014693346005582,,,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_691225,False,5.43,0.3415789703426251,0.0,7.187391024839448,-0.9370941122757596,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_56174,False,5.17,15.692353997905393,0.0,22.21037394666204,2.035271566325995,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_118653,False,5.09,6.32793795697772,0.0,12.745098796275848,0.2432098147303969,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_161655,False,5.06,10.442051240941923,0.0,16.821389914193105,1.0636464903047282,,,,Data Review,False,补齐INN后再形成分子级商业建议
BRENTUXIMAB VEDOTIN,True,4.87,5.281709677255451,0.0,11.421507965542656,0.0845399747957804,0.1410000766929979,0.4347264849739246,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
UNKNOWN_SKU_667737,False,4.85,1481.4614734644156,1451.0761529130698,1487.576056975338,304.4559739101888,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_118654,False,4.43,8.850021521708591,0.0,14.435094707973954,0.9977475218303816,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_31041,False,4.0600000000000005,9.90225254792924,0.0,15.020852352948964,1.438978460081093,,,,Data Review,False,补齐INN后再形成分子级商业建议
TALAZOPARIBUM,True,4.039999999999999,5.692194396573368,0.0,10.785579424228462,0.4089590090528141,8.690376561906824e-05,0.1046155210813129,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
VEDOLIZUMABUM,True,3.82,4.613461232082638,0.0,9.429483708726812,0.2077123644195384,8.141846492630461e-05,0.0457964371082617,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
ANTILYMPHOCYTE SERUM*,True,3.72,7.662498441120967,0.0,12.352447030941995,1.059811408903486,-0.0004762210113627,0.0500233596534159,0.0,Monitor,False,常规跟踪销量与生命周期信号
CLADRIBINUM,True,3.38,3.722653603811952,0.0,7.983950978434283,0.1013768058615243,0.0086740062103831,0.0610921794129194,0.0,Monitor,True,常规跟踪销量与生命周期信号
BALOXAVIRUM MARBOXILUM,True,3.23,1.0228393436236918,0.0,5.095025888011304,-0.6833314725623245,3.898315525942471e-07,0.0244221498619928,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
RIBOCIKLIBUM,True,3.14,2.2151628670891386,0.0,6.17388291333592,-0.2945341187614209,0.0001992070805163,0.1194837395814652,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_462672,False,2.9400000000000004,18.23255593844877,0.0,21.93912821104926,5.201549638928152,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_331735,False,2.84,10.07200988498257,0.0,13.652508270759911,2.5464823538671024,,,,Data Review,False,补齐INN后再形成分子级商业建议
INSULINUM LISPRUM,True,2.82,3.4206813402816323,0.0,6.975964948694347,0.2130075674757561,-0.0004568527995373,0.02830142875976,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_118652,False,2.75,4.520517867406353,0.0,7.987549755042865,0.6438246790568556,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_607542,False,2.63,2.5458677543031465,0.0,5.861610977751884,-0.031989447033024,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_11720,False,2.58,42.934215705846526,26.770478175439862,46.18692198588369,15.641168878235089,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_66538,False,2.36,131.96508927326587,117.17965494312644,134.9404330022921,54.917410709010966,,,,Data Review,False,补齐INN后再形成分子级商业建议
ACALABRUTINIBUM,True,2.29,2.2126139900789057,0.0,5.099705998328947,-0.0337930174327922,0.0005338779354543,0.0646558912245671,0.0,Monitor,False,常规跟踪销量与生命周期信号
CABAZITAXEL,True,2.2,1.7113100964792662,0.0,4.4849356065884765,-0.2221317743276063,0.0001848790093656,0.033586854558224,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_112283,False,2.19,0.0,0.0,2.761018121426895,-1.0,,,,Data Review,False,补齐INN后再形成分子级商业建议
PIPECURONII BROMIDUM,True,2.19,4.003378583247713,0.0,6.764396704674608,0.8280267503414214,0.0004763584874479,0.0927959481103912,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_118657,False,2.14,2.4478159050466206,0.0,5.145797083061943,0.1438392079657104,,,,Data Review,True,补齐INN后再形成分子级商业建议
PEGVISOMANTUM,True,2.06,2.797813281945865,0.0,5.394935350502671,0.3581617873523619,,,,Monitor,True,跨多个ATC3或不足3个同类INN，竞争份额不适用
UNKNOWN_SKU_233063,False,2.04,9.075932034904548,0.0,11.647839326096722,3.4489862916198755,,,,Data Review,False,补齐INN后再形成分子级商业建议
DALTEPARINUM NATRICUM,True,1.97,12.851732572744115,0.5096539158056963,15.335388143160092,5.523722118144221,-7.562410922066155e-05,0.0188540996797887,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_814670,False,1.82,2.585303639473738,0.0,4.879848379654994,0.4204965052053506,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_814703,False,1.79,2.117400194019321,0.0,4.374122768153633,0.1829051363236427,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_26416,False,1.78,2.4176222104278637,0.0,4.661737395879861,0.3582147249594738,,,,Data Review,False,补齐INN后再形成分子级商业建议
ACIDUM GADOXETICUM,True,1.69,1.4160928916239597,0.0,3.546741578935125,-0.1620752120568287,9.38441156744428e-05,0.040409479063954,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_134730,False,1.69,22.409287327499925,11.821412743628896,24.53993601481109,12.259933329881612,,,,Data Review,False,补齐INN后再形成分子级商业建议
COFFEINUM*+PARACETAMOLUM+PROPYPHENAZONUM,True,1.59,94.9749765861267,85.0136034569226,96.97955138661472,58.73268967680925,-2.797669694250485e-05,0.0300342865008747,0.0,Monitor,False,常规跟踪销量与生命周期信号
PORACTANT ALFA*,True,1.46,0.5429125788320619,0.0,2.3835913264499924,-0.6281420692931083,3.416411325392876e-07,0.0278535434803577,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
DIMETHYLII FUMARATUM,True,1.46,1.1603084950163831,0.0,3.0009872426343134,-0.2052681540983677,8.531384656000838e-06,0.0223960958763075,0.0,Monitor,False,常规跟踪销量与生命周期信号
TIOGUANINUM,True,1.43,1.140996839791956,0.0,2.9438534213629426,-0.2021001120335971,-0.002864432702369,0.1265916397059445,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_39426,False,1.39,3.486602540792668,0.0,5.239029567634397,1.5083471516494011,,,,Data Review,False,补齐INN后再形成分子级商业建议
ABROCITINIBUM,True,1.33,2.321280583959314,0.0,3.9980632787071535,0.74532374733783,9.379612671363056e-06,0.0721603546305423,0.0,Monitor,True,常规跟踪销量与生命周期信号
UNKNOWN_SKU_421654,False,1.3199999999999998,2.1830843713317103,0.0,3.847259677397236,0.6538517964634172,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_414264,False,1.3,1.7753212936750185,0.0,3.4142818223759157,0.3656317643653988,,,,Data Review,False,补齐INN后再形成分子级商业建议
PARICALCITOL,True,1.05,0.6507087306606398,0.0,1.974484542303672,-0.3802773993708193,0.001818906231053,0.0164086389275647,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALFACALCIDOLUM,True,1.02,147.58837031186647,141.19805547426384,148.87432395746256,143.6944806979083,-0.0020339030918879,0.056681562797578,0.0,Monitor,False,常规跟踪销量与生命周期信号
AZELASTINUM+FLUTICASONUM,True,1.01,124.95120415036877,118.6235394582328,126.22455040728252,122.71406351521658,-7.583296860245738e-05,0.0233209160635269,0.0,Monitor,False,常规跟踪销量与生命周期信号
DABRAFENIBUM,True,1.0,1.34414976005599,0.0,2.604888628287449,0.3441497600559899,0.0002331344696307,0.1001055567953659,0.0,Monitor,True,常规跟踪销量与生命周期信号
PROMESTRIENUM+CHLORQUINALDOLUM,True,1.0,203.55914497569324,197.294130429024,204.8198838439247,202.55914497569324,-0.0005896165915463,0.0558192635838312,0.0,Monitor,False,常规跟踪销量与生命周期信号
TRAMETINIBUM,True,1.0,1.351988589984369,0.0,2.6127274582158284,0.3519885899843693,0.0002250119825251,0.1037851866594279,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_5248,False,0.97,0.0,0.0,1.260738868231459,-1.0,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_91378,False,0.97,63.37487906309463,57.109864516425375,64.63561793132608,64.33492686916972,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_814758,False,0.86,0.0485844884888646,0.0,1.3093233567203235,-0.9435064087338784,,,,Data Review,False,补齐INN后再形成分子级商业建议
PRIFINII BROMIDUM,True,0.85,0.0,0.0,0.2736576376381792,-1.0,-1.8323738511551795e-06,0.0203282346633324,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_111832,False,0.81,78.9252071460391,72.66019259936985,80.18594601427056,96.438527340789,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_144098,False,0.78,1.7040235403210664,0.0,2.964762408552525,1.1846455645141876,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_90830,False,0.72,0.0,0.0,1.260738868231459,-1.0,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_72874,False,0.62,7.705438903554464,1.4404243568852158,8.966177771785922,11.428127263797522,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_83919,False,0.54,0.4674448050551615,0.0,1.7281836732866207,-0.1343614721200713,,,,Data Review,False,补齐INN后再形成分子级商业建议
DAPTOMYCINUM,True,0.45,0.3439378645066021,0.0,1.604676732738061,-0.2356936344297732,-2.6460748312402184e-07,0.0195296299055829,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_86277,False,0.43,3.458557896679746,0.0,4.7192967649112045,7.043157899255224,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_118686,False,0.42,0.0942248446045187,0.0,1.354963712835978,-0.7756551318940029,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_127641,False,0.4,0.3643292520865153,0.0,1.6250681203179744,-0.0891768697837118,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_100110,False,0.37,0.2949947982341652,0.0,1.5557336664656245,-0.202716761529283,,,,Data Review,False,补齐INN后再形成分子级商业建议
IPIDACRINUM+PHENIBUTUM*,True,0.36,0.0,0.0,1.260738868231459,-1.0,-5.3886873938510633e-08,0.0194280914131686,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_118668,False,0.34,0.1983180799991938,0.0,1.459056948230653,-0.4167115294141357,,,,Data Review,False,补齐INN后再形成分子级商业建议
APOMORPHINUM*,True,0.29,0.0327898974080192,0.0,1.2935287656394785,-0.8869313882482096,-3.791319242202059e-06,0.0181061350828266,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_25360,False,0.26,0.4264756635119658,0.0,1.6872145317434248,0.640291013507561,,,,Data Review,True,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_99378,False,0.25,0.0839219044627531,0.0,1.3446607726942124,-0.6643123821489872,,,,Data Review,False,补齐INN后再形成分子级商业建议
LENOGRASTIMUM,True,0.24,0.1516891186863302,0.0,1.4124279869177894,-0.3679620054736238,-2.097599236400579e-07,0.0220208423301511,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_118656,False,0.23,0.1196330784242186,0.0,1.3803719466556776,-0.4798561807642669,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_149312,False,0.21,11.904590783756444,5.639576237087197,13.165329651987904,55.68852754169736,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_662790,False,0.19,0.0854439971341192,0.0,1.3461828653655783,-0.5502947519256882,,,,Data Review,False,补齐INN后再形成分子级商业建议
OBINUTUZUMABUM,True,0.13,10.713517915268088,4.448503368598838,11.974256783499545,81.41167627129298,-8.93117245455169e-06,0.0293166502390773,0.0,Monitor,False,常规跟踪销量与生命周期信号
COBIMETINIBUM,True,0.11,3.876090005712572,0.0,5.136828873944031,34.23718187011429,-0.002748996803597,0.0235038590939578,0.0,Monitor,False,常规跟踪销量与生命周期信号
DARATUMUMABUM,True,0.11,0.056859306710662,0.0,1.317598174942121,-0.4830972117212542,7.416591959910218e-06,0.0300120934621477,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_484745,False,0.09,0.0830560405349827,0.0,1.3437949087664418,-0.0771551051668588,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_484741,False,0.07,0.0647505834246154,0.0,1.3254894516560745,-0.0749916653626362,,,,Data Review,False,补齐INN后再形成分子级商业建议
POSACONAZOLUM,True,0.05,0.0292201303664252,0.0,1.2899589985978843,-0.4155973926714961,9.727584974968356e-09,0.0189716392801445,0.0,Monitor,False,常规跟踪销量与生命周期信号
BASILIXIMABUM,True,0.05,0.0247399165705366,0.0,1.2854787848019955,-0.5052016685892662,-6.832111459106123e-05,0.0471469952352122,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
RISDIPLAMUM,True,0.01,0.0027140822437213,0.0,1.2634529504751804,-0.7285917756278697,-9.997379347572468e-09,0.0173020724592371,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_3903,False,0.0,293.77860275576785,293.38526931759054,294.052260393406,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_382754,False,0.0,6.679150975647794,0.4141364289785452,7.939889843879253,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_38120,False,0.0,5.172709189688676,0.0,6.433448057920135,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_412544,False,0.0,0.185382612029637,0.0,1.4461214802610962,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_412543,False,0.0,1.0882755461505056,0.0,2.3490144143819647,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_37509,False,0.0,3278.2713640493566,3272.0063495026875,3279.532102917588,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_112641,False,0.0,72286.44854290232,72286.05520946415,72286.72220053995,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_112640,False,0.0,49.16323875591305,42.8982242092438,50.423977624144506,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_32301,False,0.0,0.0,0.0,1.260738868231459,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_344131,False,0.0,0.0,0.0,1.260738868231459,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_110698,False,0.0,2.2236409671360957,0.0,3.4843798353675544,,,,,Data Review,False,补齐INN后再形成分子级商业建议
NALTREXONUM,True,0.0,0.0597841229078692,0.0,1.3205229911393284,,0.0,0.0101066143904851,0.0,Monitor,False,常规跟踪销量与生命周期信号
NAFTIDROFURYLUM,True,0.0,1809.2227361078203,1802.9577215611516,1810.483474976052,,-5.0299232233507885e-06,0.017404953136863,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_112587,False,0.0,1882.3074464541724,1876.0424319075032,1883.568185322404,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_112578,False,0.0,12.663355294490714,6.398340747821465,13.924094162722174,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_112055,False,0.0,10.965457862465945,4.700443315796696,12.226196730697405,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_112054,False,0.0,8.637045159580577,2.3720306129113284,9.897784027812037,,,,,Data Review,False,补齐INN后再形成分子级商业建议
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+PLANTAGO (SEMENI PSYLLIUM)+TUSSILAGO FARFARA*&,True,0.0,2.8144052747634767,0.0,4.075144142994936,,0.0,0.010415158183567,0.0,Monitor,False,常规跟踪销量与生命周期信号
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&,True,0.0,1.3843149252379074,0.0,2.6450537934693665,,0.0,0.0102590381502176,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_11721,False,0.0,248.0041256603431,241.73911111367383,249.26486452857455,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_402054,False,0.0,1.4407678557081038,0.0,2.7015067239395627,,,,,Data Review,False,补齐INN后再形成分子级商业建议
EUCALYPTUS VIMINALIS+GUAIASULENUM*+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,True,0.0,0.0,0.0,0.2736576376381792,,-0.0043781354457069,0.0125032136650559,0.0,Monitor,False,常规跟踪销量与生命周期信号
EUCALYPTUS VIMINALIS*&+XYLOMETAZOLINUM,True,0.0,6.472436014683857,0.2074214680146084,7.733174882915316,,0.0,0.0105722717722844,0.0,Monitor,False,常规跟踪销量与生命周期信号
FENSPIRIDUM,True,0.0,76951.59069704694,76951.19736360876,76951.86435468457,,0.0,0.0274828592526498,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_316983,False,0.0,248.1889931161505,241.92397856948125,249.449731984382,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_31625,False,0.0,32.206063010687856,25.941048464018607,33.46680187891931,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_315577,False,0.0,1.7699652405188102,0.0,3.0307041087502693,,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_31449,False,0.0,134.60570748300464,128.3406929363354,135.8664463512361,,,,,Data Review,False,补齐INN后再形成分子级商业建议
NONACOGUM ALFA,True,0.0,0.7033969428195159,0.0,1.964135811050975,,0.0,,,Monitor,False,常规跟踪销量与生命周期信号
