INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,share_change_12m,opportunity_probability,predicted_share_change_6m,action,supply_watch,reason
BENZOCAINUM+HEPARINUM NATRICUM,True,576049.63,564836.6165409198,403648.5962698568,663149.4444608565,-0.019465360057744,-0.0454883362787854,0.2181383033875062,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ENISAMIUM IODIDE,True,572716.15,476993.9141671145,316738.6556128036,574737.8260969229,-0.1671373084780052,-0.0400370960170319,0.3201987459826284,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CAMPHORA*,True,572639.3299999998,507282.1818865894,282043.9853821277,663989.3081530991,-0.1141331806765882,-0.0023730675334077,0.2739079557448854,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
COLECALCIFEROLUM,True,564057.18,393705.0843559298,171842.5344179216,548063.639727583,-0.3020121038864716,0.0089506176347361,0.2661753081924126,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACIDUM ADENOSINTRIPHOSPHORICUM*+ACIDUM FOLICUM+MOLSIDOMINUM,True,561909.23,575551.2105892288,354533.5212097536,729321.9630381172,0.0242779079981099,0.0117627169183497,0.2505142034820996,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_149199,False,560796.26,521072.90978352673,300492.9887207397,674539.0894914529,-0.0708338358327733,,,,Data Review,False,补齐INN后再形成分子级商业建议
FLUOCINONIDUM+GENTAMICINUM,True,554659.01,534288.772688792,316122.8372694588,686075.4470601232,-0.0367256944247746,-0.0130981008083617,0.5398161564212339,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ITRACONAZOLUM,True,554539.4299999999,463251.67525151663,245132.77464472072,615005.625642539,-0.1646190510717755,0.0161773055216759,0.5574013134869755,0.0,Monitor,False,常规跟踪销量与生命周期信号
CLOBETASOLUM,True,552581.95,497787.1536137618,280438.19534552924,649005.4246522603,-0.0991613938642732,0.0164345420369825,0.5702508345389208,0.0,Monitor,False,常规跟踪销量与生命周期信号
LATANOPROSTUM,True,550200.6699999999,566863.811534639,350451.49031606934,717430.4271137824,0.0302855711437775,0.0311206626332841,0.3987402293971873,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACIDUM THIOCTICUM*,True,547111.4999999999,501106.8900109849,285909.6426496295,650828.1306256655,-0.0840863516650901,0.0134903019768714,0.4100721421377954,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACIDUM FORMICUM*,True,545459.0599999999,543241.4455669015,390613.1624442911,636333.4638764183,-0.004065592811124,-0.0092843628273245,0.3673488800122204,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
NATRII HYDROCARBONAS*+THERMOPSIS LANCEOLATA*&,True,545027.03,542332.6039183992,389825.2097900196,635350.8888396206,-0.0049436558799677,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
PROCAINUM,True,542530.76,453209.37377944286,301400.4764444073,545801.6270704527,-0.1646383814634899,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
SYMPHYTUM OFFICINALE*+TOCOPHEROLI ACETAS*,True,539392.4,552934.2427905479,340773.1755718271,700543.0927345357,0.0251057352505297,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
BENZYL ALCOHOL+BENZYL CINNAMATUM*+BENZYLII BENZOAS*+ZINCI OXYDUM*,True,536648.98,524785.1801652582,313703.1917675019,671643.2722729967,-0.0221071878954129,0.0109568598682001,0.2721991679581294,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALUMINII HYDROXYDUM*+BENZOCAINUM+MAGNESII HYDROXIDE*,True,536177.4400000001,546357.5331726826,335461.0172243644,693086.5847579692,0.0189864257859908,-0.0132590785875634,0.2390523794173858,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CEFPODOXIMUM,True,536000.0499999999,444120.83478314587,294139.33592394035,535598.509511845,-0.1714164303097622,0.0208358918423604,0.3117610104055721,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMBAZONUM,True,534677.6,441843.07469734753,292231.6187759484,533095.0504714571,-0.17362710781722,-0.0001371295174935,0.228651416461012,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LEVOMENTHOLUM,True,530490.26,532881.8594994864,324222.3016141015,678054.5708411499,0.0045082816402441,-0.0020328979451446,0.2023308374064943,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ERDOSTEINUM,True,530432.46,470244.32054198754,261607.49732932932,615401.2144721956,-0.1134699400900397,0.0024557132478712,0.4280112512215647,0.0,Monitor,False,常规跟踪销量与生命周期信号
CHLORPHENAMINUM+COFFEINUM*+PARACETAMOLUM+PHENYLPROPANOLAMINUM,True,527632.65,1063987.402628021,856451.8383089062,1208378.1071677934,1.016530634766482,,,,Monitor,True,跨多个ATC3或不足3个同类INN，竞争份额不适用
TOBRAMYCINUM,True,524601.2000000001,605014.029995955,398670.8363280026,748575.155090109,0.153283732473267,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
CO-TRIMOXAZOLUM*,True,524135.12,503073.71173967695,356412.2125432691,592526.4310467883,-0.0401831654790143,0.0077068566337937,0.3131075758608485,0.0,Monitor,False,常规跟踪销量与生命周期信号
CYANOCOBALAMINUM,True,524056.94,474128.062577928,267998.9445670381,617540.246766221,-0.0952737643777258,-0.0108725232485701,0.3391771663108717,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ACIDUM SALICYLICUM*+BETAMETHASONUM,True,517227.21,500622.7602338631,297180.003405696,642165.9366446496,-0.032102815639063,0.0098528987160869,0.3678766971876362,0.0,Monitor,False,常规跟踪销量与生命周期信号
COFFEINUM*+IBUPROFENUM+PARACETAMOLUM,True,516633.16,529554.1372603843,326345.04016116646,670934.7473515318,0.025009965021185,0.00217003095647,0.5502111043131657,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
IPRATROPII BROMIDUM+FENOTEROLUM,True,514704.0,500326.260036676,297875.9660730523,641178.9407595973,-0.0279339969445041,0.0135838980774266,0.3139654881546018,0.0,Monitor,False,常规跟踪销量与生命周期信号
KALII CHLORIDUM*+CALCII CHLORIDUM*+NATRII CHLORIDUM*,True,514483.9599999999,450320.50938400935,306359.5611344345,538126.0913909756,-0.1247141905376225,-0.0141616121060677,0.3172544848710164,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
PREDNISOLONUM,True,512385.48,453440.5804420336,251902.23792149287,593658.7804589381,-0.1150401443030086,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
BENZOCAINUM,True,511254.34,455883.4753667407,254790.04803145988,595792.1302834072,-0.1083039503063373,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
ATENOLOLUM+CHLORTALIDONUM,True,507851.44,505135.7799020407,305380.82692353346,644113.2052435882,-0.0053473513788978,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DEQUALINII CHLORIDUM+MURAMIDASE,True,506542.11,336752.09957187495,195013.4096349905,423202.2675801968,-0.3351942653457281,0.0003279077767781,0.2244049843364831,0.0,Monitor,False,常规跟踪销量与生命周期信号
CYNARA SCOLYMUS*&,True,502785.62000000005,453586.3569209053,255823.96034018556,591177.4819285526,-0.0978533615959318,0.0212411851523801,0.6099199530255389,0.0,Monitor,False,常规跟踪销量与生命周期信号
COFFEINUM*+METAMIZOLUM NATRICUM+THIAMINUM,True,501940.8,479901.9132670801,282471.8126416013,617261.846829298,-0.043907342724321,0.0018459331141122,0.1868687270673838,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
METOCLOPRAMIDUM,True,500531.34,448125.3673722941,251249.6544945888,585099.5914405663,-0.1047006819347332,-0.021792302230964,0.5191873114959689,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
LIDOCAINUM+OFLOXACINUM,True,500172.26,469727.073613576,272992.5989068514,606603.0326973252,-0.0608694020464549,0.0034443732617218,0.6712059462480352,0.0,Monitor,False,常规跟踪销量与生命周期信号
BUTAMIRATUM+GUAIFENESINUM,True,496473.58,598245.7612580452,402966.1010724383,734109.5483106148,0.2049901250697876,0.0291055614989833,0.3015258445990788,0.0,Monitor,False,常规跟踪销量与生命周期信号
VITAMIN C+FERRI SULFAS*,True,496407.07000000007,467566.7677532526,272313.26817461883,603412.3538363429,-0.0580980892289617,0.064512866479495,0.4787828422269958,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+PHENOBARBITALUM,True,495003.29,494083.51418920007,299382.1682244109,629544.9451537266,-0.001858120601178,-0.0025534762321122,0.2874186071809348,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CHONDROITINI SULFAS*+GLUCOSAMINUM,True,494612.99,426438.8774787325,231891.0495548639,561793.4998672889,-0.1378332431610167,0.0090181805253543,0.2968103558400212,0.0,Monitor,False,常规跟踪销量与生命周期信号
DORZOLAMIDUM+TIMOLOLUM,True,493365.5,519870.0307107499,325812.8823176732,654883.2679329291,0.0537218972764612,0.0570281755423653,0.5838782822200717,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
LEVAMLODIPINUM,True,485638.51000000007,402061.71671786753,211043.85186825265,534960.4041105928,-0.17209671712841,-0.002595762795924,0.221080473427947,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DEXPANTHENOLUM+MYRAMISTINUM*,True,484754.25,472377.5523320142,281707.496508442,605034.2552220816,-0.0255319013046008,0.0022270621249066,0.6353286960053661,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALUMINII HYDROXYDUM*+MAGNESII HYDROXIDE*,True,479569.54,351485.0572417454,162854.3212284256,482722.9246413737,-0.2670821894948845,-0.0482225972090421,0.4316280574106391,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,True,478241.14,494196.4456342713,306088.21376022627,625070.7862280611,0.0333624698918026,-0.0020331553819808,0.2583462645472419,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
SULPIRIDUM,True,477950.94000000006,446414.1433476979,258420.0568374119,577209.0684950451,-0.0659833342984996,-0.0192796290101591,0.3079795927327326,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
LINUM USITATISSIMUM*&,True,468307.3999999999,356458.8873449362,172257.92757905085,484614.784117414,-0.2388356721569288,0.0343569647346554,0.4807492521456754,0.0,Monitor,False,常规跟踪销量与生命周期信号
RABEPRAZOLUM,True,468098.18,443575.2925806748,259456.6260367248,571673.9347022059,-0.052388341734901,0.0068307268634942,0.2721250005854943,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACIDUM VALPROICUM,True,466171.64,453486.7761339999,270125.8821920361,581058.2058703157,-0.0272107154909725,-0.0075010648157301,0.3418953990283388,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DIGOXINUM,True,463093.51,393145.4067770179,210995.24429111087,519874.4827291904,-0.1510453109631833,0.008586007016695,0.4402311075116826,0.0,Monitor,False,常规跟踪销量与生命周期信号
DICLOFENACUM+LEVOMENTHOLUM+METHYL SALICYLAT*,True,461141.92,430762.7351388546,249380.19825756009,556957.7435819888,-0.0658781679643122,-0.0001669507539235,0.3297990312946205,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
FEXOFENADINUM,True,460677.63,404678.2580328343,223478.3419335511,530746.2099713895,-0.121558695973941,-0.0035086728988787,0.677261043101041,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
UNKNOWN_SKU_13889,False,460575.6599999999,395312.3592958699,214152.5514072777,521352.4063651151,-0.14169941308694,,,,Data Review,False,补齐INN后再形成分子级商业建议
DYDROGESTERONUM+ESTRADIOLUM,True,458035.81,473177.7213956201,293016.92143998254,598522.71911391,0.0330583571525118,-0.0051859949105349,0.3981945077663205,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
TELMISARTANUM,True,456460.7400000001,466433.0794246334,286891.8071674658,591347.0472076086,0.0218470912189148,-0.0012138929605224,0.3513092860934463,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CEFEPIMUM,True,454791.01,257291.7857851745,130033.89215719454,334909.7339221505,-0.4342636944710616,-0.0228917728924663,0.3794228629443845,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ONDANSETRON,True,452247.1699999999,472816.2967452036,294932.36246313684,596577.1889159556,0.0454820463447092,-0.0105287881417873,0.5223935519016056,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DROSPIRENON+ETHINYLESTRADIOLUM,True,452036.57000000007,399725.2435925006,221924.145332514,523428.5034647661,-0.1157236601620516,-0.0208892127541251,0.4343293881596472,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
LINCOMYCINUM,True,449101.69000000006,436257.3247592947,259610.61294034595,559157.4323040086,-0.0286001267122939,0.0138578308732234,0.6577978196633113,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_111831,False,446869.26,347352.7787919439,171584.1563403854,469641.9648166652,-0.2226970841719031,,,,Data Review,False,补齐INN后再形成分子级商业建议
DEXTROSUM*+GLYCINUM+SODIUM FORMATE*,True,442697.8599999999,323283.92848727247,149156.0571397269,444431.5790423498,-0.2697413796234016,-0.0100287160144361,0.2400716635466908,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CINNARIZINUM+PIRACETAMUM,True,442513.18,401991.722552603,227936.49202442,523088.8340151614,-0.0915711876590816,-0.0023471425742078,0.2173697248128493,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ZOPICLONUM,True,438144.56,330215.68030602834,157878.7741025356,450117.2855396478,-0.2463316666398224,0.0023448470481474,0.2650997964274893,0.0,Monitor,False,常规跟踪销量与生命周期信号
MONTELUKASTUM,True,437426.78,426326.6443926976,254272.06506445972,546031.8236471731,-0.0253759854559029,0.0564147665118998,0.4820911260562524,0.0,Monitor,False,常规跟踪销量与生命周期信号
CRATAEGUS L.+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.+TAURINUM,True,436685.69000000006,411658.4986429995,239895.41479246048,531160.8729587977,-0.0573116819032942,-0.0022981320379045,0.1861665344300601,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
TOLPERISONUM,True,433800.54,454771.6919079217,284143.43402654,573484.5228904882,0.0483428441742412,0.0222164647524086,0.4615598364987789,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
DEXIBUPROFENUM,True,433625.44,377145.7615416687,206586.37634531187,495810.6750718847,-0.1302499190507163,0.0022913189119997,0.4598015168460855,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMLODIPINUM+LISINOPRILUM,True,432523.8299999999,408921.54942793393,238795.46428040767,527284.9989679514,-0.0545687403444706,-0.0355841152177441,0.3652873090710502,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
AMYLMETACRESOLUM+ASCORBIC ACID+DICHLOROBENZYL ALCOHOL*+SODIUM ASCORBATUM,True,429996.57,774336.9631357826,605204.9338532244,892008.8086745027,0.8007979997044692,0.0034675539996871,0.2386395591540005,0.0,Monitor,False,常规跟踪销量与生命周期信号
AMITRIPTYLINE,True,429766.77,451373.9931760697,282332.35191760457,568982.9521896604,0.0502766260315328,-0.0741313622187361,0.4754462416091111,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
VITAMIN C+CHLORPHENAMINUM+PARACETAMOLUM,True,425670.6,332676.6567791776,165246.17615017132,449164.6675872039,-0.2184645667819726,0.0061434751943558,0.3195918726725796,0.0,Monitor,False,常规跟踪销量与生命周期信号
CHLORPHENAMINUM+PHENYLEPHRINUM,True,424779.50000000006,453250.4237709384,286170.4425686919,569494.5782580654,0.0670251831148591,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
INDOMETACINUM,True,422425.86,413598.9805416031,247444.7646527883,529199.0434664793,-0.0208956891474326,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DIPHENHYDRAMINUM+METAMIZOLUM NATRICUM,True,417606.32,433120.6536910496,268862.1240408679,547401.8126850231,0.0371506199691842,0.0036454365709121,0.1894756088240004,0.0,Monitor,False,常规跟踪销量与生命周期信号
CHLORHEXIDINUM+DEXPANTHENOLUM,True,417403.06000000006,405902.6109779212,241724.0302823835,520128.1463204684,-0.0275523831140069,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
TRAMAZOLINUM,True,417395.37,410902.0112164873,246726.4552550892,525125.442131801,-0.0155568538853525,0.0003661810547132,0.1380256122112416,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
BROMHEXINE+GUAIFENESINUM+MENTHOLUM*+SALBUTAMOLUM,True,411431.76,217258.1704159125,55428.3016797631,329849.61390683084,-0.4719460393239634,0.0091278058646552,0.5054577280170796,0.0,Monitor,False,常规跟踪销量与生命周期信号
GLAUCINUM*+EPHEDRINUM*,True,409928.32000000007,444864.3027646102,283625.7872527541,557044.3184167978,0.0852246138168988,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
UNKNOWN_SKU_11147,False,409615.2400000001,402275.6952205653,241160.32454153372,514370.0341395611,-0.0179181438157299,,,,Data Review,False,补齐INN后再形成分子级商业建议
CEFUROXIMUM,True,409122.25,509331.2863352106,348409.82510786614,621290.7147754271,0.2449366572832709,0.0171299990348045,0.3256253733318088,0.0,Monitor,False,常规跟踪销量与生命周期信号
FORMALDEHYDUM*,True,409100.03,358613.3432216701,197700.6218633219,470566.6909891783,-0.1234091495381457,0.0077472984057302,0.7044729959693821,0.0,Monitor,False,常规跟踪销量与生命周期信号
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,True,408622.92,363582.94203774194,202857.88399608253,475405.7250097566,-0.1102238170151055,-0.0180529446319572,0.2284605053244172,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
AMINOPHYLLINUM,True,408311.41,347986.04911136575,187383.5183690329,459723.58499267977,-0.1477435100053518,-0.020075706689423,0.6320368427061506,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
NORFLOXACINUM,True,408253.12,382541.2492739292,221961.6459377077,494262.8336515453,-0.0629802185616384,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
BENZYLII BENZOAS*,True,408019.76,385852.1792717211,225364.36422663272,497509.90290301794,-0.0543296744458623,0.0088323081976341,0.2628997902217167,0.0,Monitor,False,常规跟踪销量与生命周期信号
ISOSORBIDI DINITRATE,True,407734.31,284600.1602614256,170509.493758458,354187.0690423307,-0.3019960467358619,-0.0646382704760599,0.4886822947694582,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BICLOTYMOLUM,True,406852.68,378566.1919806908,218537.42852463044,489904.5352562529,-0.0695251362712153,0.004872971213695,0.2745112451913607,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALLOPURINOLUM,True,406795.0999999999,384181.5287191355,224175.4134024454,495504.1147879224,-0.0555895862090384,-0.1036552712310913,0.4445081832623232,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
NYSTATINUM,True,405996.53,364759.5459539555,205067.53492099064,475863.59724305366,-0.1015697943183023,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
CAMPHORA*+SPIRITUS AETHYLICUS*,True,402750.0,356755.4027174775,198340.3604915585,466971.0162762542,-0.1142013588641154,0.0044065154353884,0.3714847192597152,0.0,Monitor,False,常规跟踪销量与生命周期信号
VALERIANA*&+ATROPA BELLADONNA*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&+MENTHOLUM*,True,400777.78,373495.8079391118,215856.5057866349,483171.7084317857,-0.068072566450386,0.0010865857958078,0.2017424474415171,0.0,Monitor,False,常规跟踪销量与生命周期信号
METHYLURACILUM*,True,400317.07,384901.4448637975,227443.35535962324,494451.2685462351,-0.0385085380850795,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
LEVONORGESTRELUM,True,400271.15,388577.3244861098,231137.29685341663,498114.5818098271,-0.0292147598294061,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DYDROGESTERONUM,True,398072.54,366243.437929242,209668.19712705995,475179.02883427165,-0.0799580450104846,0.0082926675057611,0.2584037981754671,0.0,Monitor,False,常规跟踪销量与生命周期信号
VITAMIN C+VITAMIN B5+VITAMIN PP+PYRIDOXINUM+RETINOLUM+VITAMIN B2+RUTOSIDUM+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,True,395664.8700000001,292052.1921566359,136423.9684735502,400328.90577725327,-0.2618697936042797,0.0285698544619101,0.4803436869865181,0.0,Monitor,False,常规跟踪销量与生命周期信号
FLUOXETINUM,True,392036.32,510155.48891761136,355954.495281624,617439.2221171766,0.3012964944615626,0.0404364007320296,0.5300756054558141,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
LEVODROPROPIZINUM,True,390920.65,401696.91536530096,247934.7520462849,508675.3369482824,0.0275663753380666,0.0278945515862413,0.2929318579610667,0.0,Monitor,False,常规跟踪销量与生命周期信号
RETINOLUM,True,389299.45,349147.34989089053,196022.8587418476,455682.117711733,-0.1031393702434192,0.0461441817782228,0.5954835044092675,0.0,Monitor,False,常规跟踪销量与生命周期信号
CAMPHORA*+CINEOLUM+LEVOMENTHOLUM+OXYMETAZOLINUM,True,389174.67,417744.76479308255,264669.3537904554,524245.38561390055,0.0734120100701376,0.0189275038688314,0.4238827808565364,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
RAUVOLFIA*,True,388966.31,311615.225996311,158621.76994886243,418058.8275117507,-0.1988631971845813,-0.0729422285555994,0.4760600654125584,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
PELARGONIUM SIDOIDES*&,True,388506.65,282678.47115364124,129865.81475438528,388996.2831993642,-0.2723973420953252,0.0035242806022514,0.4891425313938536,0.0,Monitor,False,常规跟踪销量与生命周期信号
CETIRIZINUM+CHLORPHENAMINUM+DEXTROMETHORPHANUM+PARACETAMOLUM,True,385725.25,389231.8433563684,237513.20458205888,494788.5040487645,0.0090909095434339,0.0011882352950445,0.1305529946965125,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
PAPAVERINUM*,True,383104.64,335153.9288230655,184466.06359017783,439993.4395736906,-0.125163483211622,-0.0061967972111464,0.2048739157533615,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DICYCLOVERINUM+SIMETICONUM,True,382992.57,351832.2533556841,201188.46900121297,456641.0952948592,-0.0813601074410291,0.0427723467899749,0.532768570184312,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_95423,False,381942.95000000007,296485.33716793155,146254.40345684008,401006.9425774888,-0.2237444435931296,,,,Data Review,False,补齐INN后再形成分子级商业建议
CODEINUM*+COFFEINUM*+PARACETAMOLUM+PHENOBARBITALUM+PROPYPHENAZONUM,True,380935.89,449352.206305368,299517.3829665274,553598.2220543653,0.1796006049872802,0.0038030015555126,0.2167777514080524,0.0,Monitor,False,常规跟踪销量与生命周期信号
IBUPROFENUM+PARACETAMOLUM,True,380787.68,373246.1351677756,223469.6077778073,477451.5921182986,-0.019805117729188,0.0041488860239518,0.2489901139193469,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACIDUM ADENOSINTRIPHOSPHORICUM*+COCARBOXYLASUM+CYANOCOBALAMINUM+NICOTINAMIDUM,True,379866.61,333902.84371993336,184488.603959867,437856.2428301569,-0.1209997537821675,0.0395160411024889,0.5492813889328529,0.0,Monitor,False,常规跟踪销量与生命周期信号
BENDAZOLUM+PAPAVERINUM*,True,369492.76,337376.89606882696,192043.0383963965,438491.4118948377,-0.0869187908612149,-0.0262330733361595,0.4378708014624786,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
LAMOTRIGINUM,True,368772.39,384484.6751691274,239434.16310555683,485402.0562427128,0.0426069998600693,0.0011103152931212,0.4150722507276248,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
PAEONIA OFFICINALIS*&,True,367953.19000000006,343010.0784834154,198281.78517239963,443703.2792202475,-0.0677888171497701,-0.0026043036177371,0.1989070669837692,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
SODIUM CITRAS*+SODIUM LAURYL SULFOACTATE*+SORBITOL*,True,365035.86,322356.8375093248,178776.02763750684,422251.68861014594,-0.116917342013125,-0.1139230762285596,0.4174498267809062,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CLINDAMYCINUM,True,364180.61,353652.14761762053,210407.73616880376,453312.9530238516,-0.0289100026011256,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
CLARITHROMYCINUM,True,363677.27,287250.881169754,144204.4501737094,386773.94374065625,-0.2101489291047693,0.0043687103477462,0.4709693927313467,0.0,Monitor,False,常规跟踪销量与生命周期信号
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,True,363390.02,306396.8026230971,163463.35665716894,405841.2570375878,-0.1568375966321334,-0.0062758193263347,0.1989187222874204,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ACIDUM TIAZOTICUM+PIRACETAMUM,True,363228.63,310426.4402900235,167556.4744076828,409826.72909837577,-0.1453690192592376,0.0003327155634992,0.2320489503874874,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_437039,False,362746.79,256886.52449198495,114206.08239349564,356154.9541042177,-0.2918296410231915,,,,Data Review,False,补齐INN后再形成分子级商业建议
IPIDACRINUM,True,361818.39,343401.01729761023,201085.74596312476,442415.3831590597,-0.0509022570754067,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
AMPICILLINUM,True,360564.09,335884.5917792228,194062.67857624317,434555.7088657827,-0.0684469111185676,-0.0293484048490081,0.3612163927000452,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DAPAGLIFLOZINUM,True,359088.24000000005,513000.02116102807,371758.6091127824,611267.2606230796,0.428618272659188,0.0114756299854369,0.3595951681638512,0.0,Monitor,False,常规跟踪销量与生命周期信号
CALENDULA OFFICINALIS*&+MATRICARIA CHAMOMILLA*&+ACHILLEA MILLEFOLIUM*&,True,358100.25999999995,368646.5766510686,227793.77017307337,466643.4478402863,0.0294507372071404,-0.0012453195647247,0.5008887964457999,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CARBOCISTEINUM,True,358001.55000000005,273003.1141761487,132189.13364183597,370972.97261995525,-0.2374247704342378,0.0041649546066082,0.4379048085997162,0.0,Monitor,False,常规跟踪销量与生命周期信号
ISOTRETINOINUM,True,356892.94999999995,412251.1357944415,271873.2047096921,509917.61738116224,0.1551114579159984,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
BISOPROLOLUM+PERINDOPRILUM,True,355174.24,410639.0760717052,270937.17110048555,507835.2195400408,0.1561623277400556,0.0035644604605406,0.2253954514929839,0.0,Monitor,False,常规跟踪销量与生命周期信号
NICERGOLINUM,True,353786.17,326150.1196952211,186994.1890695323,422966.40720648033,-0.0781151233378594,0.0115948141252727,0.3798339756629091,0.0,Monitor,False,常规跟踪销量与生命周期信号
MELATONINUM*,True,353609.33,306535.4291086949,167449.05556821343,403303.3230033143,-0.133124035192468,0.0028582963172331,0.1412738334514666,0.0,Monitor,False,常规跟踪销量与生命周期信号
