INN,market_level,market,peer_share,opportunity_probability,predicted_share_change_6m
AMMONIUM*+GLYCEROLUM+SPIRITUS AETHYLICUS*,ATC4,D02A X Other emollientsand protectives,0.18037327731510647,0.36492175075034283,0
AMOROLFINUM,ATC4,D01A E Other antifungals for topical use,0.04223962227321958,0.4886395316333357,0
AMOXICILLINUM,ATC3,"J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS",0.24630253401613997,0.26418409269525756,0
AMOXICILLINUM+ACIDUM CLAVULANICUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",0.9891087250570246,0.2430662415109148,0
AMOXICILLINUM+CLARITHROMYCINUM+OMEPRAZOLUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,0.0018136279794550064,0.04824275760829875,0
AMPICILLINUM,ATC3,"J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS",0.06515939898953314,0.36121639270004524,0
AMPICILLINUM+SULBACTAMUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",0.008908568663527766,0.0684301423942407,0
AMTOLMETINE GUACIL,ATC4,M01A B Acetic acid derivatives and related substances,0.001062783912739145,0.03103099362721235,0
AMYLMETACRESOLUM+ASCORBIC ACID+DICHLOROBENZYL ALCOHOL*+SODIUM ASCORBATUM,ATC4,R02A A Antiseptics,0.037955683128037855,0.23863955915400056,0
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,ATC4,R02A A Antiseptics,0.030880584599079997,0.5849978454268666,0
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LEVOMENTHOLUM,ATC4,R02A A Antiseptics,0.032527235146210906,0.20233083740649438,0
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LIDOCAINUM,ATC4,R02A A Antiseptics,0.02119542726733546,0.28868780920048914,0
ANAGRELIDUM,ATC4,L01X X Other antineoplastic agents,0.037530418729546024,0.3260934807024252,0
ANASTROZOLUM,ATC4,L02B G Aromatase inhibitors,0.12461244663353443,0.36817724449048106,0
ANETHOLUM*+DICHLOROBENZYL ALCOHOL*+MENTHA PIPERITA+MENTHOLUM*,ATC4,R02A A Antiseptics,0.001171436414304705,0.04322294280749877,0
ANETHUM GRAVEOLENS*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,0.10487325147741211,0.31142995323249933,0
ANETHUM GRAVEOLENS+ARCTOSTAPHYLOS UVA-URSI+CALENDULA+ELEUTHEROCOCCUS SENTICOSUS+MENTHA PIPERITA,ATC4,G04B X Other urologicals,0.001590188713228359,0.02992174295342127,0
ANISUM VULG.*&+CAPSICUM ANNUUM*&+MENTHOLUM*,ATC4,R05X OTHER COLD PREPARATIONS,0.014320386518184038,0.2018019219432019,0
ANISUM VULGARE GAERTN.*&,ATC4,R05C A Expectorants,0.0,0.012198591168239854,0
ANISUM VULGARE GAERTN.*&+CAPSICUM ANNUUM*&+LEVOMENTHOLUM,ATC4,R05X OTHER COLD PREPARATIONS,0.005677832072894671,0.05781719917172247,0
ANISUM VULGARE GAERTN.*&+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,0.0,0.010344558873871432,0
ANTAZOLINUM+NAPHAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.0,0.010501672462588794,0
ANTILYMPHOCYTE SERUM*,ATC4,L04A A Selective immunosuppressants,0.0,0.05002335965341594,0
ANTITHROMBINUM III,ATC4,B01A B Heparin group,3.878208732950425e-05,0.050109089442669806,0
ANTRAL*,ATC4,A05B A Liver therapy,0.2290010300527601,0.30764538603288993,0
ANTRAL*+LECITHIN*,ATC4,A05B A Liver therapy,0.0006914670589896934,0.04004192290503275,0
APIXABANUM,ATC4,B01A F Direct factor Xa inhibitors,0.06667120457773514,0.4005181282044996,0
APOMORPHINUM*,ATC4,N04B C Dopamine agonists,0.0,0.018106135082826647,0
APREPITANTUM,ATC3,A04A ANTIEMETICS AND ANTINAUSEANTS,0.0009894651693572454,0.03192881137753341,0
APROTININUM,ATC3,B02A ANTIFIBRINOLYTICS,0.0742320477254427,0.28071336974829786,0
ARALIA MANDSHURICA RUPP. ET MAXIM*&,ATC4,A13A TONICS,0.003593968381239267,0.03423895061044765,0
ARGININUM ASPARTATUM*,ATC4,C01E B Other cardiac preparations,0.03220537318911046,0.19600615056115273,0
ARGININUM+INOSINUM,ATC4,C01E X Other cardiac combination products,0.0,0.009997770792644644,0
ARGININUM+LEVOCARNITINUM,ATC3,B05X I.V. SOLUTION ADDITIVES,0.007239551062264865,0.0706942578462348,0
ARGYREIA*&+MUCUNA PRURIENS*&+PRUNUS AVIUM*&+TRIBULUS TERRESTRIS*&,ATC4,A16A X Various alimentary tract and metabolism products,1.3149533779586157e-05,0.03611388119693729,0
ARIPIPRAZOLUM,ATC4,N05A X Other antipsychotics,0.27090937059048004,0.5324647195297317,0
ARMODAFINILUM,ATC4,N06B A Centrally acting sympathomimetics,0.9802704313475262,0.3346610766115046,0
ARONIA MELANOCARPA*&,ATC4,A16A X Various alimentary tract and metabolism products,0.0004851439226814506,0.03013770323417621,0
ARTEMISIA ABSINTHIUM*&,ATC4,A15 APPETITE STIMULANTS,0.7372082686217288,0.4131088406203112,0
ARTEMISIA ABSINTHIUM+ATROPA BELLADONNA+MENTHA PIPERITA+VALERIANA,ATC4,A03E D Antispasmodics in combination with other drugs,0.21983939702781846,0.23403644369687457,0
ARTICAINUM+EPINEPHRINUM,ATC4,N01B B Amides,0.014679790638114804,0.1968144876049207,0
ASCORBIC ACID+BENDAZOLUM+GLUTAMILUM-TRIPTOPHANUM*,ATC4,L03A X Other immunostimulants,0.0001692728156753744,0.04292586443706003,0
ASCORBIC ACID+BETACAROTENUM+SELENIUM*+TOCOPHEROLI ACETAS*,ATC3,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",0.0,0.010154884381362006,0
ASCORBIC ACID+HESPERIDINUM+RUSCUS ACULEATUS&,ATC4,C05C X Other capillary stabilizing agents,0.12146162125892897,0.6938632805674023,0
ASCORBIC ACID+KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII SULFAS*+SODIUM ASCORBATUM,ATC4,A06A D Osmotically acting laxatives,0.005724632424360897,0.09584668677526524,0
ASCORBIC ACID+SODIUM ASCORBATUM,ATC3,"A11G ASCORBIC ACID (VIT. C), INCL. COMBINATIONS",2.9079672335527916e-05,0.03152521442729951,0
ASCORBIC ACID+SODIUM ASCORBATUM+ZINCI OXYDUM*,ATC3,"A11G ASCORBIC ACID (VIT. C), INCL. COMBINATIONS",0.0051383561192140945,0.06741614229027387,0
ASPARAGINAT K-MG*,ATC3,A12C OTHER MINERAL SUPPLEMENTS,0.9295661182765245,0.511299866085026,0
ATENOLOLUM,ATC4,"C07A B Beta blocking agents, selective",0.013214921411039767,0.08017325355742701,0
ATENOLOLUM+CHLORTALIDONUM+NIFEDIPINUM,ATC4,"C07F X Beta blocking agents, other combinations",0.9925482897654235,0.20932361419029288,0
ATEZOLIZUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,0.0006742428361698657,0.2243168179357797,0
ATOMOXETINUM,ATC4,N06B A Centrally acting sympathomimetics,0.016224551515111235,0.3083990044473718,0
ATORVASTATINUM,ATC4,C10A A HMG CoA reductase inhibitors,0.2202386820826641,0.33761839725477827,0
ATORVASTATINUM+LEVAMLODIPINUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,0.0,0.011219498003277909,0
ATOSIBANUM,ATC4,G02C X Other gynecologicals,1.7464314293388604e-05,0.05520828210069105,0
ATRACURII BESILAS,ATC4,M03A C Other quaternary ammonium compounds,0.9845108066586696,0.31497046894538433,0
ATROPA BELLADONNA*&,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.08640233143249477,0.3423244531746806,0
ATROPA BELLADONNA*&+NATRII HYDROCARBONAS*,ATC4,A03E D Antispasmodics in combination with other drugs,0.018141990167929996,0.17789230598748498,0
ATROPA BELLADONNA*&+PHENOLUM PURUM*,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.014710659027176366,0.1310514504254473,0
ATROPA BELLADONNA*&+PHENYLII SALICYLAS,ATC4,A03E D Antispasmodics in combination with other drugs,0.035221983337858635,0.202742009192308,0
ATROPA BELLADONNA*&+XEROFORMIUM*+ZINCI SULFAS*,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.14784927857242877,0.44130125382929075,0
AVANAFILUM,ATC4,G04B E Drugs used in erectile dysfunction,0.00918498426447747,0.07432248746068214,0
AVIBACTAMUM+CEFTAZIDIMUM,ATC4,J01D D Third-generation cephalosporins,6.627174115074419e-05,0.03716648649925231,0
AVISAN*+EQUISETUM ARVENSE*&+HYPERICUM PERFORATUM*&+POLYGONUM AVICULARE*&,ATC4,G04B C Urinary concrement solvents,0.296337608105427,0.3872406944142626,0
AXITINIB,ATC3,L01E PROTEIN KINASE INHIBITORS,0.09169269929422655,0.29647491958848166,0
AZACITIDINUM,ATC4,L01B C Pyrimidine analogues,0.003235818206739901,0.2983862510112932,0
AZAPENTHACENUM*,ATC4,S01X A Other ophthalmologicals,0.059906740863197076,0.23936054198031573,0
AZATHIOPRINUM,ATC4,L04A X Other immunosuppressants,0.038168275782126275,0.25974059448360237,0
AZELASTINUM+FLUTICASONUM,ATC4,R01A D Corticosteroids,0.0,0.02332091606352695,0
AZELASTINUM+MOMETASONUM,ATC4,R01A D Corticosteroids,0.0,0.13460177990390307,0
AZILSARTANUM MEDOXOMILUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",0.01441487147300144,0.06694473514262564,0
AZILSARTANUM MEDOXOMILUM+CHLORTALIDONUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,0.04026935798945976,0.2532449659707342,0
AZITHROMYCINUM+FLUCONAZOLUM+SECNIDAZOLUM,ATC4,G01A X Other antiinfectives and antiseptics,0.0,0.03573244147510057,0
AZOXIMERI BROMIDUM,ATC4,L03A X Other immunostimulants,0.0,0.024147537214685787,0
AZTREONAMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,0.0014837040671563952,0.03396465110745052,0
BACITRACINUM+NEOMYCINUM,ATC4,D06A X Other antibiotics for topical use,0.24236849325041557,0.6878118402059522,0
BACLOFENUM,ATC4,M03B X Other centrally acting agents,0.03506446932204491,0.27990853224024265,0
BALOXAVIRUM MARBOXILUM,ATC4,J05A X Other antivirals,0.0,0.024422149861992808,0
BASILIXIMABUM,ATC4,L04A C Interleukin inhibitors,0.0,0.04714699523521228,0
BECLOMETASONUM+CHLORAMPHENICOLUM+CLOTRIMAZOLUM+LIDOCAINUM,ATC4,S02C A Corticosteroids and antiinfectives in combination,0.4814551127927837,0.5732916415251578,0
BECLOMETASONUM+CLOTRIMAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,0.002754946095811575,0.05313979801557776,0
BECLOMETASONUM+CLOTRIMAZOLUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",1.8317683189823163e-05,0.31332589530132093,0
BECLOMETASONUM+FORMOTEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",7.936761562797957e-05,0.23208102254939486,0
BEMIPARINUM NATRICUM,ATC4,B01A B Heparin group,3.8782087329504255e-06,0.08226786227310325,0
BENDAMUSTINE,ATC4,L01A A Nitrogen mustard analogues,0.0,0.2940943987065173,0
BENDAZOLUM,ATC4,C04A X Other peripheral vasodilators,0.2947399890436764,0.2792692502784881,0
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,ATC4,N02B B Pyrazolones,0.06599072758634447,0.2511131075662921,0
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,ATC4,N02B B Pyrazolones,2.5903182184377064e-05,0.030976305319882432,0
BENDAZOLUM+PAPAVERINUM*,ATC4,C04A X Other peripheral vasodilators,0.5505961076775454,0.4378708014624786,0
BENFOTIAMINUM,ATC4,"A11D A Vitamin B1, plain",0.0,0.2290846383667366,0
BENFOTIAMINUM+PYRIDOXINUM,ATC4,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,0.054373011404610636,0.37257820961265675,0
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,ATC4,D03A X Other cicatrizants,0.0,0.018842037500265245,0
BENZATHINI BENZYLPENICILLINUM,ATC4,J01C E Beta-lactamase sensitive penicillins,0.0,0.009997770792644644,0
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,ATC4,J01C E Beta-lactamase sensitive penicillins,0.5324586782392184,0.2284605053244172,0
BENZOBARBITALUM,ATC3,N03A ANTIEPILEPTICS,0.026802337437000088,0.17322397430739683,0
BENZOCAINUM+ATROPA BELLADONNA*&,ATC3,A03D ANTISPASMODICS IN COMBINATION WITH ANALGESICS,0.023412165969201024,0.15914191821755733,0
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,ATC3,A03D ANTISPASMODICS IN COMBINATION WITH ANALGESICS,0.0051174238348493505,0.04518220466150793,0
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,ATC4,C05A D Local anesthetics,0.32993728660485494,0.39394027133938875,0
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,ATC4,R02A A Antiseptics,0.0,0.011862942741702768,0
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",0.011400142159389252,0.14968872670163708,0
BENZOCAINUM+CHLORHEXIDINUM,ATC4,R02A A Antiseptics,0.007645685366548285,0.08369668054251883,0
BENZOCAINUM+CHLORHEXIDINUM+ENOXOLONUM,ATC4,R02A A Antiseptics,0.01595086076977867,0.17682542734967518,0
BENZOCAINUM+DEXTROMETHORPHANUM+NATRII BENZOAS+SULFOGAIACOLUM,ATC4,R05F B Other cough suppressants and expectorants,0.3552449883897137,0.37893414674067555,0
BENZOCAINUM+HEPARINUM NATRICUM,ATC4,C05B A Heparins or heparinoids for topical use,0.5199222681551193,0.2181383033875062,0
BENZOCAINUM+MENTHOLUM*+PROCAINUM,ATC4,M02A X Other topical products for joint and muscular pain,0.3721194091891397,0.2429069505125959,0
BENZOCAINUM+PHENAZONUM+PHENYLEPHRINUM,ATC4,S02D A Analgesics and anesthetics,0.0,0.010380502459466279,0
BENZOYLI PEROXIDUM*,ATC3,D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE,0.007294186048607478,0.5806295436265604,0
BENZOYLI PEROXIDUM*+CLINDAMYCINUM,ATC4,D10A F Antiinfectives for treatment of acne,0.0013094596109797056,0.37541679215572915,0
BENZYDAMINUM+CETYLPYRIDINIUM CHLORIDE,ATC4,R02A A Antiseptics,0.03114613654925921,0.2498581296063765,0
BENZYDAMINUM+CHLORHEXIDINUM,ATC4,A01A D Other agents for local oral treatment,0.03886602769121251,0.22726921582183443,0
BENZYL ALCOHOL+BENZYL CINNAMATUM*+BENZYLII BENZOAS*+ZINCI OXYDUM*,ATC3,D02A EMOLLIENTS AND PROTECTIVES,0.1435373863058284,0.27219916795812943,0
BENZYLII BENZOAS*,ATC4,"P03A X Other ectoparasiticides, incl. scabicides",0.8641519690549441,0.2628997902217167,0
BENZYLNICOTINATUM*+CAMPHORA*+DIMETHYLIS SULFOXIDUM+NONIVAMIDUM+PINUS SILVESTRIS,ATC4,M02A X Other topical products for joint and muscular pain,0.003993743708992993,0.047069002452396015,0
BENZYLPENICILLINUM,ATC4,J01C E Beta-lactamase sensitive penicillins,0.4675413217607815,0.479158877207754,0
BETACAROTENUM+MENADIONUM+RETINOLUM+TOCOPHEROLI ACETAS*,ATC4,D03A X Other cicatrizants,0.0016638224411646982,0.031008842398447544,0
BETAHISTINE,ATC4,N07C A Antivertigo preparations,0.36646287694427776,0.24997696170579117,0
BETAMETHASONUM+CALCIPOTRIOLUM,ATC4,D05A X Other antipsoriatics for topical use,0.6148605914670853,0.3690284380653906,0
BETAMETHASONUM+CETYLPYRIDINII CHLORIDUM,ATC3,"D07B CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",0.4265962203800871,0.40911567803184307,0
BETAMETHASONUM+CLOTRIMAZOLUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",0.6123166282991316,0.3230355561951647,0
BETAMETHASONUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",0.10248574858265301,0.4521722765714587,0
BETULA PUBESCENS EHRH.*&,ATC4,C03B X Other low-ceiling diuretics,0.17350554856169967,0.5091704601130846,0
BEVACIZUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,0.050241966179109344,0.5107339914117761,0
BIBROCATHOL,ATC4,S01A X Other antiinfectives,0.021632494316573058,0.19824941062969792,0
BICALUTAMIDUM,ATC4,L02B B Anti-androgens,0.13987769670925362,0.38926236518999036,0
BICLOTYMOLUM,ATC4,R02A A Antiseptics,0.02215056295635531,0.2745112451913607,0
BICLOTYMOLUM+ENOXOLONUM+MURAMIDASE,ATC4,R02A X Other throat preparations,0.03973060577327667,0.5146975340082075,0
BICYCLOLUM*,ATC4,A05B A Liver therapy,0.0055944635796833595,0.06491325017558645,0
BIDENS TRIPARTITES*&,ATC4,D11A X Other dermatologicals,0.3018011191526707,0.4769092062597018,0
BIDENS TRIPARTITES*&+HYPERICUM PERFORATUM*&+ROSA L.*&+VACCINIUM VITIS-IDAEA*&,ATC4,G04B X Other urologicals,0.002045890800701838,0.032313572252029445,0
BIFONAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,0.01232162459127748,0.06677562723209227,0
BIFONAZOLUM+UREA PURA*,ATC4,D01A C Imidazole and triazole derivatives,0.008612908577889246,0.08804285475764556,0
BILASTINUM,ATC4,R06A X Other antihistamines for systemic use,0.09511302639922041,0.5381560319628398,0
BIMATOPROST,ATC4,S01E E Prostaglandin analogues,0.0829601321007268,0.4553650656456281,0
BIMATOPROST+TIMOLOLUM,ATC4,S01E D Beta blocking agents,0.008559090473184676,0.13660306749617163,0
BIOTINUM,ATC4,A11H A Other plain vitamin preparations,0.3069840440713104,0.3694612270988148,0
BISACODYLUM,ATC4,A06A B Contact laxatives,0.14860542162616536,0.3392423002821359,0
BISMUTHI SUBCITRAS*,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,0.25101636811923034,0.2861394429362921,0
BISMUTHI SUBGALLAS*+BUFEXAMACUM+LIDOCAINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.0041362435997094335,0.03501619911933191,0
BISOPROLOLUM,ATC4,"C07A B Beta blocking agents, selective",0.7604979723698392,0.3939446155810026,0
BISOPROLOLUM+PERINDOPRILUM,ATC3,"C09B ACE INHIBITORS, COMBINATIONS",0.019970016705672475,0.22539545149298393,0
BLEOMYCINUM,ATC3,L01D CYTOTOXIC ANTIBIOTICS AND RELATRD SUBSTANCES,0.0,0.013738236487861774,0
BORTEZOMIBUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,0.012566752973541548,0.3048917412727743,0
BOTULINUM TOXIN,ATC3,"M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",0.7155719697942148,0.6737240322036128,0
BOVHYALURONIDASUM AZOXIMERUM,ATC4,B06A A Enzymes,0.0,0.019800561980574918,0
BRENTUXIMAB VEDOTIN,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,0.15254237288135594,0.4347264849739246,0
BREXPIPRAZOLUM,ATC4,N05A X Other antipsychotics,0.01473759565977512,0.2826475520541489,0
BRIMONIDINUM,ATC3,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,0.051209067934023786,0.3162164525594898,0
BRIMONIDINUM+BRINZOLAMIDUM,ATC4,S01E C Carbonic anhydrase inhibitors,0.17242375821944123,0.31151364327563963,0
BRIMONIDINUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,0.011662651775068741,0.05309647735338997,0
BRINZOLAMIDUM,ATC4,S01E C Carbonic anhydrase inhibitors,0.26246895307101487,0.3728105381379621,0
BRINZOLAMIDUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,0.20973192547330635,0.33639262162875677,0
BROMELAINA+RUTOSIDUM+TRYPSINUM*,ATC3,M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,0.0,0.01077665384317433,0
BROMFENACUM,ATC4,"S01B C Antiinflammatory agents, non-steroids",0.31000904739949964,0.3363106764307331,0
BROMHEXINE,ATC4,R05C B Mucolytics,0.09790844406697666,0.43795723597981345,0
BROMHEXINE+GUAIFENESINUM+MENTHOLUM*+SALBUTAMOLUM,ATC4,R05C A Expectorants,0.03848011495536557,0.5054577280170796,0
BROMHEXINUM+GUAIFENESINUM+SALBUTAMOLUM,ATC4,R05C A Expectorants,0.036619979650916776,0.22233540347793862,0
BROMOCRIPTINUM,ATC4,G02C B Prolactine inhibitors,0.08695247325870466,0.2998463465170126,0
BUDESONIDUM+FORMOTEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",0.7266777736811455,0.45721049746853,0
BUPIVACAINUM,ATC4,N01B B Amides,0.047498854864519144,0.5178649958288791,0
BUPIVACAINUM+EPINEPHRINUM,ATC4,N01B B Amides,0.0,0.015528966498268376,0
BUPROPIONUM,ATC4,N06A X Other antidepressants,0.002621437733939977,0.5124307974493258,0
BUSPIRONUM,ATC3,N05B ANXIOLYTICS,0.031186755010538646,0.32731269172475985,0
BUTAMIRATUM,ATC4,R05D B Other cough suppressants,0.1691742662388665,0.47661134728382143,0
BUTAMIRATUM+GUAIFENESINUM,ATC4,R05F B Other cough suppressants and expectorants,0.3254548610108017,0.3015258445990788,0
BUTOCONAZOLUM,ATC4,G01A F Imidazole derivatives,0.0,0.010154884381362006,0
BUTORPHANOLUM,ATC3,N02A OPIOIDS,0.0,0.023814158197222164,0
CABAZITAXEL,ATC4,L01C D Taxanes,0.0,0.03358685455822408,0
CABERGOLINUM,ATC4,G02C B Prolactine inhibitors,0.9130475267412954,0.3862746117104656,0
CABOZANTINIBUM,ATC4,L01E X Other protein kinase inhibitors,0.024618414574101428,0.33026859520210833,0
CALCII CARBONAS*+MAGNESII CARBONAS,ATC3,A02A ANTACIDS,0.358182442746782,0.5123715220671914,0
CALCII CHLORIDUM*,ATC4,B05X A Electrolyte solutions,0.0039680933666582235,0.05488975017697131,0
CALCII CHLORIDUM*+CITICOLINUM+KALII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05B B Solutions affecting the electrolyte balance,0.0416219926054545,0.21315239123615287,0
CALCII CHLORIDUM*+DEXTROSUM*+KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+XYLITOLUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.00028312755540934773,0.032548689946767156,0
CALCII CHLORIDUM*+FRUCTOSUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.054453491955225974,0.3703588877529863,0
CALCII CHLORIDUM*+GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.005579700703920401,0.25232627871907654,0
CALCII CHLORIDUM*+HYDROXYETHYLAMYLUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*+XYLITOLUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.03779044153363824,0.28456653339877536,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.03584994575857346,0.18380567129144582,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+XYLITOLUM*,ATC4,B05X A Electrolyte solutions,0.010505296324006524,0.07689996501940316,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*+POVIDONUM,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.128806814630278,0.5503748811359876,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05B B Solutions affecting the electrolyte balance,0.006541639748130175,0.04323355731218018,0
CALCII CITRAS*+MAGNESII HYDROXIDE*+ZINCI SULFAS*,ATC3,A12A CALCIUM,0.0,0.015116425244142964,0
CALCII FOLINAS,ATC4,V03A F Detoxifying agents for antineoplastic treatment,0.9873603059821908,0.33971850016923855,0
CALCII GLUCONAS*,ATC3,A12A CALCIUM,0.5603247124127104,0.551946273690928,0
CALCII PANTOTHENAS+CYANOCOBALAMINUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+SILIMARINUM*+THIAMINUM,ATC4,A05B A Liver therapy,0.0,0.011751371173857173,0
CALCITONINUM,ATC3,H05B ANTI-PARATHYROID AGENTS,0.0,0.010572271772284432,0
CALCITRIOLUM,ATC4,D05A X Other antipsoriatics for topical use,0.15270168326564204,0.5133280179195299,0
CALENDULA OFFICINALIS*&+CORIANDRUM SATIVUM*&+GLYCYRRHIZA GLABRA/URALENSIS*&+MELILOTUS OFFICINALIS*+SILYBUM MARIANUM*&,ATC4,N05C M Other hypnotics and sedatives,9.807627107847125e-06,0.03887689889241996,0
CALENDULA OFFICINALIS*&+MATRICARIA CHAMOMILLA*&+ACHILLEA MILLEFOLIUM*&,ATC4,A01A D Other agents for local oral treatment,0.07840771279157753,0.5008887964457999,0
CAMILOPHINUM+COFFEINUM*+ERGOTAMINUM+MECLOXAMINUM+PROPYPHENAZONUM,ATC3,N02C ANTIMIGRAINE PREPARATIONS,0.0510520808226624,0.2262967989105714,0
CAMPHORA*,ATC4,M02A X Other topical products for joint and muscular pain,0.052069876882758055,0.2739079557448854,0
CAMPHORA*+CARYOPHYLLUS AROMATICUS*&+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,M02A X Other topical products for joint and muscular pain,0.018777604088086836,0.15034750335641778,0
CAMPHORA*+CARYOPHYLLUS AROMATICUS*&+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+OLEUM TEREBINTHINE*,ATC4,R05X OTHER COLD PREPARATIONS,0.0,0.01032963745991331,0
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+HEXETIDINUM+MENTHOLUM*,ATC4,R02A A Antiseptics,1.2898032686841898e-05,0.04709174928529368,0
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM,ATC4,R02A A Antiseptics,0.0,0.01041515818356707,0
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,R02A A Antiseptics,0.007922275942795862,0.07961300157509989,0
CAMPHORA*+CINEOLUM+LEVOMENTHOLUM+OXYMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.12346898866280885,0.42388278085653647,0
