ATC5,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023,contribution_2023,YoY
C04A C01 Nicotinic acid,647238.3600000001,582171.69,569542.73,504910.8800000001,581728.88,0.0006853736074074683,0.15214170072944322
C04A D02 Xantinol nicotinate,58232.64,48073.32000000001,46513.34,34128.63,37008.21,4.3601841447846186e-05,0.08437432150074597
C04A D03 Pentoxifylline,1236429.79,996317.1500000001,1083772.78,802875.82,845465.1900000001,0.0009960989511260652,0.05304602397915059
C04A E02 Nicergoline,357300.61,340489.22,390480.69,324258.3,353786.17,0.0004168190920549996,0.09106280394364608
C04A X07 Vincamine,103387.45,95223.53,89514.98,70150.02,77872.16999999998,9.174639923248717e-05,0.11008051031204236
C04A X21 Naftidrofuryl,12930.28,19526.5,12891.059999999998,4.07,0.0,0.0,-1.0
C04A X29** Other,54820.18,53148.58,68652.58,38608.32,39422.79000000001,4.6446619250478114e-05,0.0210957120123334
C04A X31** Bendazolum,295956.78,363618.81,281035.42,220052.01,164415.0,0.00019370828153125025,-0.25283572733555126
"C04A X51** Bendazole, combinations",672895.35,602136.23,577819.2100000001,480343.05999999994,369492.76,0.00043532407370275636,-0.23077318947836978
C05A A01 Hydrocortizone,131771.96,140823.74000000002,173797.53000000003,150135.56,149721.51,0.00017639690058914273,-0.002757840980511128
C05A D03 Benzocaine,708387.2100000001,650764.03,731739.6799999999,564596.14,589233.87,0.0006942157368713811,0.04363779391052858
C05A D05 Procaine,2880.32,2364.55,2264.6,1467.4200000000003,1788.53,2.1071865265765715e-06,0.21882623924983968
"C05A X03 Other preparations, combinations",2602334.6999999997,2459890.9299999997,2651913.05,2178116.34,2181745.5100000002,0.0025704599548740763,0.0016661965815840674
C05B A03 Heparin,879681.58,761601.29,829062.4299999999,571969.0599999999,577147.82,0.0006799763549658324,0.009054265977254117
C05B A04 Pentosan polysulfate sodium,16524.25,12305.690000000002,20007.14,12996.6,12809.92,1.5092221450310453e-05,-0.014363756674822703
"C05B A53 Heparin, combinations",1037961.9899999999,879504.6700000002,1012330.95,716370.9700000001,605536.4400000001,0.0007134228823218748,-0.15471666865562683
C05B B02 Polidocanol,2199.69,1666.8899999999999,3339.2999999999997,2571.36,4001.9800000000005,4.71499965649383e-06,0.5563670586771203
C05C A01 Rutoside,12.2,0.0,0.0,0.0,0.0,0.0,
C05C A03 Diosmin,218724.28000000003,263552.85,343241.76,262529.54,294760.36,0.00034727684699773544,0.12277026044383432
C05C A04 Troxerutin,2186047.1,1757903.16,1820941.96,1302284.9200000002,1168182.08,0.0013763132514211084,-0.10297503867279678
C05C A05 Hidrosmin,32688.44,30818.28,35209.579999999994,29202.119999999995,36399.619999999995,4.2884820962749914e-05,0.24647183149716523
"C05C A51 Rutoside, combinations",1179016.54,1294040.5299999998,1492735.75,1273421.6199999999,1554671.58,0.0018316623185674888,0.22086161847951047
"C05C A53 Diosmin, combinations",2131556.02,2099725.12,2447470.84,2063982.17,2556145.01,0.0030115649863563573,0.23845304826446245
"C05C A54 Troxerutin, combinations",214133.99000000002,238836.49999999994,338415.0,255356.97,276025.3,0.0003252038227786261,0.08093896947477086
C05C X03 Hippocastani semen,12888.81,9841.68,18117.89,11876.29,16337.730000000001,1.9248569792424983e-05,0.3756594020523245
C05C X08** Aescin,653666.18,480729.98,481217.37000000005,351361.70000000007,344078.8600000001,0.0004053822624567811,-0.020727472573134675
C05C X10** Other preparations,1331002.6600000001,1274779.44,2027776.28,1029480.73,781825.93,0.0009211212928070527,-0.2405628320988582
"C05C X51** Aescin, combinations",231088.6,208382.5,200201.14000000004,132320.07,126734.33,0.00014931417008979945,-0.04221385312145021
C07A A05 Propranolol,1406720.38,1308434.68,1296008.69,1143235.52,1019256.2300000001,0.0012008537709656709,-0.10844597445677673
C07A A07 Sotalol,141866.2,159670.44,168282.64,154335.56,163485.96999999997,0.00019261372930188565,0.05928905820538044
C07A B02 Metoprolol,1094554.83,1087007.71,1090374.77,962013.5599999999,976186.29,0.0011501102009565229,0.014732359905613057
C07A B03 Atenolol,339144.04,289787.58,242965.43,196489.38,180780.75,0.00021298986355521436,-0.07994645817499146
C07A B05 Betaxolol,181339.83,171295.36,169415.15,140382.16000000003,123348.12,0.00014532465015546295,-0.12134048941831377
C07A B07 Bisoprolol,9245684.67,9926243.39,10724951.870000001,9854296.81,10102992.129999999,0.011903009116114987,0.025237246735619445
C07A B09 Esmolol,615.3699999999999,460.89000000000004,1626.05,206.84,250.25,2.9483622207946584e-07,0.2098723651131309
C07A B12 Nebivolol,1676885.87,1744382.29,1996090.2,1817561.12,1840643.29,0.002168584670607467,0.012699528915979474
C07A G02 Carvedilol,2634001.03,2773362.85,2940481.16,2578307.0799999996,2660725.94,0.003134778757795946,0.03196626989830875
C07B B07 Bisoprolol and thiazides,20.49,0.0,0.0,0.0,0.0,0.0,
C07B B12 Nebivolol and thiazides,31911.759999999995,57672.020000000004,87188.38,102964.09000000001,120988.06000000001,0.00014254410600249246,0.1750510299270358
C07C B03 Atenolol and other diuretics,776769.53,699623.0900000001,643087.65,520186.33999999997,507851.44,0.0005983336661227434,-0.023712464268092814
C07F B07 Bisoprolol and amlodipine,122325.73999999999,143807.08999999997,163428.9,155078.78999999998,154546.03,0.00018208098950081835,-0.0034354149913085053
C07F X04 Bisoprolol and acetylsalicylic acid,199.63,0.0,0.0,0.0,0.0,0.0,
"C07F X12** Atenolol, other combinations",1147283.35,1132910.19,1187797.19,1005653.44,980105.8400000001,0.0011547280843301555,-0.025403980122615466
C08C A01 Amlodipine,6111840.71,5993979.3,5777274.300000001,4998111.35,4670422.92,0.005502536860124464,-0.06556245090458013
C08C A02 Felodipine,36075.409999999996,31100.45,29137.71,23344.22,17529.46,2.06526264195529e-05,-0.24908778275735932
C08C A05 Nifedipine,1650230.7600000002,1524387.88,1493833.36,1302540.16,1188234.6099999999,0.001399938474950919,-0.08775587387647232
C08C A06 Nimodipine,25510.809999999998,21823.11,23160.08,18493.6,19762.620000000003,2.3283661215552824e-05,0.06861941428386054
C08C A08 Nitrendipine,1683.3000000000002,12940.57,19302.58,14252.810000000001,15165.740000000002,1.7867770176381374e-05,0.06405263242827197
C08C A13 Lercanidipine,465789.62,454458.5299999999,559233.67,558972.9400000001,773292.55,0.0009110675484683175,0.3834167893708771
C08C A17 Levamlodipine,961539.31,735860.8499999999,651321.95,523155.9700000001,485638.51,0.000572163131207596,-0.07171371856847986
C08D A01 Verapamil,264809.63,244803.28,207422.54,173221.71,174665.78000000003,0.00020578540939765488,0.008336541649427431
C08D B01 Diltiazem,154828.46,146044.89,133596.29,90307.52,1838.43,2.1659770459842253e-06,-0.979642559113571
C08G A02 Amlodipine and diuretics,236837.25999999998,257441.11000000002,277632.13,271071.45,295553.26,0.00034821101539128917,0.09031497046258474
C09A A01 Captopril,1390663.1300000001,1292334.29,1276580.7200000002,1184102.8,1149293.65,0.0013540595317719074,-0.029397067551905187
C09A A02 Enalapril,15435494.08,14401877.09,13097455.16,11156831.610000001,10444347.28,0.012305182394090489,-0.06386081236194274
C09A A03 Lisinopril,3587949.92,3201880.45,2858029.95,2034046.94,1760793.96,0.0020745088472597087,-0.13433956445469242
C09A A04 Perindopril,481417.30000000005,482210.57000000007,539229.79,548138.2,579718.15,0.000683004632235353,0.05761311654615575
C09A A05 Ramipril,1209306.19,1274681.64,1362162.94,1303382.78,1424697.74,0.001678531465601411,0.09307700075644698
C09A A06 Quinapril,6128.84,5193.469999999999,4739.9800000000005,2146.17,20.57,2.4234889463235214e-08,-0.9904154843278957
C09A A09 Fosinopril,1778.3899999999999,0.0,0.0,0.0,0.0,0.0,
C09A A15 Zofenopril,32946.479999999996,37226.649999999994,41445.880000000005,32482.25,26788.16,3.1560918644796256e-05,-0.17529850918578604
C09A A17** Enalaprilatum,1049.02,732.32,618.2000000000002,308.42,734.1,8.648921903238198e-07,1.3801958368458593
C09B A01 Captopril and diuretics,5458173.04,5352628.28,5750822.91,5370071.97,5078151.110000001,0.0059829086450391466,-0.05436069788837461
C09B A02 Enalapril and diuretics,2746036.06,2290434.22,2133288.08,1704205.51,1519128.56,0.0017897867152184583,-0.10860013590731787
C09B A03 Lisinopril and diuretics,2554178.2299999995,2378499.7100000004,2337604.2600000002,1962527.85,1833305.68,0.0021599397426894152,-0.0658447573113422
C09B A04 Perindopril and diuretics,1745716.35,1939702.31,2352647.69,2380768.66,2759094.43,0.0032506732391676214,0.15890908526996483
C09B A05 Ramipril and diuretics,190094.19,180576.28999999998,197702.78,167074.53999999998,169663.89,0.00019989234905456972,0.015498172252935927
C09B A06 Quinapril and diuretics,15083.96,12672.45,12299.569999999998,4516.14,12.879999999999999,1.517478737415992e-08,-0.9971480069262689
C09B A09 Fosinopril and diuretics,529.0999999999999,0.0,0.0,0.0,0.0,0.0,
C09B A15 Zofenopril and diuretics,4106.389999999999,4874.66,4585.47,1457.9799999999998,2516.7700000000004,2.965174659911838e-06,0.7262033772754091
C09B B02 Enalapril and lercanidipine,11577.14,11543.83,36226.17,56490.2,65092.799999999996,7.669017077552149e-05,0.1522848210840111
C09B B03 Lisinopril and amlodipine,368504.55000000005,300585.42000000004,292982.46,245502.51,211884.52000000002,0.0002496352902853987,-0.1369354227783659
C09B B04 Perindopril and amlodipine,729380.0599999999,746393.35,839667.78,824804.28,844758.43,0.0009952662700139097,0.024192587846416203
C09B B06 Enalapril and nitrendipine,42273.55,29975.83,14262.549999999997,15169.17,13451.180000000002,1.584773264220128e-05,-0.11325537257476825
C09B B07 Ramipril and amlodipine,154285.68,155794.71,166503.63999999998,160316.58,173857.54,0.00020483316792659187,0.08446387766006502
C09B B09** Lisinopril and calcium channel blockers,358762.49999999994,315207.88,310081.03,248016.42,220639.30999999997,0.0002599498925179624,-0.11038426407412882
C09B B10 Trandolapril and verapamil,7.49,0.0,0.0,0.0,0.0,0.0,
"C09B X01 Perindopril, amlodipine and indapamide",2359575.2,3095152.96,3987278.89,4269636.18,5078501.82,0.0059833218398900765,0.18944603378360925
C09B X02 Perindopril and bisoprolol,118401.6,161132.43,249080.86,279812.9,355174.24,0.00041845446993624575,0.26932761141462724
C09C A01 Losartan,2061196.4,2633342.81,2513953.02,1825250.59,1861722.53,0.002193419529692008,0.01998188095367226
C09C A03 Valsartan,1240267.1,1211857.26,1317272.94,1297258.85,1414478.3,0.0016664912614800613,0.09035933730573498
C09C A04 Irbesartan,92844.5,84209.07999999999,83673.83,73241.74,76634.4,9.028809980949697e-05,0.04632140088424963
C09C A06 Candesartan,424576.44,425883.3,411749.38,381048.84,345391.17,0.00040692838242719894,-0.09357768941115274
C09C A07 Telmisartanum,479393.74,467264.05,469308.48999999993,446959.30000000005,456460.74,0.000537786853583206,0.021257953464666635
C09C A08 Olmesartan medoxomil,33193.4,22472.03,32464.82,34796.33,44766.31,5.274217669066219e-05,0.2865238949050086
C09C A09 Azilsartan medoxomil,53605.01,59969.51000000001,68943.81,70040.75,64721.890000000014,7.625317695681424e-05,-0.07593950664434612
C09D A01 Losartan and diuretics,442590.66000000003,289243.39,267831.13,229041.61,186835.35,0.00022012319178779113,-0.1842733291998776
C09D A03 Valsartan and diuretics,1819443.8199999998,1931754.6400000001,2096156.98,1910565.38,2032634.7,0.002394782560701812,0.06389172612349969
C09D A04 Irbesartan and diuretics,80835.05,86308.58,95218.53,84584.09999999999,92422.31,0.00010888888997505389,0.09266765266758181
C09D A06 Candesartan and diuretics,132887.53,142178.66999999998,158029.77000000002,156330.59,161239.28,0.00018996675391014256,0.03139942093226922
C09D A07 Telmisartan and diuretics,48168.83,104821.05,137040.5,147503.74999999997,166722.17,0.00019642651244631553,0.13029106039676996
C09D A08 Olmesartan medoxomil and diuretics,10109.53,15974.889999999998,22881.120000000003,24954.93,21800.209999999995,2.5684281945810154e-05,-0.1264167040340327
C09D A09 Azilsartanmedoxomil and diuretics,48868.92,74236.37999999999,100969.59,100157.83,105660.30000000002,0.00012448544925387807,0.05493799136822375
C09D B01 Valsartan and amlodipine,1090210.4,1196667.2,1396967.26,1320432.1800000002,1368899.41,0.0016127917300747642,0.03670558074402552
C09D B02 Olmesartan medoxomil and amlodipine,12518.71,25334.01,38966.21000000001,43575.759999999995,54400.54,6.40929058648666e-05,0.24841287908690535
C09D B04 Telmisartan and amlodipine,0.0,3098.17,22314.55,24812.739999999998,63392.58,7.468702815212909e-05,1.5548399733362785
"C09D X01 Valsartan, amlodipine and hydrochlorothiazide",100924.24,488530.8,774630.48,883158.75,1122206.69,0.0013221465769106984,0.2706738058135074
C09D X04 Valsartan and sacubitril,24489.89,71309.08,142447.16,177442.67,222093.92,0.00026166366561286363,0.2516376134331162
C10A A01 Simvastatin,2030053.8299999998,2131832.99,2251449.84,1847903.23,2025080.18,0.0023858820766401783,0.09587999367261246
C10A A05 Atorvastatin,1706708.28,1653110.43,1830398.07,1524871.3900000001,1658471.52,0.001953955953579178,0.08761403150202707
C10A A07 Rosuvastatin,1796778.13,2079698.19,2788952.05,2805137.73,3494538.7,0.004117149203670282,0.2457636794896343
C10A A08 Pitavastatin,7223.219999999999,6477.25,7575.89,6646.51,10389.15,1.2240150795671858e-05,0.5630985284006191
C10A B05 Fenofibrate,25712.39,31303.9,44506.59,36337.24999999999,47895.33,5.642868392587134e-05,0.3180780053526344
C10A C01 Colestyramine,1502.6,1491.1800000000003,1543.9099999999999,1344.4500000000003,2402.56,2.8306162386383273e-06,0.7870207147904345
"C10A X06 Omega-3-triglycerides, incl. other esters and acids",294314.68000000005,337955.14,305502.01,175434.03999999998,175592.13999999998,0.00020687681592187275,0.0009011934057951976
C10A X09 Ezetimibe,0.0,0.0,4203.88,11144.61,49464.810000000005,5.8277793032082254e-05,3.438451412835443
C10A X16 Inclisiran,0.0,0.0,0.0,0.0,31.88,3.755995508448899e-08,
C10A X19** Various **,83988.60999999999,59216.0,51287.20999999999,52081.05,51153.9,6.026782265986329e-05,-0.017802060442329792
C10B A06 Rosuvastatin and ezetimibe,1872.01,21434.9,54046.32,65969.25,67274.98000000001,7.926114263205445e-05,0.019793009621907443
C10B X03 Atorvastatin and amlodipine,1660.5900000000001,1398.8400000000001,1629.3699999999997,1014.5899999999999,935.6500000000001,1.1023516930615473e-06,-0.07780482756581464
C10B X05 Rosuvastatin and acetylsalisylic acid,0.0,0.0,180.26000000000002,29339.33,55833.78,6.578150153692722e-05,0.9030352772200319
"C10B X06 Atorvastatin, acetylsalicylic acid and ramipril",52565.28999999999,51608.42999999999,63204.170000000006,58639.119999999995,63299.93,7.45778710053732e-05,0.07948294585594073
C10B X10 Rosuvastatin and valsartan,26132.059999999998,49178.5,66611.61,66104.62,77830.59,9.169741106020321e-05,0.17738502997218664
"C10B X13 Rosuvastatin, perindopril and indapamide",0.0,0.0,12673.59,34145.93,60065.579999999994,7.07672674693783e-05,0.7590846112552798
D01A A01 Nystatin,104960.48,88677.28000000001,90540.20999999999,71755.79000000001,77458.96999999999,9.12595807431236e-05,0.07948041544800755
D01A A02 Natamycin,50706.810000000005,52168.01,53306.57,48775.02,43406.32,5.113988173095848e-05,-0.11007068782339802
D01A C01 Clotrimazole,1520846.13,1419173.0699999998,1439125.31,1266768.71,1396568.2,0.0016453901776795998,0.10246502694244786
D01A C02 Miconazole,219219.77999999997,182719.0,151362.36,96871.72,115158.07999999999,0.00013567541757892064,0.18876881715324134
D01A C03 Econazole,29288.909999999996,19973.989999999998,15190.850000000002,2842.8900000000003,4.67,5.502038589854567e-09,-0.9983573054180781
D01A C05 Isoconazole,1.43,0.0,0.0,0.0,0.0,0.0,
D01A C07 Tioconazole,0.0,0.0,0.0,0.0,20876.87,2.459643348509146e-05,
D01A C08 Ketoconazole,683886.24,648521.66,655727.54,666050.75,641816.1699999999,0.0007561664528763723,-0.03638548564054622
D01A C10 Bifonazole,47104.67,35421.17,33304.34,27276.82,31115.27,3.6658975647482685e-05,0.14072204897785
D01A C12 Fenticonazole,7747.33,7444.74,8373.819999999998,6213.58,8728.83,1.0284017024471144e-05,0.4047988438227237
D01A C14 Sertaconazole,120628.93,112329.25,115888.49999999999,102080.93,120550.85,0.00014202899973014336,0.18093408827682134
D01A C15 Fluconazole,57885.350000000006,47960.12,48373.119999999995,42526.560000000005,45444.99,5.354177488127514e-05,0.06862605392959109
D01A C20 Imidazoles/triazoles in combination with corticosteroids,5161.51,3753.3199999999997,3683.15,348.81000000000006,4070.5899999999997,4.795833675262548e-06,10.669934921590547
"D01A C51** Clotrimazole, combinations",2026.2200000000003,1102.05,605.54,572.9599999999999,965.88,1.1379676730554024e-06,0.6857721306897517
"D01A C60 Bifonazole, combinations",31893.09,11722.84,8935.41,9005.070000000002,20097.18,2.3677828673930067e-05,1.2317627736375174
D01A E04 Undecylenic acid,28263.960000000003,13937.92,668.5299999999999,25.880000000000003,0.0,0.0,-1.0
D01A E12 Salicylic acid,3054782.77,3203211.27,2521247.11,1879584.5899999999,1770723.12,0.002086207053145114,-0.05791783491904445
D01A E14 Ciclopirox,0.0,0.0,1251.52,6094.92,14132.5,1.6650441192959246e-05,1.3187342901957697
D01A E15 Terbinafine,903932.0700000001,737120.6399999999,697825.05,570416.2,629505.58,0.0007416625254151566,0.10358994011740896
D01A E16 Amorolfine,230715.53999999998,195328.65,185820.44,154275.85,166084.68,0.0001956754429429651,0.07654360679263794
D01A E20 Combinations,94698.32,86166.35999999999,95063.10999999999,88234.06,48525.329999999994,5.717092896047698e-05,-0.4500385678727694
D01A E22 Naftifine,1478787.95,1182903.58,1296900.19,897512.7999999999,989277.0800000001,0.0011655333340939282,0.10224286494855583
D01A E50** Other preparations,0.0,178.14,355.68,33.63999999999999,0.0,0.0,-1.0
"D01A E54 Undecylenic acid, combinations",374.91,0.0,0.0,0.0,0.0,0.0,
D01B A01 Griseofulvin,32833.74999999999,28097.039999999997,27065.74,21993.18,24387.5,2.8732540922928965e-05,0.10886647588025022
D01B A02 Terbinafine,211769.5,205062.28999999998,226495.70999999996,234270.97,304699.39,0.00035898668138868245,0.30062802915785936
D02A B01** Zinc oxide,594671.14,517308.86,557868.97,463350.49,477372.85,0.0005624248056635665,0.030262965730326385
"D02A B51** Zinc oxide, combinations",488366.74000000005,513028.52,596231.99,491577.8400000001,536648.98,0.0006322619694145807,0.09168667977384803
D02A C Soft paraffin and fat products,993829.25,933841.96,863814.64,688311.32,732562.62,0.0008630809003693721,0.06428965892933447
D02A E01 Carbamide,152845.51,137206.65,158719.83,139691.75,167125.15999999997,0.00019690130185345155,0.1963853269788658
D02A F Salicylic acid preparations,615287.62,571893.8500000001,561579.6900000001,494482.02999999997,533188.26,0.0006281846642778181,0.07827631269027124
D02A X Other emollientsand protectives,2373623.72,2733532.1799999997,1796801.91,1295943.73,1166307.07,0.0013741041770364481,-0.10003263027477272
D03A X03 Dexpanthenol,1358797.07,1122032.87,1180361.1400000001,838911.55,879869.34,0.0010366327757408713,0.048822536773990066
D03A X18** Calendula preparations,3338379.5100000002,3314011.94,2547068.34,2016750.1400000001,1875376.24,0.002209505876440334,-0.07009985877576297
D03A X19** Comfrey preparations,182251.71000000002,92661.19,50194.86,16887.629999999997,9545.84,1.1246591017682511e-05,-0.4347436555632731
D03A X21** Propolis,1016238.7300000001,1251871.23,1122659.85,803799.95,900631.82,0.0010610944387346793,0.12046762381609999
"D03A X50** Other preparations, incl. combinations",4006537.71,3771327.4899999998,4024692.6200000006,3242021.93,3042243.69,0.0035842702745442303,-0.061621495570821194
"D03A X53** Dexpantenol, combinations",756470.1800000002,635423.02,628960.76,482308.68000000005,484754.25,0.0005711213255023572,0.005070549424903481
D03B A01 Trypsin,6.54,0.0,0.0,0.0,0.0,0.0,
D03B A09** Chymotrypsin,10889.54,8245.91,9888.529999999999,6484.42,6831.7300000000005,8.048916936930867e-06,0.05356068854269158
D04A A13 Dimetindene,448128.04999999993,478136.65,586145.4,321571.36000000004,457480.80000000005,0.0005389886543292376,0.42264161833317493
D04A A32 Diphenhydramine,455943.28,278630.13999999996,403167.72,222383.78000000006,409516.6099999999,0.000482478841842917,0.8414859662876484
D04A B01 Lidocaine,50176.41,40451.76,45894.399999999994,38137.27,47472.899999999994,5.593099095766742e-05,0.24479020129128282
D04A X10** Various preparations,437762.98000000004,452601.72000000003,487095.82999999996,341668.66000000003,334295.94,0.0003938563516727424,-0.02157856679041037
D05A X03 Calcitriol,58.980000000000004,0.0,16.87,695.8,7759.38,9.141843296219643e-06,10.15173900546134
D05A X10** Others,9697.8,7549.7699999999995,9141.900000000001,3457.4499999999994,7358.249999999999,8.669245279185732e-06,1.1282303431719911
"D05A X52 Calcipotriol, combinations",0.0,0.0,4560.66,3475.71,21579.399999999998,2.5424130952014483e-05,5.208630754579639
D05A X55 Tazarotene and ulobetasol,0.0,0.0,0.0,0.0,873.06,1.028610237956837e-06,
D05B X10** Other preparations,4287.170000000001,4099.360000000001,4884.91,3198.8399999999997,3878.87,4.569955551398113e-06,0.21258643758362417
D06A A04 Tetracycline,109565.06,1937.5900000000001,261.32,0.0,0.0,0.0,
D06A X Other antibiotics for topical use,0.0,641.8500000000001,9130.97,18020.21,19642.960000000003,2.3142681785646615e-05,0.09005166976411516
D06A X01 Fusidic acid,61706.229999999996,51160.69,23815.37,8072.259999999999,12648.05,1.4901511603085666e-05,0.5668536444564471
D06A X02 Chloramphenicol,1165799.6900000002,1033443.6900000001,897073.88,729383.22,676532.02,0.0007970675120583002,-0.07246012596780049
D06A X07 Gentamicin,22088.58,4128.969999999999,44.72,0.0,0.0,0.0,
D06A X08 Tyrothricin,99676.84,89892.32,125864.45000000001,95818.78,81375.25,9.587361151157664e-05,-0.15073798685393403
D06A X09 Mupirocin,20551.79,66682.38,103680.05,88243.03000000001,134939.72,0.00015898148752551823,0.5291827581169866
"D06A X54** Neomycin, combinations",331861.5,383151.56,384137.5,208388.65,253213.24999999997,0.00029832742461723594,0.21510096639140364
D06B A01 Silver sulfadiazine,38370.81,39364.21,32775.380000000005,17260.339999999997,13911.77,1.6390384452501302e-05,-0.19400371023977492
D06B A02 Sulfathiazole,124174.37999999998,100087.95999999999,131633.37,119398.48,131593.47,0.00015503904713337673,0.10213689487504363
D06B A05 Sulfanilamidum,664176.03,608772.76,616869.46,499763.13999999996,523203.31,0.0006164207284710154,0.04690255868009796
D06B B03 Aciclovir,2047017.6700000002,1753690.29,1728628.06,1395733.48,1392859.5,0.0016410207107592158,-0.002059118048812536
D06B B06 Penciclovir,60075.630000000005,94355.12999999999,134175.48,118461.91000000002,154639.05,0.0001821905825692612,0.3053904837428332
D06B B10 Imiquimod,6584.29,7915.929999999999,10958.75,8096.43,9118.03,1.0742559512516411e-05,0.12617906904648102
D06B B11 Docosanol,14768.5,9041.630000000001,265.53000000000003,0.0,0.0,0.0,
D06B B16** Denotivir,16102.51,8011.469999999999,12827.090000000002,1083.55,0.0,0.0,-1.0
"D06B B53 Aciclovir, combinations",27104.940000000002,26383.85,25878.429999999997,30186.48,4557.74,5.36977759368817e-06,-0.8490138631599312
D06B X01 Metronidazole,158526.98,156205.63,165830.69,151769.18,171553.11,0.00020211816518834376,0.13035538572455874
D06B X50** Combinations,550852.2999999999,523632.93,589436.2499999999,476014.55999999994,500172.2600000001,0.0005892863117975958,0.05074991823779551
"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",606569.28,550123.22,593249.47,507913.87,578767.38,0.0006818844666614609,0.13949906506786292
D07A A02 Hydrocortisone,469931.20000000007,364750.39999999997,401168.98999999993,11975.739999999998,132636.82,0.0001562682873823542,10.07545922005655
D07A A03 Prednisolone,152132.77,132149.99,119324.00000000001,100443.22000000002,96177.16999999998,0.00011331274107130683,-0.04247225447372194
D07A B02 Hydrocortisone butyrate,83694.89000000001,122129.65999999999,144489.5,184258.61000000002,233289.02000000002,0.00027485335987780603,0.26609562505654427
D07A B09 Triamcinolone,125092.48999999999,115328.45000000001,107143.30000000002,95557.86000000002,88854.02000000002,0.00010468484944404917,-0.0701547732441894
D07A B10 Alclometasone,12352.689999999999,11064.670000000002,10284.560000000001,8108.26,11281.109999999999,1.3291028384666864e-05,0.39131083611033657
D07A C01 Betamethasone,436786.84,376241.79,396783.06,287222.14,257568.58999999997,0.00030345874126647306,-0.1032425634040609
D07A C04 Fluocinolone acetonide,1352552.79,1201720.0999999999,1141832.4,931875.9700000001,931899.2000000001,0.001097932625322184,2.492821013500013e-05
D07A C13 Mometasone,369075.97,403243.11,461997.17,397211.31,465210.26,0.000548095246877147,0.17119087067284156
D07A C14 Methylprednisolone aceponate,67925.59,40908.99,44268.58,46681.0,44381.83,5.228919514954286e-05,-0.04925280092543005
D07A C17 Fluticasone,134865.43,132748.84000000003,146712.41,133516.28999999998,111462.91,0.0001313218912542798,-0.16517370277439536
D07A C18 Prednicarbate,19195.42,16549.58,17133.42,12392.300000000001,17749.95,2.0912400399997662e-05,0.43233701572750816
D07A C21 Ulobetasol,0.0,0.0,0.0,0.0,203.66,2.3994543452029574e-07,
D07A D01 Clobetasol,452519.37,453430.03,474923.45,456696.74,552581.95,0.0006510336644447723,0.2099537868389425
D07B B01 Flumetasone and antiseptics,133698.2,122567.32999999999,122540.57999999999,102020.34999999999,105233.85999999999,0.00012398303183712054,0.031498715697407365
D07B B03 Triamcinolone and antiseptics,380161.7100000001,330105.74999999994,338773.61,297078.87000000005,322384.32000000007,0.00037982247738844197,0.08518091508830627
D07B C01 Betamethasone and antiseptics,127341.60999999999,148109.33000000002,157137.06,223275.85,308604.33999999997,0.00036358736352817974,0.3821662306962439
D07C A01 Hydrocortisone and antibiotics,388544.07999999996,349798.81,329790.10000000003,269231.11,279276.85,0.00032903469078223243,0.03731270134420939
D07C B01 Triamcinolone and antibiotics,1.74,0.0,0.0,0.0,0.0,0.0,
D07C C01 Betamethasone and antibiotics,1059563.11,1057205.69,1163188.98,1072196.23,1285264.08,0.0015142553675190425,0.19872094681772956
D07C C02 Fluocinolone acetonide and antibiotics,11251.45,11567.69,9902.35,7528.83,6759.48,7.963794391295535e-06,-0.10218719243229035
D07C C04 Beclometasone and antibiotics,25322.57,47231.92,65789.19,53773.770000000004,32505.980000000003,3.829746388887383e-05,-0.3955049088059104
D07C C05 Fluocinonide and antibiotics,677582.3499999999,602666.44,626891.9299999999,505113.55000000005,554659.01,0.0006534807874155311,0.09808776660218266
D07X A02 Prednisolone,47677.02,41666.73,39593.1,34700.159999999996,23204.830000000005,2.7339158486298714e-05,-0.33127599411645337
D07X C01 Betamethasone,470592.98,438017.8,476474.3900000001,464425.76,517227.21,0.000609379886326084,0.11369190632319803
D07X C03 Mometasone,61837.95,59165.75,63686.91,52138.97,66410.06,7.824212267121139e-05,0.2737125416938615
D08A C02 Chlorhexidine,4206256.7,4401214.010000001,3410585.17,3262526.37,3229483.06,0.003804869469250881,-0.010128135761244494
"D08A C52 Chlorhexidine, combinations",580959.0,529466.02,617364.1100000001,490173.66000000003,558048.0000000001,0.0006574735826533538,0.13846998633096708
D08A D Boric acid products,4040680.66,2891781.3299999996,2064290.68,1922952.5599999998,1871579.6600000001,0.0022050328722284566,-0.026715635668099758
D08A F01 Nitrofural,1776910.89,1675668.23,1283728.5199999998,1145851.5799999998,1289173.3900000001,0.001518861186465446,0.12507886056237782
D08A G02 Povidone-iodine,839694.7899999999,905821.59,1101126.3,939854.12,1111891.53,0.0013099935986707575,0.18304692860206861
D08A G03 Iodine,5736627.14,5329735.1,4508112.05,6099935.17,4059029.94,0.004782213997270893,-0.33457818372190995
D08A J10 Decamethoxine,1315030.42,1248138.33,1039380.95,571248.74,595060.69,0.0007010807022881125,0.04168403067287274
D08A J21** Other preparations,1004732.25,893753.7000000001,916070.22,724105.82,915806.02,0.0010789721762015255,0.26474058722522087
"D08A J57 Octenidine, combinations",38809.65,19739.49,34961.33,23395.929999999997,26436.63,3.1146757697153524e-05,0.12996704982447826
