INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
TETRACYCLINUM+TRIAMCINOLONUM,0.9833333333333333,0.029,7.681145747868606,60.0,0.0,0,59,0,0.18100046365462918,0.04331604222080354,,Potential discontinued
TETRYZOLINUM,0.0,79062.02883333334,0.20626651267800208,1.0,0.0425458742523444,0,0,0,0.46511662264515197,0.6504181114617382,0.4347391262390465,Stable
THALIDOMIDUM,0.03333333333333333,1.8701666666666668,1.510363060014908,1.0344827586206897,2.171823353955677,0,0,2,0.12066844455412995,0.018568764469087506,-0.06130696373299394,Lumpy / volatile
THIAMAZOLUM,0.0,16664.23616666667,0.14538279580981572,1.0,0.021136157317478567,0,0,0,0.3186757860209073,0.04196870856244583,0.08461873889885653,Stable
THIAMINUM,0.0,21468.270166666665,0.2677703559371822,1.0,0.07170096351872525,0,0,0,0.2129817465884587,0.7464781386869883,0.5184519867139646,Stable
THIAMPHENICOLI GLYCINATIS ACETHYLCYSTEINATUM*,0.06666666666666667,108.61899999999997,0.9087172313974119,1.0714285714285714,0.704049206196006,3,0,1,0.22071685393728302,0.015511575030843217,-0.10645367272042928,Stable
THIOCOLCHICOSIDUM,0.0,58602.96800000001,0.29753080222954853,1.0,0.08852457827535873,0,0,0,0.13284244716361227,0.6387306427346332,0.3315046907959931,Stable
THIOPENTALUM NATRIСUM,0.0,1223.546,0.9488099433313193,1.0,0.9002403085643814,0,0,0,0.19307270010002675,0.10476880172213687,0.2639820788289583,Stable
THIORIDAZINUM,0.0,3337.996833333333,0.11269760332344902,1.0,0.012700749794849468,0,0,0,0.5791414657871181,0.009690770731810905,0.3613661390572836,Seasonal
THYMUS SERPYLLUM*&,0.0,18865.331166666663,0.45658074327758313,1.0,0.20846597513191029,0,0,0,0.6920210492496308,0.47275483376640004,0.6094870499372576,Seasonal
THYROTROPINUM ALFA,0.9833333333333333,0.0005,7.68114574786861,60.0,0.0,3,56,0,0.1882270039522459,0.04331604222080354,,Potential discontinued
TIAPRIDUM,0.016666666666666666,432.0521666666666,0.4094751917215226,1.0169491525423728,0.1482087670914547,0,0,1,0.18724415149697105,0.0002325104041687176,0.2098323152359862,Stable
TIBOLONUM,0.16666666666666666,332.28933333333333,0.7834468472851569,1.2,0.3448241354342099,10,0,0,0.014946046340004848,0.6833242568426469,0.6092179303393673,Stable
TICAGRELORUM,0.0,7731.051499999999,0.2609331898681376,1.0,0.06808612957476155,0,0,0,0.24015936961046225,0.824317363999993,0.615104600693629,Stable
TICLOPIDINUM,0.0,67.358,0.4723770766851867,1.0,0.22314010257764277,0,0,0,0.195814582154747,0.11362922532756126,-0.43640618671537484,Stable
TIGECYCLINE,0.0,85.933,0.5778659801920599,1.0,0.33392909106333024,0,0,0,0.13844244294068053,0.04595841085471719,-0.1923131526274291,Stable
TILIA CORDATA/PLATYPHYLLUS SCOP.*&,0.0,8308.669833333335,0.5890002477735201,1.0,0.3469212918772682,0,0,0,0.7132722353262386,0.6816754012454332,0.7059731235962247,Seasonal
TILIQUINOLUM+TILBROQUINOLUM,0.6333333333333333,54.73583333333333,2.539560422579695,2.727272727272727,1.7314346179754923,0,36,2,0.011981019842909224,0.6335123058520327,0.7392349192677297,Potential discontinued
TILORONUM,0.0,175773.1293333333,0.6307849314190871,1.0,0.39788962970538244,0,0,0,0.7594066745417822,0.01192255342354076,0.4918611864878865,Seasonal
TIMOLOLUM,0.0,62422.34116666668,0.18339236923084837,1.0,0.033632761092103815,0,0,0,0.3871703496688863,0.8334997210498631,0.6445597769015083,Stable
TIMOLOLUM+TRAVOPROSTUM,0.0,1150.670333333333,0.19283346376311797,1.0,0.03718474474688174,0,0,0,0.23252945587225038,0.03124645013302918,-0.21409071375567176,Stable
TINIDAZOLUM,0.0,3295.885166666667,1.0353058163032318,1.0,1.0718581332713009,0,0,0,0.061498951336311336,0.3280185222517018,0.3420322779013142,Lumpy / volatile
TINIDAZOLUM+TIOCONAZOLUM,0.05,744.1049999999999,0.6916554655652978,1.0526315789473684,0.40446791889403144,0,0,3,0.12414949364622929,0.27390165205369565,0.02479712789922112,Stable
TIOCONAZOLUM,0.8,347.94783333333334,2.503495280692676,5.0,0.4534977240900996,48,0,0,0.03681116497505177,0.4941675860227993,,Launch / lifecycle
TIOGUANINUM,0.6833333333333333,0.10033333333333334,1.9831939224433353,3.1578947368421053,0.5621350757717904,0,4,37,0.14998620559102238,0.0025285862358618294,-0.09187016940772882,Lumpy / volatile
TIOTROPIUM BROMIDE,0.0,4067.4716666666664,0.8491054108487432,1.0,0.720979998732613,0,0,0,0.08370487228438672,0.3574129946234773,-0.00198425667652401,Stable
TIPIRACILUM+TRIFLURIDINUM,0.08333333333333333,6.997,1.7628060350364643,1.0909090909090908,2.7651946907308984,2,0,3,0.06356544753037163,0.4093347966722899,-0.20207032775804945,Lumpy / volatile
TIZANIDINUM,0.0,26777.463666666667,0.10218379072006531,1.0,0.010441527085922105,0,0,0,0.19538125169098686,0.04600974040893979,-0.3680524049955696,Stable
TOBRAMYCINUM,0.0,39266.59083333333,0.2659602237761765,1.0,0.07073484063107387,0,0,0,0.1540436334751889,0.07540257451443466,-0.4531133853969542,Stable
TOCILIZUMAB,0.0,366.28533333333337,2.271036331145623,1.0,5.1576060173833715,0,0,0,0.09583072424347583,0.0024159229958813366,-0.1749123697206551,Lumpy / volatile
TOCOPHEROLI ACETAS*,0.0,79828.87216666667,0.2795996823026575,1.0,0.07817598234374704,0,0,0,0.48305314647824715,0.7427628055190256,0.7365039576131577,Stable
TOFACITINIBUM,0.55,8.181666666666667,1.9936923781361944,2.2222222222222223,1.23866418438726,31,0,2,0.14218181594179768,0.6460157726107253,0.6856943562580272,Lumpy / volatile
TOLPERISONUM,0.0,31685.027333333335,0.3759306123973945,1.0,0.14132382533748009,0,0,0,0.13031967593472427,0.01485091036216002,-0.05043232331298679,Stable
TOLTERODINUM,0.06666666666666667,927.2141666666666,0.6416968960398065,1.0714285714285714,0.31765657929464736,0,4,0,0.09207039401338724,0.4335710456071976,0.6833330020950177,Stable
TOPIRAMATUM,0.0,7191.863666666667,0.14081463710191736,1.0,0.019828762022144678,0,0,0,0.3330310942780398,0.0224013373668277,-0.007420189899605991,Stable
TOPOTECAN,0.9166666666666666,0.0745,4.292954126198975,12.0,0.6191212608040678,0,50,5,0.14966859096142804,0.167615446040851,,Potential discontinued
TORASEMIDUM,0.0,99677.47949999999,0.11249557421371903,1.0,0.012655254217674368,0,0,0,0.20402086402753772,0.001135770078178333,-0.30239794461511893,Stable
TOREMIFENUM,0.0,3105.7325000000005,0.18391791366347648,1.0,0.033825798966325996,0,0,0,0.31214098729000606,0.2524581147869964,-0.058683727239928436,Stable
TRAMADOLUM,0.0,5455.827166666667,0.35676802467549945,1.0,0.12728342343085777,0,0,0,0.1717766414109203,0.7582440382976482,0.6905699606196026,Stable
TRAMAZOLINUM,0.0,28880.655500000004,0.32230437457257455,1.0,0.10388010986861844,0,0,0,0.6179612757602045,0.3945227368597146,0.5369060675960237,Seasonal
TRAMETINIBUM,0.9666666666666667,0.0175,7.318321059454258,30.0,0.8185941043083901,38,3,17,0.18716145384154625,0.04618455499937424,-0.022336267571236943,Lumpy / volatile
TRANDOLAPRILUM+VERAPAMILUM,0.9833333333333333,0.12483333333333334,7.681145747868609,60.0,0.0,10,49,0,0.20460299194476295,0.043316042220803985,,Potential discontinued
TRANEXAMIC ACID,0.0,26144.32016666666,0.17056714675114648,1.0,0.029093151550827142,0,0,0,0.2297328549671831,0.3566892814916812,0.033252390391937114,Stable
TRASTUZUMABUM,0.016666666666666666,214.25933333333336,0.7155092208091606,1.0169491525423728,0.48675422097855003,0,1,0,0.04218645523359155,0.6267603076834789,0.5281517355865863,Stable
TRASTUZUMABUM EMTANSINUM,0.06666666666666667,11.775833333333333,1.2787011443000307,1.0714285714285714,1.4594048420052603,0,4,0,0.13592583401717973,0.12429946003651682,-0.15846022790405256,Lumpy / volatile
TRAVOPROSTUM,0.0,13783.019166666665,0.1199898054038462,1.0,0.014397553400852877,0,0,0,0.31408129252008743,0.16538417313728837,0.08405542334543309,Stable
TRAZODONUM,0.0,8239.096166666666,0.31267297831493385,1.0,0.0977643913683311,0,0,0,0.3516808523280236,0.767645921805664,0.562548663399491,Stable
TRETINOINUM,0.6,400.00916666666666,1.4527189370711757,2.5,0.24415692405008266,36,0,0,0.06323016504808598,0.754401280143831,0.4923141214448817,Intermittent
TRIAMCINOLONUM,0.0,12144.645166666667,0.14469156370581232,1.0,0.020935648607633143,0,0,0,0.439959497639109,0.8174061731802482,0.7040573488151821,Stable
TRIBULUS TERRESTRIS*&,0.0,1358.9608333333333,0.21883618793736898,1.0,0.047889277150959475,0,0,0,0.23712989207439195,0.3109731258280477,0.20673963463057984,Stable
TRIDECANAMINI UNDECYLENAS*,0.36666666666666664,714.9381666666667,1.4179580625854427,1.5789473684210527,0.9067165425923396,0,19,3,0.03149782354233921,0.89394429024761,0.722175264379024,Potential discontinued
TRIFLUOPERAZINUM,0.0,7026.2683333333325,0.26750342272074606,1.0,0.07155808116731417,0,0,0,0.42314785124737964,0.9196900968048944,0.8569022740837494,Stable
TRIFLUSALUM,0.0,868.3494999999999,0.2981088972056292,1.0,0.08886891459315642,0,0,0,0.15662829765067976,0.20328631632609362,0.016482510083552716,Stable
TRIHEXYPHENIDYLUM,0.0,14435.009499999998,0.19813459769211808,1.0,0.03925731880261749,0,0,0,0.39974842110324915,0.7777692975357093,0.6565376098289227,Stable
TRIMEBUTINUM,0.0,19354.425833333335,0.24734717062705844,1.0,0.06118062281721117,0,0,0,0.6187459988651431,0.7119312103667679,0.5996420531433757,Seasonal
TRIMEPERIDINUM,0.08333333333333333,11.1515,1.4171617675416956,1.0909090909090908,1.7576518524334108,0,1,4,0.14281128700297774,0.10156376517572752,0.2871082515940203,Lumpy / volatile
TRIMETAZIDINUM,0.0,125574.791,0.18930948832956926,1.0,0.035838082371603325,0,0,0,0.6270351744794932,0.522951892854948,0.5103627815767987,Seasonal
TRIPTORELINUM,0.0,1476.6646666666668,0.186259131178965,1.0,0.034692463947542884,0,0,0,0.4596044275196195,0.00028376356384995916,0.18778214841733865,Stable
TROPICAMIDUM,0.0,50.597166666666666,1.0258618340522454,1.0,1.052392502565037,0,0,0,0.12998657485679033,0.01332568677842294,-0.16499829267440871,Lumpy / volatile
TROPISETRONUM,0.2,95.73550000000002,1.0311206905173023,1.25,0.6505679027303031,0,0,12,0.0969596343861363,0.06591834278911524,0.16315520144726228,Lumpy / volatile
TROSPII CHLORIDUM,0.45,43.51499999999999,1.6996687054981252,1.8181818181818181,1.138880539647319,0,10,17,0.04249253760649241,0.7059822575882267,0.307708240320311,Potential discontinued
TROXERUTINUM,0.0,137255.987,0.29770755938602644,1.0,0.08862979091558446,0,0,0,0.7093854516684244,0.8313659509304896,0.6757924497818487,Seasonal
TRYPSINUM*,0.9833333333333333,0.109,7.6811457478686105,60.0,0.0,3,56,0,0.188227003952245,0.04331604222080376,,Potential discontinued
TUSSILAGO FARFARA*&,0.0,5394.6405,0.5307575103023904,1.0,0.281703534742392,0,0,0,0.7126512242178211,0.592443858962932,0.6415204085982654,Seasonal
TUSSILAGO FARFARA*&+PLANTAGO MAJOR/PSYLLUM/LANCEOLATA*&+GLYCYRRHIZA GLABRA/URALENSIS*&,0.0,26128.657166666668,0.5867265042113556,1.0,0.34424799074407786,0,0,0,0.7714604968201445,0.4816781950223158,0.6786430172139476,Seasonal
TYROTHRICINUM,0.0,8210.460666666668,0.25743164843454835,1.0,0.06627105361572892,0,0,0,0.16705478498582393,0.05909445980131767,-0.2431849342392528,Stable
UDENAFILUM,0.0,1014.6619999999999,0.3034428714756472,1.0,0.09207757624938612,0,0,0,0.3224022637044244,0.5285571432593386,0.214392061239844,Stable
ULINASTATINUM,0.03333333333333333,631.7615000000001,1.2332461271925352,1.0344827586206897,1.4368661432275405,0,1,1,0.15924882919707684,0.059056507642241796,-0.19409988920119828,Lumpy / volatile
ULIPRISTAL,0.4166666666666667,82.20566666666667,1.4562687309487297,1.7142857142857142,0.8204191930977636,0,6,19,0.05077797921259364,0.2610611794742983,0.2963215544189077,Potential discontinued
ULOBETASOLUM,0.95,3.3943333333333334,5.568713237761653,20.0,0.600528356221093,57,0,0,0.14796148765771955,0.11597245150025404,,Launch / lifecycle
UMIFENOVIRUM,0.0,27343.255499999992,1.1664924710423645,1.0,1.3607046849985216,0,0,0,0.32398879434892514,0.004747003588661758,0.17664233511774746,Lumpy / volatile
UNKNOWN_SKU_-144109,0.5333333333333333,948.8133333333334,2.3051313436340446,2.142857142857143,1.9463609053219109,32,0,0,0.03383472350582162,0.8069311950794273,0.1887458140459807,Lumpy / volatile
UNKNOWN_SKU_-173007,0.6,105.60266666666666,2.015351932636642,2.5,1.0246573649528992,36,0,0,0.12259544832546343,0.7534562101907296,0.8353383780819661,Lumpy / volatile
UNKNOWN_SKU_-414261,0.8333333333333334,32.96533333333334,3.155697486181772,6.0,0.8264044373823263,50,0,0,0.08283138789568234,0.37346761198987677,,Launch / lifecycle
UNKNOWN_SKU_-484753,0.9166666666666666,86.25766666666667,3.453443486280102,12.0,0.07718932607753864,55,0,0,0.10504179166584049,0.21461545383196912,,Launch / lifecycle
UNKNOWN_SKU_-876242,0.7833333333333333,56.264,2.599868432810125,4.615384615384615,0.6811851047165582,47,0,0,0.01682354326947555,0.5227818331473679,0.52805771752661,Lumpy / volatile
UNKNOWN_SKU_100008,0.0,301.0513333333333,0.2980646404395852,1.0,0.0888425298803792,0,0,0,0.19374149422875642,0.18312518147001178,0.19362333711017332,Stable
UNKNOWN_SKU_10006,0.9166666666666666,0.3408333333333333,4.175997749490172,12.0,0.5365797669789157,1,48,6,0.19039511573659507,0.19368861901782997,,Potential discontinued
UNKNOWN_SKU_100110,0.9666666666666667,0.006166666666666667,5.718691560391471,30.0,0.12344777209642076,53,5,0,0.18970357749834843,0.07818385340059797,,Launch / lifecycle
UNKNOWN_SKU_10183,0.0,18485.543833333337,0.15205635070428158,1.0,0.023121133789503475,0,0,0,0.1298473257140007,0.08704662561834331,-0.06358732261848218,Stable
UNKNOWN_SKU_10184,0.0,10115.42,0.22006762929741577,1.0,0.04842976146458482,0,0,0,0.2971356289952102,0.3332364980264223,0.16139804394827004,Stable
UNKNOWN_SKU_102781,0.16666666666666666,276.556,0.77194121116357,1.2,0.329911027910566,0,0,10,0.09429750318840391,0.07327631172804239,-0.1994898755615456,Stable
UNKNOWN_SKU_102783,0.8,1.318,2.8115160375789525,5.0,0.7809244859127311,6,1,41,0.11811649214937314,0.25605568384056643,-0.09599338967380626,Lumpy / volatile
UNKNOWN_SKU_103259,0.4166666666666667,2052.529833333333,0.9472712478706564,1.7142857142857142,0.10677164327475108,0,25,0,0.0830944232286499,0.7783883966596872,0.6300403204257777,Potential discontinued
UNKNOWN_SKU_103260,0.7333333333333333,34.02433333333333,2.819530763084814,3.75,1.3866009930617678,0,18,26,0.014382831428581766,0.4819845257839216,0.5551048897370447,Potential discontinued
UNKNOWN_SKU_103964,0.0,11852.817666666668,0.26382460113315603,1.0,0.06960342016306886,0,0,0,0.7775858213866236,0.643354338412934,0.8308996912521722,Seasonal
UNKNOWN_SKU_103967,0.0,2171.106,0.30164828161213597,1.0,0.0909916857995545,0,0,0,0.12648618707799786,0.03812964573552391,-0.16980470805549042,Stable
UNKNOWN_SKU_104008,0.11666666666666667,60.83283333333334,0.9646730854466931,1.1320754716981132,0.7053581762436308,0,6,1,0.2406721457601383,0.6417577288884289,0.517840291615408,Potential discontinued
UNKNOWN_SKU_104320,0.0,1246.6539999999998,0.33967951345127856,1.0,0.11538217185849735,0,0,0,0.20487433223790363,0.17580543419636008,0.07537426363067526,Stable
UNKNOWN_SKU_105760,0.8333333333333334,91.06616666666666,3.1659664610248615,6.0,0.837223938722382,0,50,0,0.02419574640020905,0.4019902639850519,,Potential discontinued
UNKNOWN_SKU_10596,0.0,987.6981666666668,0.5160458908990526,1.0,0.26630336151379697,0,0,0,0.10009507153141162,0.06091114063101111,-0.4237011161706235,Stable
UNKNOWN_SKU_106097,0.0,7810.803833333333,0.42012931738798087,1.0,0.17650864332889077,0,0,0,0.4841978527141073,0.8793296558259931,0.8387680724863479,Stable
UNKNOWN_SKU_10705,0.016666666666666666,26.39,0.6657651029862195,1.0169491525423728,0.4191891194816806,0,0,1,0.24298887638853517,0.5838739564775005,0.4742692483634014,Stable
UNKNOWN_SKU_10759,0.0,3973.5853333333334,0.49568792669619904,1.0,0.2457065206723764,0,0,0,0.5885436712536903,0.4470659319093928,0.49048901420924235,Seasonal
UNKNOWN_SKU_10760,0.0,17311.032833333335,0.2024478250726976,1.0,0.040985121876665566,0,0,0,0.21637631337343644,0.32612179703668476,0.06958948620636077,Stable
UNKNOWN_SKU_108540,0.0,8482.5535,0.3980194756552773,1.0,0.15841950300090188,0,0,0,0.40390470339168894,0.04645583238285789,-0.004539900844811349,Stable
UNKNOWN_SKU_109746,0.6166666666666667,66.8495,1.676059888078288,2.608695652173913,0.4601844202295846,0,37,0,0.027330424350679672,0.7666480800794027,0.7638719357834286,Potential discontinued
UNKNOWN_SKU_110103,0.6666666666666666,1259.8306666666665,1.9060702349851715,3.0,0.5443679135654749,0,40,0,0.005094586436008464,0.6740929159135465,0.4998791844406779,Potential discontinued
UNKNOWN_SKU_110698,0.5666666666666667,9.399666666666667,1.785564672845766,2.3076923076923075,0.8149045203964159,0,31,3,0.1117839227908094,0.7345562936112242,0.21007133796942226,Potential discontinued
UNKNOWN_SKU_110699,0.0,457.5696666666667,0.34077043893025977,1.0,0.1161244920487219,0,0,0,0.6175707213754003,0.7245840956298449,0.7017053638603766,Seasonal
UNKNOWN_SKU_110933,0.05,434.83333333333337,0.6975514360395032,1.0526315789473684,0.41224910562473466,0,0,3,0.0972346158490156,0.14744022153766223,-0.4608295253788474,Stable
UNKNOWN_SKU_111081,0.55,13.054166666666667,1.623080005183992,2.2222222222222223,0.6354749164526302,0,32,1,0.062040650607538605,0.7801634538535819,0.6081254180870737,Potential discontinued
UNKNOWN_SKU_111082,0.5833333333333334,10.084666666666665,1.6609514909152852,2.4,0.5661499396557117,0,32,3,0.060435271972192894,0.7111548647652404,0.3209944744261489,Potential discontinued
UNKNOWN_SKU_111239,0.8333333333333334,0.21433333333333332,3.3595706462813086,6.0,1.0477858212258342,16,32,2,0.08922029925557917,0.02411510127453309,-0.11325833893759607,Potential discontinued
UNKNOWN_SKU_11147,0.0,32050.504333333334,0.21176695019600894,1.0,0.04484524119531893,0,0,0,0.27329473887112865,0.015628522055603167,-0.1772350374190129,Stable
UNKNOWN_SKU_11149,0.0,29910.122000000007,0.26955697035169035,1.0,0.07266096026518208,0,0,0,0.4387517496079161,0.6681111021139737,0.44888113976222843,Stable
UNKNOWN_SKU_11150,0.0,2690.943166666666,0.5561388588014821,1.0,0.3092904302690148,0,0,0,0.5759453032175985,0.36602125491775583,0.45514545504374926,Seasonal
UNKNOWN_SKU_111504,0.0,1307.3726666666664,1.0445798021021848,1.0,1.0911469629598394,0,0,0,0.1821794684135566,0.9198850945180609,0.8173412628903219,Lumpy / volatile
UNKNOWN_SKU_11151,0.0,351.889,0.3166816454420647,1.0,0.10028726455989355,0,0,0,0.22598262503197541,0.37778775583672175,0.08719278494057409,Stable
UNKNOWN_SKU_111615,0.75,0.10733333333333332,3.837855981706701,4.0,2.9322846340804762,0,0,45,0.11544983828298927,0.16539838323786604,-0.07342099093445746,Lumpy / volatile
UNKNOWN_SKU_111763,0.9833333333333333,0.015333333333333334,7.681145747868607,60.0,0.0,0,59,0,0.1810004636546303,0.043316042220807205,,Potential discontinued
UNKNOWN_SKU_111830,0.0,4637.377166666667,0.5874669266580387,1.0,0.34511738991704155,0,0,0,0.8433926088100274,0.2729835967133426,0.6893823573214154,Seasonal
UNKNOWN_SKU_111831,0.0,43642.301166666664,0.41792660283684097,1.0,0.1746626453587426,0,0,0,0.708555552340278,0.04562150427059497,0.624968600405868,Seasonal
UNKNOWN_SKU_111832,0.4666666666666667,84.861,1.577624276385685,1.875,0.8607457906354425,0,11,17,0.06375093715452662,0.8344584064117007,0.7106850627255688,Potential discontinued
UNKNOWN_SKU_112037,0.0,2646.6023333333333,0.3219844517342447,1.0,0.10367398715860217,0,0,0,0.7476665853062237,0.5287979182473981,0.6872984116710662,Seasonal
UNKNOWN_SKU_112053,0.65,49.86766666666667,2.144854458815949,2.857142857142857,0.96014022732593,0,39,0,0.07614783048716578,0.6632776477114418,0.29132373276064455,Potential discontinued
