INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
PROSTATILENUM*,0.0,16423.927666666666,0.23726117800518612,1.0,0.05629286658840862,0,0,0,0.7586112716360326,0.008236127535383275,0.6724006510023299,Seasonal
PROSTATILENUM*+TOCOPHEROLI ACETAS*+ZINCI SULFAS*,0.0,3740.3700000000003,0.2647929945473396,1.0,0.07011532996134744,0,0,0,0.5437868689944165,0.2750756086337549,0.6032255790401851,Seasonal
PROTAMINE SULPHATE,0.0,75.00716666666668,0.774863310134354,1.0,0.6004131493923682,0,0,0,0.2524357481917433,0.0016804553199453176,0.030401080394702466,Stable
PROXYMETACAINUM,0.26666666666666666,1082.7656666666667,0.8467041000620701,1.3636363636363635,0.2590657442454079,0,16,0,0.009928887591026836,0.7138189047949662,0.3735192706895356,Potential discontinued
PYRANTELUM,0.0,27959.722833333337,0.26198010122173004,1.0,0.06863357343614791,0,0,0,0.5238126738147337,0.8078736586695219,0.7965649552279395,Seasonal
PYRAZINAMIDUM,0.016666666666666666,171.80183333333335,0.5836821845522224,1.0169491525423728,0.3183401443542605,0,1,0,0.2110805381601325,0.5373899141512641,0.7040856561594078,Stable
PYRIDOSTIGMINI BROMIDUM,0.0,2458.474,0.18090530493812493,1.0,0.032726729354755964,0,0,0,0.3037802910497158,0.0025712964650198566,0.016777218538742224,Stable
PYRIDOXINUM,0.0,29444.2675,0.2744033212012089,1.0,0.07529718268625385,0,0,0,0.40536113740771096,0.8047279245567328,0.6773793285870249,Stable
PYRITHIONUM ZINCUM,0.0,2938.6174999999994,0.21671613731129905,1.0,0.046965884171129825,0,0,0,0.12793439405392015,0.129606467647293,0.1157501611956155,Stable
PYRITINOLUM,0.9166666666666666,2.5683333333333334,3.7936626606162704,12.0,0.28265636521284326,0,55,0,0.112352857111093,0.19649733265554992,,Potential discontinued
QUERCETIN*,0.0,54032.961,1.0144715920662661,1.0,1.0291526111094647,0,0,0,0.16233818405809286,0.008991740858629305,0.12692773291909226,Lumpy / volatile
QUERCUS ROBUR/PETRAE*&,0.0,30950.741833333333,0.34359463955987757,1.0,0.11805727633428219,0,0,0,0.6206921762337396,0.9465526097223165,0.902913678049114,Seasonal
QUETIAPINUM,0.0,35038.214666666674,0.30303927918402596,1.0,0.09183280472837403,0,0,0,0.3820629964250578,0.8863394891513898,0.6895936081101162,Stable
QUIFENADINUM,0.0,7219.583166666667,0.26310346661628303,1.0,0.06922343414550554,0,0,0,0.38470582035827194,0.7019440431590884,0.41846505423008856,Stable
QUINAGOLIDUM,0.95,0.09266666666666667,4.934100690053346,20.0,0.2672674809792453,3,52,2,0.1768405251319053,0.11208580862004713,,Potential discontinued
QUINAPRILUM,0.08333333333333333,303.81716666666665,0.6939518472929725,1.0909090909090908,0.3581050691645517,0,1,4,0.022605363212780172,0.6957561073663796,0.6634745871205638,Stable
RABEPRAZOLUM,0.0,36375.917,0.20385446777048866,1.0,0.04155664402998921,0,0,0,0.43740060739063136,0.04670819734679954,0.2453607201266824,Stable
RACECADOTRILUM,0.0,1443.3506666666665,0.40087234549282347,1.0,0.16069863738091758,0,0,0,0.21703563204442955,0.010829757665567374,-0.42573241030126746,Stable
RAMIPRILUM,0.0,109570.5215,0.14915050374225125,1.0,0.02224587276656731,0,0,0,0.5410961300665822,0.21201541101383692,0.32711690896296763,Seasonal
RANITIDINUM,0.0,618955.9236666668,0.18980088672357803,1.0,0.03602437660105651,0,0,0,0.48482111624372515,0.7703399350863784,0.6774801259290231,Stable
RANOLAZINE,0.0,1558.4238333333333,0.3670346624871728,1.0,0.13471444346707284,0,0,0,0.33289070723348735,0.8296233098302144,0.6829906554721665,Stable
RASAGILINUM,0.0,1201.4006666666662,0.20960385382335228,1.0,0.043933775537601236,0,0,0,0.22072401599995928,0.7025323547139128,0.5293984766617341,Stable
RAUVOLFIA*,0.0,48052.73333333333,0.2951297914943212,1.0,0.08710159382748152,0,0,0,0.6455016886855554,0.905549689160152,0.8338049449632607,Seasonal
REBAMIPIDUM,0.0,15772.336000000003,0.4618525576449789,1.0,0.2133077850032086,0,0,0,0.4435498569689028,0.8395119803833561,0.6685811654026307,Stable
REGORAFENIBUM,0.5,0.16033333333333336,3.9010129317367768,2.0,7.108950946788783,8,0,22,0.15081345404025714,0.18035238954570731,0.406482941412483,Lumpy / volatile
REMDESIVIRUM,0.5833333333333334,89.70150000000002,3.3154272434138585,2.4,3.996690752654507,32,0,3,0.08702215168238236,0.0743385530903482,-0.11516388668685623,Lumpy / volatile
REMIFENTANILUM,0.8833333333333333,0.6193333333333333,3.154472449195001,8.571428571428571,0.277581250485203,52,0,1,0.092074742016374,0.274717407848601,,Launch / lifecycle
REPAGLINIDUM,0.0,902.8155000000002,0.19670795931440913,1.0,0.03869402125763924,0,0,0,0.18983546724170752,0.4662208172908817,0.35637230517018914,Stable
RETINOLUM,0.0,36910.00016666667,0.2690159940446931,1.0,0.07236960505185439,0,0,0,0.44036372281016833,0.5505033205663349,0.6015349668927517,Stable
RETINOLUM+TOCOPHEROLI ACETAS*,0.0,75723.628,0.30583256630300515,1.0,0.09353355861148205,0,0,0,0.7452935271210006,0.6876948972968429,0.791276662464213,Seasonal
RHODIOLA ROSEA*&,0.0,2368.500666666667,0.22441656056294818,1.0,0.05036279265490338,0,0,0,0.1221007099439958,0.07932809639302352,-0.28180185611549136,Stable
RIBAVIRINUM,0.0,404.73499999999996,0.6973206714743865,1.0,0.48625611886548936,0,0,0,0.18244834497996254,0.5162985810846796,0.3546580618409396,Stable
RIBOCIKLIBUM,0.7666666666666667,0.1095,4.074923128812413,4.285714285714286,3.1078329846704134,33,3,10,0.15512873467679378,0.11182022279880144,-0.020598551624512317,Lumpy / volatile
RIBOFLAVINUM,0.9833333333333333,0.022333333333333334,7.6811457478686105,60.0,0.0,0,59,0,0.18100046365462796,0.04331604222080332,,Potential discontinued
RICINUS COMMUNIS*&,0.0,66719.43933333333,0.2746189921299973,1.0,0.07541559083849551,0,0,0,0.40378151666673845,0.6130472696015428,0.6469301699833515,Stable
RIFAMPICINUM,0.0,9443.265833333333,0.23864030555338145,1.0,0.05694919543461126,0,0,0,0.21149659036200708,0.6483725750140346,0.447523862039762,Stable
RIFAMYCINUM,0.0,3254.6145,0.2780156167921283,1.0,0.07729268318030752,0,0,0,0.27937040550458936,0.06245870762261585,-0.2316374489455698,Stable
RIFAXIMINUM,0.0,9946.152833333332,0.29885418828758525,1.0,0.08931382585703147,0,0,0,0.12587476115590612,0.2699772903478447,-0.038754997055874166,Stable
RILUZOLUM,0.0,148.37333333333333,0.25309401565187994,1.0,0.06405658075879407,0,0,0,0.25992854409518673,0.254324781420027,-0.0541621890149929,Stable
RIMANTADINUM,0.0,112507.19416666665,0.7555621558904014,1.0,0.5708741714137512,0,0,0,0.798717219710226,0.4648134018071197,0.5208317027692746,Seasonal
RISDIPLAMUM,0.9,0.001,3.0000000000000004,10.0,0.0,33,8,13,0.18815471689802687,0.031517370020404334,0.07733088933397003,Potential discontinued
RISPERIDONUM,0.0,16232.242499999998,0.1947573628489713,1.0,0.03793043038388587,0,0,0,0.46157168354741795,0.7827060498869526,0.6288443252777655,Stable
RITUXIMABUM,0.0,144.087,0.6268699812607674,1.0,0.39296597340587497,0,0,0,0.13893355872731528,0.5452107145256044,0.3410720644692233,Stable
RIVAROXABANUM,0.0,69900.47616666667,0.4876344555727239,1.0,0.23778736226170682,0,0,0,0.14286811793186194,0.5273955627185722,0.17430270608826542,Stable
RIVASTIGMINUM,0.0,915.3610000000001,0.3718776449401624,1.0,0.13829298280624147,0,0,0,0.280047699347429,0.8411272060200949,0.6905257890442987,Stable
RIZATRIPTANUM,0.0,6151.749333333332,0.326052529321864,1.0,0.10631025187718499,0,0,0,0.17845139921520814,0.7592523623857077,0.6191867432494385,Stable
ROCURONII BROMIDUM,0.03333333333333333,11.442499999999999,1.7458862434162945,1.0344827586206897,2.913181482451919,0,0,2,0.18266407818497143,0.06111112479451275,-0.07585164034900506,Lumpy / volatile
ROFECOXIBUM,0.4666666666666667,827.5965,1.4946807415492933,1.875,0.724837610217784,0,18,10,0.047226780739963226,0.8424622795872263,0.40889191358106236,Potential discontinued
ROPINIROLUM,0.65,12.754,1.7475402536130722,2.857142857142857,0.4188639282993144,9,19,11,0.04012585351551268,0.0016774636062920623,-0.2154642773772671,Potential discontinued
ROPIVACAINUM,0.18333333333333332,92.85916666666667,1.5613645207572184,1.2244897959183674,1.8075849861215254,0,0,11,0.03181979917733835,0.5450753462032475,0.6535628980048461,Lumpy / volatile
ROSA L.*&,0.0,45073.27083333334,0.5664310067283064,1.0,0.3208440853832427,0,0,0,0.6550561433548128,0.8489869484290631,0.8458548841839167,Seasonal
ROSUVASTATINUM,0.0,216085.08000000005,0.26853404553085947,1.0,0.07211053360916969,0,0,0,0.3975932434039189,0.815887413098392,0.5645391577548667,Stable
ROSUVASTATINUM+VALSARTANUM,0.0,4764.289666666667,0.35751217355790826,1.0,0.12781495424209993,0,0,0,0.12301959394351691,0.6683033830708445,0.6757535217537097,Stable
RUPATADINUM,0.23333333333333334,2216.6078333333335,0.8524860846063486,1.3043478260869565,0.32382826874305465,14,0,0,0.009207101063313017,0.6727962906695026,0.2648406727983151,Stable
RUTOSIDUM,0.9833333333333333,0.2033333333333333,7.681145747868607,60.0,0.0,0,59,0,0.18100046365462907,0.043316042220804096,,Potential discontinued
RUXOLITINIB,0.9,0.005333333333333333,3.108707528861473,10.0,0.06640625,12,12,30,0.11691307603675549,0.00023365160028387955,-0.13278008298755195,Potential discontinued
SABALIS SERRULATAE*&,0.0,15044.662,0.21826075488306712,1.0,0.04763775712212631,0,0,0,0.8162518323417216,0.7411856978478777,0.754425068228864,Seasonal
SACUBITRILUM+VALSARTANUM,0.0,10629.711999999998,0.5879780522206969,1.0,0.34571818989324454,0,0,0,0.03767357845808983,0.7892321173850966,0.8676883628602011,Stable
SALBUTAMOLUM,0.0,179342.96683333334,0.15976341167802682,1.0,0.025524347711002673,0,0,0,0.3990968581314136,0.28275419261148116,0.08031201997694248,Stable
SALMETEROLUM,0.9833333333333333,0.030500000000000003,7.68114574786861,60.0,0.0,0,59,0,0.1810004636546284,0.04331604222080376,,Potential discontinued
SALVIA OFFICINALIS*&,0.0,25471.904333333332,0.44964116045640135,1.0,0.20217717317657932,0,0,0,0.6459058554527245,0.8839383116067677,0.8061730488012857,Seasonal
SAMBUCUS NIGRA*&,0.0,3857.015999999999,0.5700138606735875,1.0,0.324915801360008,0,0,0,0.7318772786463386,0.5916481570012999,0.6290402214608668,Seasonal
SAMBUCUS+HYPERICUM+TILIA+ARCTOSTAPHYLOS+EQUISETUM*&,0.9833333333333333,0.022333333333333334,7.6811457478686105,60.0,0.0,0,59,0,0.18100046365462796,0.04331604222080332,,Potential discontinued
SANGUIRITRINUM*,0.016666666666666666,5276.578666666665,0.8266696891587549,1.0169491525423728,0.655326395390935,0,1,0,0.029280893195736568,0.7423225233488058,0.6809874412505774,Stable
SAXAGLIPTINUM,0.0,946.3706666666665,0.19347128589918755,1.0,0.037431138467485164,0,0,0,0.35823915605545675,0.6082181960492744,0.4059321122119831,Stable
SCOPOLAMINUM*,0.0,6348.503166666667,0.457303668141345,1.0,0.20912664489552937,0,0,0,0.0849034768579301,0.0789659569012795,-0.1317824119886302,Stable
SCUTELLARIA BAICALENSIS*&,0.7333333333333333,35.23133333333333,2.1145702163372144,3.75,0.45904191995211074,0,44,0,0.043149689258681456,0.6046815525219185,0.8253055636964081,Potential discontinued
SECNIDAZOLUM,0.0,11602.909166666666,0.24829596262825135,1.0,0.061650885057489994,0,0,0,0.22543790545643583,0.07636240000208894,-0.12755394719619928,Stable
SECUKINUMAB,0.45,58.256666666666675,1.4768526786967249,1.8181818181818181,0.7496016090155307,27,0,0,0.09079057667689394,0.731679676190484,0.3261730015772571,Lumpy / volatile
SELEGILINUM,0.06666666666666667,219.34866666666667,0.7591301327887157,1.0714285714285714,0.47119332127395885,0,0,4,0.10287681861134657,0.33664762498635914,-0.1282754650795098,Stable
SELENIUM*,0.0,8512.974333333334,0.30066958583947206,1.0,0.09040219984887968,0,0,0,0.27567970907943595,0.6218575394186965,0.4455343625989982,Stable
SEQUIFENADINUM,0.0,878.2454999999999,0.2662598674490006,1.0,0.07089431701395937,0,0,0,0.23730183159336893,0.7764939373220519,0.6402203999933025,Stable
SERENOA REPENS*&,0.0,573.2006666666667,0.3601418412414513,1.0,0.12970214581278272,0,0,0,0.13559803800542447,0.003497083971574111,-0.001299004793848425,Stable
SERENOA REPENS*&+URTICA DIOICA*&,0.7333333333333333,2.4859999999999998,2.9717064692202397,3.75,1.6216104904547797,0,35,9,0.08190017975294861,0.462956905171906,0.4063266855297055,Potential discontinued
SERRAPEPTASUM,0.0,100847.70766666667,0.5139632944341764,1.0,0.26415826802563186,0,0,0,0.25283079877891435,0.012551156974984878,0.0885610339080005,Stable
SERTACONAZOLUM,0.0,15368.109833333332,0.1810221755965997,1.0,0.03276902805772617,0,0,0,0.43885293940500436,0.058787897219097385,0.0444999191303599,Stable
SERTINDOLE,0.0,183.58016666666668,0.2113821600511424,1.0,0.044682417587886776,0,0,0,0.31768342941705674,0.11947380254597406,0.05153634478048779,Stable
SERTRALINUM,0.0,16416.718166666666,0.42228357269743944,1.0,0.17832341577011362,0,0,0,0.2832391461791891,0.8624995540772742,0.5557052554450367,Stable
SEVELAMERUM,0.05,19.850666666666662,0.9022461602001842,1.0526315789473684,0.7233457269161778,3,0,0,0.05213914908534345,0.6511877988597615,0.27136173135120734,Stable
SEVOFLURAN,0.06666666666666667,10.055500000000002,1.2840329979988494,1.0714285714285714,1.472158023953252,0,0,4,0.24988720553978916,0.7549334963621795,0.32389617623043293,Lumpy / volatile
SILDENAFILUM,0.0,213527.21050000004,0.14856280694752252,1.0,0.022070907608126848,0,0,0,0.4199631416772397,0.13737130686918564,0.18134114602163753,Stable
SILIBININUM,0.95,0.009666666666666665,5.624919077235326,20.0,0.631985731272295,1,51,5,0.18574118405289308,0.08424859624836545,,Potential discontinued
SILICII DIOXIDUM*,0.0,143817.76849999998,0.4041209506833994,1.0,0.16331374278125457,0,0,0,0.17626479964669228,0.37461451413135416,0.32056098767688385,Stable
SILIMARINUM*,0.0,183347.15466666667,0.23215432714675435,1.0,0.05389563161296225,0,0,0,0.7674647576576572,0.8143669902843061,0.8268423248421385,Seasonal
SILODOSIN,0.0,5141.479000000001,0.393288819167194,1.0,0.15467609528192583,0,0,0,0.5044478556585531,0.8939872988024279,0.840136233819657,Seasonal
SILVER PROTEINATE,0.0,33248.359000000004,0.5353383576060508,1.0,0.28658715712434385,0,0,0,0.5010581001487286,0.1895955684357794,0.2635575936670074,Seasonal
SILYBUM MARIANUM*&,0.0,16891.178,0.46516972437241555,1.0,0.21638287247270907,0,0,0,0.3814775227858681,0.7904390798046673,0.7614054653208789,Stable
SIMETICONUM,0.0,149246.63233333334,0.14012978934980866,1.0,0.019636357863221744,0,0,0,0.45311171790387517,0.32710220105228993,0.33682240390221196,Stable
SIMOCTOCOG ALFA,0.95,0.054333333333333345,4.359978149274963,20.0,0.0004704731077571613,7,50,0,0.1999735511723194,0.12947221528476016,,Potential discontinued
SIMVASTATINUM,0.0,171438.6678333333,0.14041086216384832,1.0,0.019715210213595215,0,0,0,0.3376373763848137,0.016317384176613103,0.11382616609956213,Stable
SITAGLIPTINUM,0.0,463.44283333333334,0.17568381213773934,1.0,0.03086480184724849,0,0,0,0.34579922803440266,0.30283127683219324,0.15739449348734627,Stable
SODIUM CITRAS*,0.0,15047.472666666667,0.21084098176599564,1.0,0.044453919592048904,0,0,0,0.5864897552521939,0.011026209562298162,0.4550979283694605,Seasonal
SODIUM CITRAS*+SODIUM LAURYL SULFOACTATE*+SORBITOL*,0.0,34157.003333333334,0.18606146329065837,1.0,0.03461886812186101,0,0,0,0.22657238833775684,0.07107556820432626,0.011306569269201375,Stable
SODIUM DIHYDROPHOSPHAS+SODIUM HYDROPHOSPHAS,0.0,3816.0385000000006,1.0997064552281894,1.0,1.2093542876705499,0,0,0,0.048475667271979606,0.5370133508049463,-0.0013220650173755204,Lumpy / volatile
SODIUM MEPHENAMINUM*+VINILINUM*,0.0,1939.6786666666667,0.2556191354263364,1.0,0.06534114239610771,0,0,0,0.15540793874488035,0.3126603119272102,0.09659962984225123,Stable
SOFOSBUVIRUM,0.21666666666666667,7.724666666666667,1.6648836681520474,1.2765957446808511,1.9546061423088759,2,6,5,0.07247318949734194,0.20909052238911507,-0.23949939087329822,Potential discontinued
SOFOSBUVIRUM+LEDIPASVIRUM,0.23333333333333334,13.725666666666665,1.1295169551517656,1.3043478260869565,0.7447865565144086,4,4,6,0.05681440268682447,0.1203984526759504,0.16599627658780916,Lumpy / volatile
SOFOSBUVIRUM+VELPATASVIRUM,0.6166666666666667,11.263333333333332,1.997921978731374,2.608695652173913,0.9134820226875237,35,0,2,0.03558152306196882,0.638492379161511,0.6004336295618662,Lumpy / volatile
SOLIDAGO VIRGAUREA&,0.0,3399.5065000000004,0.6825434350727742,1.0,0.4658655407609423,0,0,0,0.13802041194527215,0.10206043471050175,0.5328572979179428,Stable
SOLIFENACINUM,0.0,8362.417833333333,0.5096722056671698,1.0,0.2597657572296378,0,0,0,0.5797994837339974,0.9470129059273954,0.8608148091405583,Seasonal
SOLIFENACINUM+TAMSULOSINUM,0.0,430.6268333333333,0.557485816539999,1.0,0.3107904356432694,0,0,0,0.3693366687036548,0.8131865768919215,0.5702459876902743,Stable
SOLIZYMUM*,0.0,5163.393166666668,0.253520306649842,1.0,0.06427254588382991,0,0,0,0.4824135955105875,0.7567761973203724,0.7047906890773756,Stable
SOMATROPINUM,0.0,872.4611666666667,0.8681445647441955,1.0,0.7536749852948886,0,0,0,0.11867677556831235,0.17026313763268341,-0.022282709507014657,Stable
SOPHORA JAPONICA*&,0.0,8750.055333333332,0.3179056095984428,1.0,0.10106397661415752,0,0,0,0.18580749106479955,0.7043462579736762,0.4735383680062025,Stable
SORAFENIBUM,0.21666666666666667,0.575,3.355816551287916,1.2765957446808511,8.604845368620037,0,0,13,0.1725551562967631,0.13488276837473956,-0.05926661453611974,Lumpy / volatile
SOTALOLUM,0.0,13127.346833333333,0.15178205248889023,1.0,0.023037791457740233,0,0,0,0.35009830448604906,0.07703646119559737,0.0446328429705461,Stable
SPECTINOMYCINUM,0.6,6.117833333333333,2.2868310781307524,2.5,1.4918385519618635,0,36,0,0.0927785171827128,0.6729026676065355,0.6402781707403421,Potential discontinued
SPIRAMYCINUM,0.0,8819.862333333333,0.5716428765934334,1.0,0.32677557836001525,0,0,0,0.4489434896465846,0.5729256377760478,0.47234563064902935,Stable
SPIRITUS AETHYLICUS*,0.0,915072.5431666666,0.3247932292262071,1.0,0.10549064175118751,0,0,0,0.25244443938159755,0.21455020122166635,0.030520175194587124,Stable
SPIRONOLACTONUM,0.0,235773.18649999995,0.11775594913518353,1.0,0.013866463556727932,0,0,0,0.22561907293672556,0.18757716801283808,0.005620653238891503,Stable
STREPTODORNASUM+STREPTOKINASUM,0.0,20851.462666666663,0.2525401591130797,1.0,0.06377653196485962,0,0,0,0.18009098653785127,0.0009106187893884732,-0.2800973894080521,Stable
STREPTOKINASUM,0.45,8.122499999999999,1.4989435614926012,1.8181818181818181,0.7857574902970674,0,14,13,0.07613844824429128,0.7397460181088389,0.3916392766953992,Potential discontinued
STREPTOMYCINUM,0.0,9464.017666666668,0.34002328421648664,1.0,0.11561583380936567,0,0,0,0.45305671402025083,0.7470591095279034,0.5994939741674369,Stable
STRONTIUM RANELATE*,0.7333333333333333,2.5073333333333334,2.082828838129441,3.75,0.4235135917183035,0,44,0,0.12005054070112864,0.5298784034234963,0.3931730167661291,Potential discontinued
STROPHANTINUM*,0.0,1020.8346666666667,0.559058764455131,1.0,0.3125467021140976,0,0,0,0.33946757284074247,0.9326635598883742,0.8606272196621536,Stable
SUCRALFATUM,0.5666666666666667,418.8385,1.731942072118629,2.3076923076923075,0.7331701145089801,0,34,0,0.09007598413425111,0.8122685480437104,0.49598148319126856,Potential discontinued
SULBUTIAMINUM,0.0,1065.6999999999998,0.3967333413345751,1.0,0.15739734412649653,0,0,0,0.08504555367896904,0.40429939946712956,-0.09346236018569251,Stable
SULFACETAMIDUM,0.0,81355.90866666668,0.26553490820059755,1.0,0.07050878747309977,0,0,0,0.2535081227795035,0.7173354312110728,0.45666368958285286,Stable
SULFADIAZINUM,0.0,2361.3751666666662,0.4139598527099718,1.0,0.17136275965566158,0,0,0,0.15365756457667235,0.7821352000587068,0.6490647931743696,Stable
SULFADIMETHOXINUM,0.016666666666666666,3957.8804999999993,1.5736811559652477,1.0169491525423728,2.4185311742961155,0,0,1,0.07012076834006453,0.8521242084167016,0.7482604566966286,Lumpy / volatile
SULFADIMIDINUM,0.0,5749.950000000001,0.4209021568340186,1.0,0.17715862562752882,0,0,0,0.2692941973386146,0.01966434159552477,0.22936241992205939,Stable
SULFANILAMIDUM,0.0,321102.2665,0.22442674793066994,1.0,0.050367365186736464,0,0,0,0.4266265140568616,0.5887153607119153,0.3771695744572877,Stable
SULFANILAMIDUM+SULFATHIAZOLUM,0.0,71288.885,0.4567584376779839,1.0,0.20862827039003273,0,0,0,0.4639834227606128,0.07235390502268868,0.24621158064142337,Stable
SULFASALAZINUM,0.0,6569.558999999999,0.11485407756259185,1.0,0.013191459132753863,0,0,0,0.3617268451106881,0.003983208254918824,0.0848697211914348,Stable
SULFATHIAZOLUM ARGENTI*,0.0,10114.794333333333,0.1534457009868082,1.0,0.02354558315133295,0,0,0,0.34960712378558845,0.11826005026046094,0.10817676561212095,Stable
SULFOCAMPHOCAINUM*,0.0,15364.942166666668,0.5274896426943531,1.0,0.2782453231498163,0,0,0,0.23222478219423204,0.6447675909131356,0.4783453120344927,Stable
SULFUR*,0.0,15849.0995,0.1441529538416791,1.0,0.020780074101281267,0,0,0,0.4467124386308833,0.4036014759981692,0.32942123270365625,Stable
SULODEXIDUM,0.0,2931.3698333333327,0.22707036914768208,1.0,0.05156095254486462,0,0,0,0.07433864752065511,0.2340440977556303,-0.21790515910791958,Stable
SULPIRIDUM,0.0,38905.27449999999,0.15018129042298123,1.0,0.02255441999311184,0,0,0,0.5290128274381679,0.13497187108163577,0.4083791151648198,Seasonal
SUMATRIPTANUM,0.0,85495.97983333333,0.1255099500255177,1.0,0.015752747555407957,0,0,0,0.3327902593059616,0.23238747430430184,0.08863466232244689,Stable
SUNITINIBUM,0.0,59.22,0.9944550009196085,1.0,0.9889407488540185,0,0,0,0.07775639758492003,0.7146750195463818,0.6057262961863502,Stable
SUXAMETHONII CHLORIDUM,0.0,253.79166666666666,0.7056502925851006,1.0,0.497942335425438,0,0,0,0.3761338111562461,0.18445539639596453,0.04317522804226005,Stable
SYGETHINUM*,0.7666666666666667,1.3696666666666668,2.553149950343723,4.285714285714286,0.7543340894193697,0,37,9,0.16357284347565337,0.4656377341147635,0.4757334394308491,Potential discontinued
SYMPHYTUM OFFICINALE*,0.0,1301.7354999999998,0.9618676229755369,1.0,0.9251893241286097,0,0,0,0.05604301192360739,0.00028940378058051053,-0.24598324105553573,Stable
SYMPHYTUM OFFICINALE*+TOCOPHEROLI ACETAS*,0.0,50718.54733333333,0.2071930680364311,1.0,0.042928967442349156,0,0,0,0.34746562330219677,0.46115968831134313,0.23275731295834384,Stable
TACROLIMUSUM,0.0,3421.7024999999994,0.35411701375123994,1.0,0.12539885942809584,0,0,0,0.11295261351885078,0.06388989351968677,-5.722115718377827e-05,Stable
TADALAFILUM,0.0,4256.297166666666,0.29037488918168597,1.0,0.0843175762672764,0,0,0,0.17978366697139414,0.32667677075932167,0.023175261842264826,Stable
TAFLUPROSTUM,0.0,5922.607999999999,0.22623586850395438,1.0,0.051182668197738534,0,0,0,0.21477862545211956,0.5311968885009348,0.23444515377035555,Stable
TAFLUPROSTUM+TIMOLOLUM,0.06666666666666667,79.26633333333334,0.7238546040633154,1.0714285714285714,0.422367788635415,0,0,4,0.05155646202599107,0.1221256511222284,0.33654430942836094,Stable
TALAZOPARIBUM,0.85,0.07083333333333333,5.696739794887725,6.666666666666667,4.017926643598615,34,2,15,0.17400851540274098,0.08482974407488564,0.04560548588271193,Lumpy / volatile
TAMOXIFENUM,0.0,10107.8505,0.18444604251495386,1.0,0.03402034259942817,0,0,0,0.36903642295184724,0.644964810327828,0.3997929121396796,Stable
TAMSULOSINUM,0.0,119986.75683333333,0.12133356386484345,1.0,0.014721833720144043,0,0,0,0.6037263736267773,0.13745592495014047,0.35362434980241253,Seasonal
TANACETUM VULGARE*&,0.0,5311.392333333333,0.40599653602284036,1.0,0.1648331872625455,0,0,0,0.25898098802767844,0.5749976103159677,0.6171384263224474,Stable
TAURINUM,0.0,171274.9735,0.208809295677769,1.0,0.04360132196144596,0,0,0,0.2938014402059893,0.7967099376399138,0.6270768853701698,Stable
TAZAROTENUM+ULOBETASOLUM,0.95,14.550999999999998,4.953565113758777,20.0,0.2768903668123997,57,0,0,0.1429599407407891,0.12778027095813016,,Launch / lifecycle
TEGAFURUM,0.0,54.76399999999999,0.6526028454817093,1.0,0.4258904739308237,0,0,0,0.15314726353267405,0.8765379445092331,0.6767951677919499,Stable
TEICOPLANINUM,0.0,199.2481666666667,0.7719898404355877,1.0,0.5959683137357641,0,0,0,0.14448943154460203,0.2878510089500469,0.06233514270229287,Stable
TELMISARTANUM,0.0,38656.43866666666,0.1501401333555541,1.0,0.02254205964402356,0,0,0,0.5219643969864984,0.05383763776737771,0.19748711979450775,Seasonal
TEMOZOLOMIDUM,0.0,314.22116666666665,0.5756039374133756,1.0,0.3313198927657812,0,0,0,0.12720796991880112,0.04972465847748486,-0.24614787509186242,Stable
TENOFOVIRUM,0.0,282.24583333333334,0.5190708115110421,1.0,0.2694345073627317,0,0,0,0.05276356552893924,0.4288595812245982,0.25363161264869655,Stable
TENOFOVIRUM ALAFENAMIDUM,0.9833333333333333,0.025666666666666667,7.681145747868608,60.0,0.0,37,22,0,0.19348935239887288,0.010843006878183736,-0.021276595744680844,Potential discontinued
TENONITROZOLUM,0.4166666666666667,316.5396666666667,1.1052821224053069,1.7142857142857142,0.2959616658967881,0,24,1,0.043386946054184916,0.8110148877041703,0.3949102276706734,Potential discontinued
TENOXICAMUM,0.0,24277.124666666667,0.3073901413581947,1.0,0.0944886990042109,0,0,0,0.21498307664768024,0.2115546305018532,-0.16401397284088765,Stable
TEOBONDITHIOMYCOCIDUM*,0.6166666666666667,9.457666666666666,1.7198082626262687,2.608695652173913,0.5171338430757406,18,18,1,0.03954456526281991,0.008128707462984108,-0.02612677673564543,Potential discontinued
TERAZOSINUM,0.0,163.37283333333338,0.2214294555965834,1.0,0.04903100380579929,0,0,0,0.16680669911951873,0.019392054879127985,-0.031125693532142982,Stable
TERBINAFINUM,0.0,78684.95666666665,0.20580073776753482,1.0,0.042353943665661635,0,0,0,0.6757746422429444,0.3129810474115673,0.5700226567994033,Seasonal
TERIFLUNOMIDE,0.25,18.995166666666666,1.6336268363986113,1.3333333333333333,1.751552480451301,15,0,0,0.17817774956105592,0.4205464652592714,0.20352218076673353,Lumpy / volatile
TERLIPRESSINUM,0.13333333333333333,36.604000000000006,1.0640259923316167,1.1538461538461537,0.8478644707096442,0,0,8,0.02451004416366176,0.024005361985534157,-0.018421064748948415,Lumpy / volatile
TESTOSTERONUM,0.0,4574.3994999999995,0.199497097736419,1.0,0.039799092005254305,0,0,0,0.14547711066417712,0.2862573467672941,-0.2239609789274834,Stable
TETRACYCLINUM,0.0,56843.75466666665,0.1570861329435094,1.0,0.024676053163145903,0,0,0,0.19814720118745233,0.04809698421393105,-0.061827519421805956,Stable
