SKU,INN,ATC4,ATC5,allocated_direct_2024
187546,PHOSPHOLIPIDES*,A05B A Liver therapy,A05B A50** Various,31519.871319244463
65600,INSULINUM HUMANUM,"A10A D Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",A10A D01 Insulin (human),30794.64792079859
74845,COCARBOXYLASUM,"A11D A Vitamin B1, plain",A11D A04** Cocarboxylasum,38413.23415681861
85495,RANITIDINUM,A02B A H2-receptor antagonists,A02B A02 Ranitidine,13717.870580473313
63184,ENALAPRILUM,"C09A A ACE inhibitors, plain",C09A A02 Enalapril,230261.4123609739
85814,AZITHROMYCINUM,J01F A Macrolides,J01F A10 Azithromycin,14895.282490765207
78953,METOCLOPRAMIDUM,A03F A Propulsives,A03F A01 Metoclopramide,25804.845171874767
56114,UNKNOWN_SKU_56114,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",35963.162624693025
161560,METFORMINUM,A10B A Biguanides,A10B A02 Metformin,85276.07656832327
51950,INSULINUM HUMANUM,"A10A C Insulins and analogues for injection, intermediate-acting",A10A C01 Insulin (human),22999.067591128864
6234,BENZYLPENICILLINUM,J01C E Beta-lactamase sensitive penicillins,J01C E01 Benzylpenicillin,19526.206382345892
91459,KALII PERMANGANAS*,D08A X Other antiseptics and disinfectants,D08A X06 Potassium permanganate,9706.335043819676
466719,CHLORHEXIDINUM+LIDOCAINUM,R02A A Antiseptics,R02A A20 Various,6504.99018314935
12582,SULPIRIDUM,N05A L Benzamides,N05A L01 Sulpiride,123443.84561410596
111139,QUETIAPINUM,"N05A H Diazepines, oxazepines, thiazepines and oxepines",N05A H04 Quetiapine,240866.04542551195
95425,PROSTATILENUM*,G04C X Other preparations used in benign prostatic hypertrophy,G04C X10** Other drugs,39441.63639976908
79306,TAMSULOSINUM,G04C A Alpha-adrenoreceptor antagonists,G04C A02 Tamsulosin,0.0
228915,ACIDUM THIOCTICUM*,A16A X Various alimentary tract and metabolism products,A16A X01 Tioctic acid,96806.85192120442
134052,ARGININUM,A05B A Liver therapy,A05B A01 Arginine glutamate,24544.410609112507
158384,AMLODIPINUM,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,0.0
77331,VERAPAMILUM,C08D A Phenylalkylamine derivatives,C08D A01 Verapamil,46435.902949231786
19514,CARBAMAZEPIN,N03A F Carboxamide derivatives,N03A F01 Carbamazepine,54958.87995096635
107773,ATORVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,62263.966805640455
55946,ATORVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,95107.20701796543
293398,ALFA-BROMISOVALERIC ACID ETHYL ETHER*+PHENOBARBITALUM,"N05C B Barbiturates, combinations",N05C B02 Barbiturates in combination with other drugs,58375.54926597417
79522,UNKNOWN_SKU_79522,A11A A Multivitamins with minerals,A11A A04 Multivitamins and trace elements,8233.4777990432
19838,GLIBENCLAMIDUM,A10B B Sulfonylureas,A10B B01 Glibenclamide,13762.298339274941
326763,CYCLOBENZAPRINUM,M03B X Other centrally acting agents,M03B X08 Cyclobenzaprine,106200.12773059314
226438,ROSUVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,190341.10520236817
56430,LORATADINUM,R06A X Other antihistamines for systemic use,R06A X13 Loratadine,36518.85481112519
4296,DEXAMETHASONUM,H02A B Glucocorticoids,H02A B02 Dexamethasone,112064.75653779107
136599,DOMPERIDONUM,A03F A Propulsives,A03F A03 Domperidone,70164.38929078425
317319,AMINOPHYLLINUM,R03D A Xanthines,R03D A04 Theophylline,1744.5008544998452
144492,XYLOMETAZOLINUM,"R01A A Sympathomimetics, plain",R01A A07 Xylometazoline,78784.71318886627
103521,CEFEPIMUM,J01D E Fourth-generation cephalosporins,J01D E01 Cefepime,3578.8591835021753
389792,DIOSMECTITUM*,A07B C Others intestinal adsorbents,A07B C05 Diosmectite,0.0
429389,LEVOFLOXACINUM,J01M A Fluoroquinolones,J01M A12 Levofloxacin,2847.976152373545
122675,GLYCYRRHIZA GLABRA/URALENSIS*&,R05C A Expectorants,R05C A23** Licorice root,4732.2886666421655
52412,ARGININUM,A05B A Liver therapy,A05B A01 Arginine glutamate,29778.48596480108
29409,ALOE ARBORESCENS MILL.*&,A16A X Various alimentary tract and metabolism products,A16A X25** Various preparations,11.489455357558152
43703,CARBOMERUM,S01X A Other ophthalmologicals,S01X A20 Artificial tears and other indifferent preparations,39309.18851191646
91404,BIDENS TRIPARTITES+CALENDULA+EUCALYPTUS VIMINALIS+GLYCYRRHIZA GLABRA/URALENSIS+MATRICARIA CHAMOMILLA+SALVIA,A16A X Various alimentary tract and metabolism products,A16A X25** Various preparations,21722.29809257867
56025,CEFUROXIMUM,J01D C Second-generation cephalosporins,J01D C02 Cefuroxime,32.38080245593787
410539,CHLORHEXIDINUM,A01A B Antiinfectives and antiseptics for local oral treatment,A01A B03 Chlorhexidine,1402.4698916853608
77355,SERTACONAZOLUM,G01A F Imidazole derivatives,G01A F19 Sertaconazol,64041.605316551504
84219,VALERIANA OFFICINALIS*&,N05C M Other hypnotics and sedatives,N05C M09 Valerianae radix,4056.092391726976
79697,SUMATRIPTANUM,N02C C Selective 5HT1-receptor agonists,N02C C01 Sumatriptan,24435.745468067595
6268,CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,R02A A Antiseptics,R02A A20 Various,35022.42463768423
38380,BROMHEXINE,R05C B Mucolytics,R05C B02 Bromhexine,7953.3472383513335
325727,EMOXYPINUM*,N07X X Other nervous system drugs,N07X X19** Various preparations,35389.17437535344
328698,ACIDUM ACETYLSALICYLICUM*,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,48109.74096040057
444321,MOMETASONUM,R01A D Corticosteroids,R01A D09 Mometasone,40290.15737051471
4072,DEXTROSUM*+KALII CHLORIDUM*+NATRII CHLORIDUM*+SODIUM CITRAS*,A07C A Oral rehydration salt formulations,A07C A Oral rehydration salt formulations,71623.04060150933
77899,LIDOCAINUM+MATRICARIA CHAMOMILLA*&+THYMOL,A01A D Other agents for local oral treatment,A01A D11 Various,62742.11048796244
134356,CHLORNITROPHENOLUM*,D01A E Other antifungals for topical use,D01A E20 Combinations,66162.6067087239
34999,ANISUM VULGARE GAERTN.*&+CAPSICUM ANNUUM*&+LEVOMENTHOLUM,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,32422.912615453744
76533,FINASTERIDUM,G04C B Testosterone-5-alpha reductase inhibitors,G04C B01 Finasteride,48654.17204438843
291352,URSODESOXYCHOLIC ACID,A05A A Bile acids and derivatives,A05A A02 Ursodeoxycholic acid,103.27880874740386
324268,NALBUPHINE HYDROCHLORIDE,N02A F Morphinan derivatives,N02A F02 Nalbufine,68.14292928658094
134952,CAPSICUM ANNUUM*&,M02A X Other topical products for joint and muscular pain,M02A X10 Various,46908.624256896335
107279,PYRANTELUM,P02C C Tetrahydropyrimidine derivatives,P02C C01 Pyrantel,45363.68017610846
85400,GLIMEPIRIDUM,A10B B Sulfonylureas,A10B B12 Glimepiride,39662.6118344845
229237,PANTOPRAZOLUM,A02B C Proton pump inhibitors,A02B C02 Pantoprazole,6138.671907869665
14128,PIX BETULA+XEROFORMIUM*,D08A X Other antiseptics and disinfectants,D08A X10** Other preparations,22243.91824534194
13961,UNKNOWN_SKU_13961,A05B A Liver therapy,A05B A50** Various,31347.31502721569
186294,LOPERAMIDUM,A07D A Antipropulsives,A07D A03 Loperamide,30427.638838115003
11918,UNKNOWN_SKU_11918,G04B C Urinary concrement solvents,G04B C Urinary concrement solvents,48036.04322704095
6554,POVIDONUM,D08A G Iodine products,D08A G02 Povidone-iodine,0.0
129161,MELISSA+MENTHA PIPERITA+VALERIANA,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",17.564001426360804
55210,CEFTAZIDIMUM,J01D D Third-generation cephalosporins,J01D D02 Ceftazidime,3382.42831419203
91265,UNKNOWN_SKU_91265,A11A A Multivitamins with minerals,A11A A04 Multivitamins and trace elements,14632.721639955247
174173,ACIDUM ALGINICUM*+CALCII CARBONAS*+NATRII HYDROCARBONAS*,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,A02B X20** Others,116011.23083662102
136602,PYRANTELUM,P02C C Tetrahydropyrimidine derivatives,P02C C01 Pyrantel,24034.77963473815
282121,SILDENAFILUM,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,33189.37706946248
336131,MOMETASONUM,R01A D Corticosteroids,R01A D09 Mometasone,100.2307069170579
53308,PRIMULA*&+THYMUS SERPYLLUM*&,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,24846.397480001902
165068,TORASEMIDUM,"C03C A Sulfonamides, plain",C03C A04 Torasemide,95283.90163000171
87571,FLUCONAZOLUM,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,19000.58674674092
145331,NEUROPEPTIDES*,N06B X Other psychostimulants and nootropics,N06B X26** Tissue hydrolysates and derivatives,52811.57055562498
338982,LEVOFLOXACINUM,J01M A Fluoroquinolones,J01M A12 Levofloxacin,34489.353239324904
378247,IPIDACRINUM,N06D A Cholinesterase inhibitors,N06D A05 Ipidacrine,91618.1324824031
133665,PANTOPRAZOLUM,A02B C Proton pump inhibitors,A02B C02 Pantoprazole,168948.5398729311
337033,DEXKETOPROFENUM,M01A E Propionic acid derivatives,M01A E17 Dexketoprofen,15455.943961302179
160901,BISACODYLUM,A06A B Contact laxatives,A06A B02 Bisacodyl,57266.517560828936
54329,NEOMYCINUM+NYSTATINUM+POLYMYXINUM B,G01A A Antibiotics,G01A A50** Combinations,85702.18072202835
4532,CLIOQUINOLUM+FLUMETASONUM,"D07B B Corticosteroids, moderately potent, combinations with antiseptics",D07B B01 Flumetasone and antiseptics,54966.67268931079
395519,MELOXICAMUM,M01A C Oxicams,M01A C06 Meloxicam,32021.028468012846
31953,ACIDUM PIPEMIDICUM,J01M B Other quinolones,J01M B04 Pipemidic acid,55431.04496560859
358675,CIPROFLOXACINUM,S03A A Antiinfectives,S03A A07 Ciprofloxacin,173053.34866008908
108322,CALCII CARBONAS*+MAGNESII CARBONAS,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",A02A D01 Ordinary salt combinations,94129.15110905448
125387,CARBOCISTEINUM,R05C B Mucolytics,R05C B03 Carbocisteine,8452.033059901312
5299,CHOLINI SALICYLAS,S02D A Analgesics and anesthetics,S02D A08** Choline salicylate,22238.602213596543
4354,TRIAMCINOLONUM,"D07A B Corticosteroids, moderately potent (group II)",D07A B09 Triamcinolone,42110.481537672094
28192,SPIRONOLACTONUM,C03D A Aldosterone antagonists,C03D A01 Spironolactone,61775.8511250799
4949,PANAX SHIN-SENG NEES/QUINQUEAFOLIUM/REPENS*&,A13A TONICS,A13A TONICS,11706.227012808813
132599,CHONDROITINI SULFAS*+GLUCOSAMINUM+IBUPROFENUM,M01B X Other antiinflammatory/antirheumatic agents in combination with other drugs,M01B X Other antiinflammatory/antirheumatic agents in combination with other drugs,95080.55275155883
20883,MICONAZOLUM,D01A C Imidazole and triazole derivatives,D01A C02 Miconazole,40113.0039715492
112477,ENOXAPARINUM NATRII,B01A B Heparin group,B01A B05 Enoxaparin,22733.198812043367
462590,ENALAPRILUM,"C09A A ACE inhibitors, plain",C09A A02 Enalapril,50868.86222628935
160829,DICLOFENACUM,M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,66184.87059601062
126212,EMOXYPINUM*,N07X X Other nervous system drugs,N07X X19** Various preparations,0.0
67357,AMINOCAPRONIC ACID,B02A A Amino acids,B02A A01 Aminocaproic acid,21821.952877678395
91073,TYROTHRICINUM,D06A X Other antibiotics for topical use,D06A X08 Tyrothricin,34418.652884067575
167826,DYDROGESTERONUM+ESTRADIOLUM,"G03F B Progestogens and estrogens, sequential preparations",G03F B08 Dydrogesterone and estrogen,142524.336326427
129168,VITAMIN C+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,N02B E Anilides,"N02B E51 Paracetamol, combinations excl. psycholeptics",32305.566822905545
153152,DOMPERIDONUM,A03F A Propulsives,A03F A03 Domperidone,47040.81302597361
52441,FLUOXETINUM,N06A B Selective serotonin reuptake inhibitors,N06A B03 Fluoxetine,169290.65794304342
165713,RICINUS COMMUNIS*&,A06A B Contact laxatives,A06A B05 Castor oil,55122.24847542856
294522,LEVOFLOXACINUM,J01M A Fluoroquinolones,J01M A12 Levofloxacin,4273.586309030422
106121,MOMETASONUM,R01A D Corticosteroids,R01A D09 Mometasone,252981.36558493166
38400,METRONIDAZOLUM,J01X D Imidazole derivatives,J01X D01 Metronidazole,20131.0142169218
87837,PERINDOPRILUM,"C09A A ACE inhibitors, plain",C09A A04 Perindopril,95255.78562443948
231097,NAPROXENUM,M01A E Propionic acid derivatives,M01A E02 Naproxen,132247.8830067067
54252,FLUTICASONUM+SALMETEROLUM,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03A K06 Salmeterol and fluticasone,69980.53609054885
289672,EMOXYPINUM*,N07X X Other nervous system drugs,N07X X19** Various preparations,0.8221255002638647
241095,SOLIDAGO VIRGAUREA&,G04B X Other urologicals,"G04B X50** Other preparations, incl. combinations",3156.558204279452
137861,TORASEMIDUM,"C03C A Sulfonamides, plain",C03C A04 Torasemide,0.0
75273,SILDENAFILUM,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,78144.77069407099
202138,GIDAZEPAMUM*,N05B A Benzodiazepine derivatives,N05B A29** Gidazepamum,127341.35358378099
55414,ENALAPRILUM,"C09A A ACE inhibitors, plain",C09A A02 Enalapril,46362.10396387086
62751,CEFPODOXIMUM,J01D D Third-generation cephalosporins,J01D D13 Cefpodoxime,39453.70268099921
400575,GENTAMICINUM+METHOXAN+TRYPTOPHANUM+ZINCI SULFAS*,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS","D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",111820.04007845142
3508,MELDONIUM,C01E B Other cardiac preparations,C01E B22 Meldonium,43727.22921764636
40898,NATRII CHLORIDUM*,B05X A Electrolyte solutions,B05X A03 Sodium chloride,30111.21873240563
85451,IVABRADINUM,C01E B Other cardiac preparations,C01E B17 Ivabradinum,60048.88141851915
175936,XYLOMETAZOLINUM,"R01A A Sympathomimetics, plain",R01A A07 Xylometazoline,41382.71299738012
126240,CHLORPROMAZINE,N05A A Phenothiazines with aliphatic side-chain,N05A A01 Chlorpromazine,0.0
117872,LARIX DECIDUA*+PINUS SILVESTRIS*&,D08A X Other antiseptics and disinfectants,D08A X10** Other preparations,893.7655415468461
134331,VITAMIN C+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,N02B E Anilides,"N02B E51 Paracetamol, combinations excl. psycholeptics",24456.225090979933
112089,DIMETHYLIS SULFOXIDUM+INDOMETACINUM+MENTHA PIPERITA,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A23 Indometacin,40158.6773452765
79844,CMP DISODIUM SALT*+UMP DISODIUM SALT*,N07X X Other nervous system drugs,N07X X19** Various preparations,151391.5494433714
174823,MEBEVERINUM,"A03A A Synthethic anthicholinergics, esters with tertiary amino group",A03A A04 Mebeverine,0.0
84829,ZOLMITRIPTANUM,N02C C Selective 5HT1-receptor agonists,N02C C03 Zolmitriptan,50911.266840923265
177857,DICYCLOVERINUM+SIMETICONUM,A03E D Antispasmodics in combination with other drugs,A03E D Antispasmodics in combination with other drugs,26307.44887276934
30771,KETOTIFENUM,R06A X Other antihistamines for systemic use,R06A X17 Ketotifen,38882.63696604166
198162,ACIDUM BORICUM*,D08A D Boric acid products,D08A D Boric acid products,19487.953318485903
118516,ACORUS CALAMUS*&+BISMUTHI SUBNITRAS*+FRANGULA ALNUS*&+MAGNESII CARBONAS+NATRII HYDROCARBONAS*,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,"A02B X62** Bismuth subnitrate, combinations",27347.897557429147
21333,ACIDUM ACETYLSALICYLICUM*+COFFEINUM*+PARACETAMOLUM,N02B A Salicylic acid and derivatives,"N02B A51 Acetylsalicylic acid, comb. excl. psycholeptics",31897.754172783698
187533,AMLODIPINUM+VALSARTANUM,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09D B01 Valsartan and amlodipine,45859.81975465306
77774,VASELINUM*,D02A C Soft paraffin and fat products,D02A C Soft paraffin and fat products,87747.04908341473
155060,AMIKACINUM,J01G B Other aminoglycosides,J01G B06 Amikacin,51080.6364500096
49256,BETAMETHASONUM+CLOTRIMAZOLUM+GENTAMICINUM,"D07C C Corticosteroids, potent, combinations with antibiotics",D07C C01 Betamethasone and antibiotics,120846.63139048482
37509,UNKNOWN_SKU_37509,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,"C05A X03 Other preparations, combinations",3278.2713640493566
99821,UNKNOWN_SKU_99821,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,52398.88228561629
13563,ZINCI OXYDUM*,D02A B Zinc products,D02A B01** Zinc oxide,49129.63131467658
171866,CLOPIDOGRELUM,B01A C Platelet aggregation inhibitors excl. heparin,B01A C04 Clopidogrel,97268.02424052397
379546,DICLOFENACUM,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A15 Diclofenac,49643.0494972515
5110,PYRIDOXINUM,A11H A Other plain vitamin preparations,A11H A02 Pyridoxine (vit. B6),11358.224044392815
30880,UNKNOWN_SKU_30880,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",44103.91515674196
91362,WARFARINUM,B01A A Vitamin K antagonists,B01A A03 Warfarin,62800.86336942319
119626,TAFLUPROSTUM,S01E E Prostaglandin analogues,S01E E05 Tafluprost,41080.09184718931
51916,CLOBETASOLUM,"D07A D Corticosteroids, very potent (group IV)",D07A D01 Clobetasol,76458.73074608618
84694,ALTHAEA OFFICINALIS*&+ORIGANUM VULGARE*&+TUSSILAGO FARFARA*&,R05C A Expectorants,R05C A10 Combinations,14314.72282316742
9773,POLYGONUM AVICULARE*&,G04B C Urinary concrement solvents,G04B C Urinary concrement solvents,30203.359955429893
200595,CAMPHORA*+SPIRITUS AETHYLICUS*,M02A X Other topical products for joint and muscular pain,M02A X10 Various,0.0
10398,INOSINUM,C01E B Other cardiac preparations,C01E B14** Inosine,20657.86580572569
135992,CEFIXIMUM,J01D D Third-generation cephalosporins,J01D D08 Cefixime,106351.07307909058
130413,AMIKACINUM+BENZALKONII CHLORIDUM+LIDOCAINUM+NIMESULIDUM,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS","D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",74080.99509708742
412509,AMLODIPINUM,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,429030.0248926735
331186,CEFPODOXIMUM,J01D D Third-generation cephalosporins,J01D D13 Cefpodoxime,27878.912220075494
20592,ROSA L.*&,A16A X Various alimentary tract and metabolism products,A16A X25** Various preparations,9986.692158414737
102653,SILICII DIOXIDUM*,A07B C Others intestinal adsorbents,A07B C10** Other,20026.9424355786
82915,TAMSULOSINUM,G04C A Alpha-adrenoreceptor antagonists,G04C A02 Tamsulosin,88704.42173613871
68599,TUSSILAGO FARFARA*&+PLANTAGO MAJOR/PSYLLUM/LANCEOLATA*&+GLYCYRRHIZA GLABRA/URALENSIS*&,R05C A Expectorants,R05C A10 Combinations,13094.51809665589
167495,TAMSULOSINUM,G04C A Alpha-adrenoreceptor antagonists,G04C A02 Tamsulosin,95028.33806798325
372217,AMLODIPINUM+INDAPAMIDUM+PERINDOPRILUM,"C09B X ACE inhibitors, other combinations","C09B X01 Perindopril, amlodipine and indapamide",121112.01589888458
165712,CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+NATRII PICOSULFAS,A06A B Contact laxatives,"A06A B58 Sodium picosulfate, combinations",29485.209390401367
26470,SERTACONAZOLUM,D01A C Imidazole and triazole derivatives,D01A C14 Sertaconazole,94504.50977615833
24182,DIMENHYDRINATUM,N07C A Antivertigo preparations,N07C A05** Others,88900.28536064265
411932,EMOXYPINUM*,C01E B Other cardiac preparations,C01E B29** Others,142348.971066037
349387,UNKNOWN_SKU_349387,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,13958.747252060384
78876,CAMPHORA*+PINUS SILVESTRIS*&+EUCALYPTUS VIMINALIS*&,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,21266.243097718572
265249,SPIRITUS AETHYLICUS*,D08A X Other antiseptics and disinfectants,D08A X08 Etanol,0.0
141403,ACETAZOLAMIDUM,S01E C Carbonic anhydrase inhibitors,S01E C01 Acetazolamide,72818.90810087064
106051,BRIMONIDINUM,S01E A Sympathomimetics in glaucoma therapy,S01E A05 Brimonidine,104752.96267120942
50884,OFLOXACINUM,S03A A Antiinfectives,S03A A11** Ofloxacine,1660.5291429585295
87746,CHLORHEXIDINUM+DEXPANTHENOLUM,D08A C Biguanides and amidines,"D08A C52 Chlorhexidine, combinations",82726.12849296762
108534,ACICLOVIRUM,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05A B01 Aciclovir,51339.14295302606
281257,FLUOCORTOLONUM+LIDOCAINUM,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,"C05A X03 Other preparations, combinations",1686.388305768542
43914,SILDENAFILUM,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,69406.01758932273
20321,RICINUS COMMUNIS*&,A06A B Contact laxatives,A06A B05 Castor oil,44863.59336462249
127391,PYRANTELUM,P02C C Tetrahydropyrimidine derivatives,P02C C01 Pyrantel,21603.625421937988
74550,ENALAPRILUM+HYDROCHLOROTHIAZIDUM,"C09B A ACE inhibitors, and diuretics",C09B A02 Enalapril and diuretics,55152.01965056948
47992,CIPROFLOXACINUM,J01M A Fluoroquinolones,J01M A02 Ciprofloxacin,8936.75172350896
318169,ACIDUM TIAZOTICUM,C01E B Other cardiac preparations,C01E B23 Tiazotic acid,10837.050340704116
118396,TORASEMIDUM,"C03C A Sulfonamides, plain",C03C A04 Torasemide,42824.93264918189
112161,FLUTICASONUM FUROAS,R01A D Corticosteroids,R01A D12 Fluticasone furoate,162742.77673059906
28947,METOPROLOLUM,"C07A B Beta blocking agents, selective",C07A B02 Metoprolol,84375.10057006504
103523,CEFIXIMUM,J01D D Third-generation cephalosporins,J01D D08 Cefixime,12813.604919398247
46379,CALCII CARBONAS*+COLECALCIFEROLUM,"A12A X Calcium, combinations with vitamin D and/or other drugs","A12A X Calcium, combinations with vitamin D and/or other drugs",41657.133049238684
8975,CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&,A06A B Contact laxatives,A06A B06 Senna glycosides,69174.02676763713
136404,UNKNOWN_SKU_136404,A07F A Antidiarrheal microorganisms,A07F A02 Saccharomyces boulardii,72239.8529994768
307711,CLOTRIMAZOLUM,G01A F Imidazole derivatives,G01A F02 Clotrimazole,47357.84631909516
503138,LEVOFLOXACINUM,J01M A Fluoroquinolones,J01M A12 Levofloxacin,9118.394837639817
57012,NIFEDIPINUM,C08C A Dihydropyridine derivatives,C08C A05 Nifedipine,68228.1336510417
402080,ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+MENTHOL SOLITION IN ISOVALERAT,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",21667.227892084084
82443,ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+MENTHOL SOLITION IN ISOVALERAT,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",1149.2817035236808
105630,DEXAMETHASONUM,H02A B Glucocorticoids,H02A B02 Dexamethasone,15133.019075427257
135980,INDAPAMIDUM,"C03B A Sulfonamides, plain",C03B A11 Indapamide,77912.52282351488
459984,SPIRITUS AETHYLICUS*,D08A X Other antiseptics and disinfectants,D08A X08 Etanol,385885.89485456725
316617,TAMSULOSINUM,G04C A Alpha-adrenoreceptor antagonists,G04C A02 Tamsulosin,160250.1855966423
2349,BETAMETHASONUM,H02A B Glucocorticoids,H02A B01 Betamethasone,128510.22647425783
112059,VALERIANA*&+ATROPA BELLADONNA*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&+MENTHOLUM*,C01E X Other cardiac combination products,C01E X Other cardiac combination products,40775.795228662544
294766,HYPPOPHAE RHAMNOIDES*&,J05A X Other antivirals,J05A X20** Others,26473.81500842298
111879,ACIDUM SALICYLICUM*+ZINCI OXYDUM*,D02A F Salicylic acid preparations,D02A F Salicylic acid preparations,115256.23705030279
134048,ARGININUM,A05B A Liver therapy,A05B A01 Arginine glutamate,89606.66228980615
142225,ROSUVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,210870.6937480193
110816,CALENDULA OFFICINALIS*&,D03A X Other cicatrizants,D03A X18** Calendula preparations,19232.708347637203
30755,CINNARIZINUM,N07C A Antivertigo preparations,N07C A02 Cinnarizine,85530.2786590487
411467,NATRII CHLORIDUM*,B05X A Electrolyte solutions,B05X A03 Sodium chloride,12591.8740551977
379544,DICLOFENACUM,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A15 Diclofenac,75968.4854650523
402604,BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,N02B B Pyrazolones,"N02B B52 Methamizole sodium, combinations excl. psycholeptics",136266.0482619222
11064,DEXAMETHASONUM,"S01B A Corticosteroids, plain",S01B A01 Dexamethasone,34696.49783844484
117900,JOSAMYCINUM,J01F A Macrolides,J01F A07 Josamycin,0.0
427710,MYRAMISTINUM*+XYLOMETAZOLINUM,"R01A B Sympathomimetics, combinations excl. corticosteroids",R01A B06 Xylometazoline,174401.24833256495
113580,PAEONIA OFFICINALIS*&,N05C M Other hypnotics and sedatives,N05C M23** Paeonia preparations,7501.783051750656
143984,CANDESARTANUM,"C09C A Angiotensin II receptor blockers (ARBs), plain",C09C A06 Candesartan,90029.1539983724
99288,IRBESARTANUM,"C09C A Angiotensin II receptor blockers (ARBs), plain",C09C A04 Irbesartan,71923.42524680341
44519,DEXTROSUM*,B05B A Solutions for parenteral nutritions,B05B A03 Carbohydrates,5666.2697334155855
108961,HEXETIDINUM,A01A B Antiinfectives and antiseptics for local oral treatment,A01A B12 Hexetidine,3670.955798301408
38192,PIRACETAMUM,N06B X Other psychostimulants and nootropics,N06B X03 Piracetam,31585.463225872805
81708,PLANTAGO (SEMENI PSYLLIUM),A02X OTHER DRUGS FOR ACID RELATED DISORDERS,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,0.0
82204,BETAXOLOLUM,"C07A B Beta blocking agents, selective",C07A B05 Betaxolol,19664.513489966175
402663,ROSA L.*&,A05A X Other drugs for bile therapy,"A05A X10** Other preparations, incl. combinations",4375.569017824317
7766,METAMIZOLUM NATRICUM+PITOFENONUM+FENPIVERINII BROMIDUM,A03D A Synthetic anticholinergic agents in combination with analgesics,A03D A02 Pitofenone and analgesics,58204.52669184892
72124,FLUTICASONUM,"D07A C Corticosteroids, potent (group III)",D07A C17 Fluticasone,22153.226011820858
88251,DECAMETOXINUM*,D08A J Quaternary ammonium compounds,D08A J10 Decamethoxine,19794.305531375885
76897,KETOPROFENUM,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A10 Ketoprofen,94130.78665515505
28253,SABALIS SERRULATAE*&,G04C X Other preparations used in benign prostatic hypertrophy,G04C X02 Sabalis serrulatae fructus,47439.75822596432
