SKU,missing_rate,negative_count,zero_rate,unknown_inn
289674,0.0,0,0.9833333333333333,False
295283,0.0,0,0.21666666666666667,False
70828,0.0,0,0.08333333333333333,False
287544,0.0,0,0.8666666666666667,False
86242,0.0,0,0.9,False
110071,0.0,0,0.85,False
182808,0.0,0,0.9166666666666666,False
88602,0.0,0,0.95,False
113469,0.0,0,0.8666666666666667,False
84158,0.0,0,0.9666666666666667,False
48270,0.0,0,0.08333333333333333,False
82909,0.0,0,0.9333333333333333,False
192470,0.0,0,0.95,False
82850,0.0,0,0.5833333333333334,True
82222,0.0,0,0.9666666666666667,False
163859,0.0,0,0.6,False
85513,0.0,0,0.6166666666666667,False
138610,0.0,0,0.9833333333333333,False
448934,0.0,0,0.48333333333333334,False
84157,0.0,0,0.8333333333333334,False
40749,0.0,0,0.0,False
70831,0.0,0,0.9666666666666667,False
196887,0.0,0,0.9666666666666667,False
23430,0.0,0,0.9,True
421513,0.0,0,0.9833333333333333,False
51909,0.0,0,0.38333333333333336,False
111049,0.0,0,0.9666666666666667,False
240822,0.0,0,0.5666666666666667,False
83894,0.0,0,0.16666666666666666,False
153632,0.0,0,0.7,False
82851,0.0,0,0.65,True
359507,0.0,0,0.4666666666666667,False
136047,0.0,0,0.3333333333333333,False
111775,0.0,0,0.8666666666666667,False
187584,0.0,0,0.5333333333333333,False
92128,0.0,0,0.7166666666666667,False
167736,0.0,0,0.9666666666666667,False
227734,0.0,0,0.43333333333333335,False
154922,0.0,0,0.9833333333333333,False
109291,0.0,0,0.6166666666666667,False
99703,0.0,0,0.7333333333333333,False
12761,0.0,0,0.8333333333333334,False
126326,0.0,0,0.11666666666666667,False
500828,0.0,0,0.0,False
20962,0.0,0,0.95,False
406453,0.0,0,0.8333333333333334,False
88596,0.0,0,0.9333333333333333,False
187933,0.0,0,0.8833333333333333,False
62826,0.0,0,0.9833333333333333,False
161427,0.0,0,0.8666666666666667,False
192595,0.0,0,0.7833333333333333,False
8057,0.0,0,0.9833333333333333,False
90633,0.0,0,0.9666666666666667,False
274956,0.0,0,0.5166666666666667,False
328136,0.0,0,0.08333333333333333,False
51963,0.0,0,0.13333333333333333,False
169235,0.0,0,0.9166666666666666,False
44967,0.0,0,0.9833333333333333,False
156473,0.0,0,0.0,False
486220,0.0,0,0.1,False
