INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m
CALCITRIOLUM,ATC4,D05A X Other antipsoriatics for topical use,7628.959999999999,37570.09,3.924667320316269,0.09120509217508023,0.20653078020308177,0.11532568802800154,0.0283538307672414,-0.3428986924006578
CALENDULA OFFICINALIS*&+CORIANDRUM SATIVUM*&+GLYCYRRHIZA GLABRA/URALENSIS*&+MELILOTUS OFFICINALIS*+SILYBUM MARIANUM*&,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,1.0122831306554224e-05,1.2727090697343289e-05,2.6042593907890646e-06,1.4559545875264757e-06,1.2925427932928072e-05
CALENDULA OFFICINALIS*&+MATRICARIA CHAMOMILLA*&+ACHILLEA MILLEFOLIUM*&,ATC4,A01A D Other agents for local oral treatment,3605050.57,4093407.57,0.13546467393937278,0.08872750986125556,0.08748219029653086,-0.0012453195647247062,-0.011532628168892833,0.0005037105963857508
CAMILOPHINUM+COFFEINUM*+ERGOTAMINUM+MECLOXAMINUM+PROPYPHENAZONUM,ATC3,N02C ANTIMIGRAINE PREPARATIONS,1363575.6700000002,1511725.98,0.10864839646192848,0.05194790546534171,0.050110953309144016,-0.0018369521561976965,0.004998795019437979,0.0006758331802001888
CAMPHORA*,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.05628811202474028,0.05391504449133256,-0.0023730675334077203,0.0019183973621305014,-0.0056887423053886416
CAMPHORA*+CARYOPHYLLUS AROMATICUS*&+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.016423177718628692,0.01604062858872964,-0.0003825491298990527,0.003783174717117286,-0.0004200367759428676
CAMPHORA*+CARYOPHYLLUS AROMATICUS*&+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+OLEUM TEREBINTHINE*,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.0,0.0,0.0,0.0,0.0
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+HEXETIDINUM+MENTHOLUM*,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,4.06432973365709e-05,7.259121885785487e-06,-3.3384175450785415e-05,6.532217788016928e-06,1.2875004665022483e-05
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.0,0.0,0.0,0.0,0.0
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.00840670965160609,0.007844051369230047,-0.0005626582823760433,0.0004917360131283278,-0.0004632470078275762
CAMPHORA*+CINEOLUM+LEVOMENTHOLUM+OXYMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",2502961.68,2964978.73,0.18458814359475118,0.112329650208628,0.13125715407745944,0.018927503868831436,0.009844137677034903,-0.0398460425232349
CAMPHORA*+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM+PINUS SILVESTRIS*&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.0019429504597042815,0.0009643501382436025,-0.0009786003214606789,-0.0002474402306998661,-0.0013291739400395502
CAMPHORA*+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+MYRISTICA FRAGRANS*+OLEUM TEREBINTHINE*+THYMOL,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.044999204285164594,0.03930025879295147,-0.005698945492213121,0.01123242622964618,0.005823832381389164
CAMPHORA*+LEVOMENTHOLUM+PINUS SILVESTRIS*&,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.0,0.0,0.0,0.0,0.0
CAMPHORA*+MENTHA PIPERITA+VALERIANA,ATC4,A01A D Other agents for local oral treatment,3605050.57,4093407.57,0.13546467393937278,0.02086355753949937,0.011192137410348317,-0.009671420129151053,-0.00018783924104198886,-0.002788777878072352
CAMPHORA*+PINUS SILVESTRIS*&+EUCALYPTUS VIMINALIS*&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.005546628730275195,0.008576977172553549,0.003030348442278354,0.0027196901662564664,0.0018834782462236795
CAMPHORA*+SPIRITUS AETHYLICUS*,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.03351313665851192,0.03791965209390035,0.004406515435388433,-0.0007599358449786528,-0.0004844166938186359
CAMPHORA*+SULFANILAMIDUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,2178116.34,2181745.51,0.0016661965815838453,0.0002048375432507889,0.0003398379859619833,0.0001350004427111944,-4.743727711315203e-05,-6.000011238499947e-05
CANDESARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",4128596.3999999994,4264175.34,0.03283899099461518,0.0922950085409172,0.0809983507854534,-0.011296657755463804,-0.0019845526779463246,-0.0028844569128471526
CANDESARTANUM+HYDROCHLOROTHIAZIDUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.058922897642206866,0.05826561834146835,-0.0006572793007385141,0.002001040597786642,0.0037461226416273946
CAPECITABINUM,ATC4,L01B C Pyrimidine analogues,39771.45,29092.629999999997,-0.26850466854992716,0.3631833890894096,0.2700546495796359,-0.09312873950977374,-0.03607262293832769,-0.16745119933113228
CAPSAICINUM+ETHYLIS NICOTINAS*+GLYCOL SALICYLATUM*,ATC4,M02A C Preparations with salicylic acid derivatives,176596.43,152799.43000000002,-0.13475357344426486,0.0,0.0,0.0,0.0,0.0
CAPSELLA BURSA-PASTORIS MEDIC.*&,ATC3,G02A UTEROTONICS,12476.990000000002,14358.979999999998,0.15083686049279477,0.8070872862765779,0.7927986528291009,-0.014288633447476995,-0.0033795716307627455,-0.017788159434904527
CAPSICUM ANNUUM*&+DIMETHYLIS SULFOXIDUM,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.0053947932497957415,0.004742948657097057,-0.0006518445926986848,0.0015120868350557305,-0.0009517576873120347
CAPTOPRILUM,ATC4,"C09A A ACE inhibitors, plain",16261439.17,15386393.61,-0.05381107728855472,0.0728166054443999,0.07469545360213882,0.0018788481577389216,0.008682469681683055,-0.006610116244718675
CAPTOPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",11590622.649999999,11361873.319999998,-0.019735724033773105,0.4633117764385161,0.44694664048586663,-0.01636513595264949,0.02101192870295443,-0.03557381920744673
CARBAMAZEPIN,ATC3,N03A ANTIEPILEPTICS,2234278.87,2227171.08,-0.003181245678611333,0.44000626922636565,0.4328300590181872,-0.007176210208178435,-0.001020459851952149,-0.012777617057754487
CARBAZOCHROMUM+TROXERUTINUM,ATC4,C05C A Bioflavonoids,5186777.34,5886183.95,0.13484415546552087,0.015510521220870453,0.018148802502171206,0.002638281281300753,0.00537469551790801,0.0013842049775654036
CARBETOCINUM,ATC4,H01B B Oxytocin and derivatives,97528.08999999998,97311.79000000001,-0.0022178225780897787,0.0036124976916906714,0.003667078778429622,5.4581086738950384e-05,0.002721780814858163,0.002114043697494789
CARBIDOPA+LEVODOPA*,ATC4,N04B A DOPA and derivatives,217562.38999999996,259732.79000000004,0.1938312959330888,0.9275688229017894,0.9465503758689843,0.018981552967194837,0.002346929652139562,0.00571610751324747
CARBO ACTIVATUS MEDICINALIS*,ATC3,A07B INTESTINAL ADSORBENTS,12333989.049999999,9522920.59,-0.22791235249231867,0.7150636970931964,0.5742667554891372,-0.1407969416040592,0.004397306310038096,-0.11421335858893533
CARBOCISTEINUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.0328783910006086,0.03704334560721682,0.0041649546066082135,-0.0030491189884729944,0.0012539745205527447
CARBOMERUM,ATC4,S01X A Other ophthalmologicals,3420095.9600000004,3696662.8100000005,0.08086523104456989,0.028273294413645633,0.02595448244304435,-0.002318811970601284,0.000965196603313595,-0.0015337296058858564
CARBOPLATINUM,ATC4,L01X A Platinum compounds,19645.57,31162.639999999996,0.5862425982040733,0.38197720911126526,0.4733177291782726,0.09134052006700732,-0.12590848334079296,-0.15074296377460095
CARDIOSPERMUM HALICACABUM*&,ATC3,"D04A ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",923761.07,1248766.2500000002,0.35182818431610285,0.004382854107502062,0.0026707079887849303,-0.001712146118717132,0.001831095552623368,-0.00041852664718597865
CARICA PAPAYA*&+CHYMOTRYPSINUM+TRYPSINUM*,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,35011.520000000004,44583.33000000001,0.27339030124941743,0.0,0.0,0.0,0.0,0.0
CARIPRAZINUM,ATC4,N05A X Other antipsychotics,279300.42,331787.77,0.1879243504180912,0.005823836569955749,0.006966350809133199,0.0011425142391774503,0.0016615213220690268,0.0008722837372585508
CARNITINUM+COBAMAMIDUM*+COCARBOXYLASUM+LYSINUM+PYRIDOXALPHOSPHATUM*,ATC3,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",1338871.6,1452235.7500000002,0.08467141285243485,0.26055013789223697,0.22076277904603298,-0.03978735884620399,-0.010248673048487866,0.004255317875139414
CARNITINUM+LYSINUM,ATC4,A15 APPETITE STIMULANTS,378859.33999999997,426904.79000000004,0.12681606318587813,0.11902903066874372,0.05649496226078886,-0.06253406840795486,-0.0017989110063498042,-0.1035272624355914
CARUM CARVI*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.011643641721994408,0.012517562240529176,0.0008739205185347675,0.004565917878521078,-0.0001629658915907571
CARVEDILOLUM,ATC3,C07A BETA-BLOCKING AGENTS,16846828.029999997,17067668.969999995,0.013108754930407862,0.15304406713291538,0.15589275516631965,0.0028486880334042675,-0.0012784791825405095,0.00268018161987979
CASPOFUNGINUM,ATC3,J02A ANTIMYCOTICS FOR SYSTEMIC USE,4783175.829999999,5140112.740000001,0.07462341395883865,7.317314111783342e-08,0.0,-7.317314111783342e-08,0.0,0.0
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&,ATC4,A06A B Contact laxatives,5755226.85,6197728.3,0.07688688239977903,0.21460477617837084,0.2083328515707925,-0.006271924607578333,-0.006524025318740523,0.0004604344279093564
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+NATRII PICOSULFAS,ATC4,A06A B Contact laxatives,5755226.85,6197728.3,0.07688688239977903,0.028935019303365946,0.024001600715539594,-0.004933418587826352,-0.0006436153558307713,-0.0033623084321315576
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+RHEUM*+SULFUR*+CARBO ACTIVATUS MEDICINALIS*,ATC4,A16A X Various alimentary tract and metabolism products,4174316.6599999997,4368090.35,0.04642045771391001,0.0,0.0,0.0,0.0,0.0
CEFALEXINUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,11216254.550000003,8359791.809999999,-0.25467171124428545,0.000991820393377217,0.0010398321151492886,4.801172177207173e-05,0.00020949699307013674,0.0006029271098200512
CEFAZOLINUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,11216254.550000003,8359791.809999999,-0.25467171124428545,0.015273295487039385,0.022377023764662392,0.007103728277623006,0.003916495073886868,0.009099618472186585
CEFDINIRUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.0068982917977891,0.011088865267390743,0.004190573469601643,-0.0015565133233258685,-0.00249183316887097
CEFDITORENUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.0,0.0,0.0,0.0,0.0
CEFEPIMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,11216254.550000003,8359791.809999999,-0.25467171124428545,0.07729396619301938,0.05440219330055303,-0.022891772892466355,6.745680908488288e-05,-0.008170395053365628
CEFEPIMUM+SULBACTAMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,11216254.550000003,8359791.809999999,-0.25467171124428545,0.00015297976631602032,0.0015502407589262684,0.0013972609926102481,-0.0001997856095863643,0.0005915972713029175
CEFIXIMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.08981998187930534,0.125003484174428,0.035183502295122654,0.019199972993720393,0.004367784709056924
CEFOPERAZONUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.011565424291770104,0.0030003029959979506,-0.008565121295772153,8.625951528137398e-05,-0.001841769989393235
CEFOPERAZONUM+SULBACTAMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.05452602376758649,0.041709561994460374,-0.012816461773126113,-0.0026195648287532583,0.002060841300712747
CEFOTAXIMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.026456501893243438,0.027434837068573328,0.0009783351753298898,0.004874231553739457,0.0023817928780965406
CEFPODOXIMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.053158171556506394,0.07399406339886687,0.020835891842360475,0.019290879249200005,0.0025515796027649473
CEFTAZIDIMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.05034726104541498,0.04404609412812918,-0.0063011669172858,0.0031807167009051257,-0.0038833097735207975
CEFTRIAXONUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.6747372352816838,0.6474697646100662,-0.02726747067161761,-0.041141390841932024,0.003393924038245455
CEFTRIAXONUM+SULBACTAMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.02644420141793315,0.02239034886686006,-0.00405385255107309,-0.0014993081447372616,-0.006642279946353222
CEFTRIAXONUM+TAZOBACTAMUM,ATC4,J01D D Third-generation cephalosporins,9706128.989999998,7243825.049999999,-0.25368547466625,0.006033307414349539,0.003802375100155132,-0.002230932314194407,0.00020054587473705308,4.4722527129853733e-05
CEFUROXIMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,11216254.550000003,8359791.809999999,-0.25467171124428545,0.0318092878874615,0.048939286922266075,0.017129999034804576,0.014051498087214322,0.013871678825034726
CELECOXIBUM,ATC4,M01A H Coxibs,436166.29,731635.53,0.6774233744657343,0.20997915726132801,0.18847728731818147,-0.02150186994314654,-0.0075014843670402065,-0.02731909664984103
CENTAURIUM VULG. RAF./PULCHELLUM (SWARTZ) DRUCE*&+LEVISTICUM OFFICINALE&+ROSMARINUS OFFICINALIS*&,ATC4,G04B X Other urologicals,3789755.96,4045568.3800000004,0.06750102716376505,0.4179879223674339,0.43323136710891524,0.015243444741481371,-0.008807758979031632,0.016638214366687942
CENTAURIUM VULGARE RAF./PULCHELLUM (SWARTZ) DRUCE*&,ATC4,A15 APPETITE STIMULANTS,378859.33999999997,426904.79000000004,0.12681606318587813,0.033580431196443515,0.03321051984448335,-0.00036991135196016295,0.004792473689655609,0.001748494642235504
CERULOPLASMINUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.0,0.0,0.0,0.0,0.0
CETIRIZINUM,ATC4,R06A E Piperazine derivatives,3003196.6700000004,3589155.78,0.1951118006534016,0.48062916572160425,0.42384209358558406,-0.05678707213602019,0.023601029319240907,0.02710956713784779
CETIRIZINUM+CHLORPHENAMINUM+DEXTROMETHORPHANUM+PARACETAMOLUM,ATC4,N02B E Anilides,28763784.080000002,27645282.480000004,-0.03888575984610154,0.01276442553520934,0.013952660830253883,0.0011882352950445436,0.0028860408437761977,-6.217852090741917e-05
CETIRIZINUM+PARACETAMOLUM,ATC4,N02B E Anilides,28763784.080000002,27645282.480000004,-0.03888575984610154,0.0,0.0,0.0,0.0,0.0
CETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,28763784.080000002,27645282.480000004,-0.03888575984610154,0.01740126398556945,0.029449521833932797,0.012048257848363348,0.004590764215540399,-0.001343011998415803
CETRORELIXUM,ATC3,H01C HYPOTALAMIC HORMONES,37953.13,46383.97000000001,0.2221382004593564,0.0028084640186461568,0.0029995276385354677,0.00019106361988931089,-0.0005305638161106794,-0.0008294248781745002
CETUXIMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,16490.409999999996,8159.8,-0.5051790707447539,0.003946536198918039,0.01131767935488615,0.007371143155968112,-0.05656301669422369,0.00404361272537501
CETYLPYRIDINII CHLORIDUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.0,0.0,0.0,0.0,0.0
CETYLPYRIDINII CHLORIDUM+MURAMIDASE,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.0018159906512322955,0.0008800852561612838,-0.0009359053950710117,-9.081413509088645e-05,-0.001599890540861153
CHELIDONIUM MAJUS*&,ATC4,A16A X Various alimentary tract and metabolism products,4174316.6599999997,4368090.35,0.04642045771391001,0.014269478061110966,0.014452537594603557,0.00018305953349259142,0.0016191246070893263,0.0010443424768125358
CHLORAMBUCILUM,ATC4,L01A A Nitrogen mustard analogues,9437.350000000002,10068.52,0.06688000339078215,0.12847250552326656,0.11927770913699332,-0.00919479638627324,0.02830774889687568,-0.0035944767813729933
CHLORAMPHENICOLUM+HYDROCORTISONUM+METRONIDAZOLUM+NYSTATINUM,ATC4,G01B F Imidazole derivatives and corticosteroids,569718.82,670364.34,0.17665823291566896,0.0,0.0,0.0,0.0,0.0
CHLORAMPHENICOLUM+LIDOCAINUM+METRONIDAZOLUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.015748910341826263,0.013618061888698706,-0.0021308484531275575,0.0069857667237414114,-0.0006874595318325169
CHLORAMPHENICOLUM+METHYLURACILUM*,ATC4,D03A X Other cicatrizants,7400679.880000001,7192421.180000001,-0.028140482141757017,0.3437260915547126,0.3560699527888326,0.012343861234119957,-0.03460619226676165,0.018535023390540084
CHLORAMPHENICOLUM+METHYLURACILUM*+SULFADIMETHOXINUM+TRIMECAINUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.2128485682031089,0.18232439084593882,-0.030524177357170085,0.00011586915227743133,-0.007129677934161666
CHLORHEXIDINUM+CHLOROCRESOLUM+HEXAMIDINUM,ATC4,D08A C Biguanides and amidines,3752700.0300000003,3787531.06,0.00928159184628452,0.03302782237033744,0.046909289240257744,0.013881466869920304,0.004612140969115136,0.006403275907111705
CHLORHEXIDINUM+LIDOCAINUM+TYROTHRICINUM,ATC3,R02A THROAT PREPARATIONS,20920768.500000004,20897269.0,-0.0011232617960474922,0.02280593946632505,0.032497834047118784,0.009691894580793736,0.0010199293850337507,0.006564811668886349
CHLORHEXIDINUM+METRONIDAZOLUM,ATC4,A01A B Antiinfectives and antiseptics for local oral treatment,1294409.0499999998,1321935.2200000002,0.021265433828665303,0.4301179445554712,0.4761626292096219,0.04604468465415068,0.04504859317926824,-0.003650263904164286
CHLORIN E6*,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,35011.520000000004,44583.33000000001,0.27339030124941743,6.569266344334664e-06,0.0,-6.569266344334664e-06,0.0,0.0
CHLORMADINONUM + ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",1851718.9599999997,2170075.95,0.17192511222113338,0.041023233892901335,0.03639079544658333,-0.004632438446318006,-0.0018201537895273234,-0.004918230142352591
CHLORNITROPHENOLUM*,ATC4,D01A E Other antifungals for topical use,3596177.9400000004,3618248.29,0.006137168507295732,0.024535510053209433,0.013411276980110172,-0.011124233073099262,0.0028050161773113882,0.012883429866376568
CHLOROBUTANOLUM+CHOLINI SALICYLAS+HEXETIDINUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.05867857497101454,0.07272579447962474,0.014047219508610202,-0.010026271595276429,0.0048372754777168125
CHLOROPYRAMINUM,ATC3,R06A ANTIHISTAMINES FOR SYSTEMIC USE,15327274.979999999,18054643.830000002,0.17794218825974273,0.06774749597400387,0.05940460637710624,-0.008342889596897628,0.003007097973997848,-0.00026428911837477614
