INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m
ESTRADIOLI VALERAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",151001.83000000002,183473.96000000002,0.2150446123732408,0.24856546440529892,0.1563654591637963,-0.09220000524150262,0.03945487466138442,0.21034721793526553
ESTRADIOLI VALERAS+LEVONORGESTRELUM,ATC3,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,428423.36,494448.99,0.15411304836412287,0.00010989130004489017,0.001497727804034952,0.0013878365039900619,0.005756010447017111,0.0029059823760635107
ESTRADIOLUM,ATC4,"G03C A Natural and semisynthetic estrogens, plain",151001.83000000002,183473.96000000002,0.2150446123732408,0.5744784682410802,0.6361586679657429,0.061680199724662765,-0.04546157719659294,-0.18391684869903968
ESTRAMUSTINUM,ATC4,L01X X Other antineoplastic agents,14943.83,12699.560000000001,-0.15018037544591978,0.07451302644636616,0.06053516814755786,-0.0139778582988083,0.027189852315604904,-0.022463961716869603
ESTRIOLI SUCCINAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",151001.83000000002,183473.96000000002,0.2150446123732408,0.17086667095359043,0.17563544167248582,0.004768770718895393,-0.011554480341504358,-0.03868656779782487
ETAMSYLATUM,ATC4,B02B X Other systemic hemostatics,540483.02,520959.12999999995,-0.036123040461104705,0.30568921480641514,0.2585593422654864,-0.04712987254092876,-0.01719670532094325,0.006298402936811498
ETANERCEPT,ATC4,L04A B Tumor necrosis factor alpha inhibitors,2093.48,5247.120000000001,1.5064103788906515,0.01697651756883276,0.06272774398146029,0.045751226412627535,0.11712398146969419,0.09452300184030912
ETHAMBUTOLUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,118677.21999999999,118955.89000000001,0.002348133871016067,0.015364700993164487,0.007290181259624891,-0.008074519733539596,0.003353682069266228,-0.0035981295316473956
ETHINYLESTRADIOLUM+ETONOGESTRELUM,ATC4,G02B B Intravaginal contraceptives,242721.91999999998,254180.46999999997,0.047208550426759865,0.06219351758588594,0.05973503786502559,-0.00245847972086035,0.007002577657548956,0.0029509468611487247
ETHINYLESTRADIOLUM+GESTODENUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",1851718.9599999997,2170075.95,0.17192511222113338,0.1075287364341725,0.09616071271606876,-0.011368023718103748,0.003165777513373033,-0.0014452315335908433
ETHINYLESTRADIOLUM+LEVONORGESTRELUM,ATC3,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,2379895.6600000006,2829999.78,0.18912766957186644,0.029031823185055084,0.025564327075672074,-0.00346749610938301,0.005320256589721094,-0.0006402393812358874
ETIFOXINUM,ATC4,N05B X Other anxiolytics,175055.93000000002,365574.08,1.0883273134477647,0.08799376290766042,0.036366910914471834,-0.05162685199318859,-0.005148664068061311,0.0031130729291149115
ETODOLACUM,ATC4,M01A B Acetic acid derivatives and related substances,14939351.220000003,14395162.809999997,-0.036426508888249165,0.0037450354554285654,0.005514823350580778,0.0017697878951522129,0.0003921086921277357,-0.00036429612912085817
ETOPOSIDUM,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,24644.800000000003,17907.37,-0.2733814029734468,0.032961923002012596,0.0662023513223885,0.0332404283203759,0.03357120038998182,-0.0052234072713595175
ETORICOXIBUM,ATC4,M01A H Coxibs,436166.29,731635.53,0.6774233744657343,0.7796925113126006,0.8035367008488502,0.02384418953624956,0.009779160688711541,0.03052880200732322
EUCALYPTUS VIMINALIS*&+GLYCEROLUM+MENTHOLUM*,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0008409647278989863,0.0009445696307790156,0.00010360490288002929,0.00020024831616644208,0.0002832403216391756
EUCALYPTUS VIMINALIS*&+LARIX DECIDUA*+PINUS SILVESTRIS*&,ATC4,D08A X Other antiseptics and disinfectants,21917350.26,19720366.459999997,-0.1002394803175447,1.0452905907066522e-06,0.0021961640564766667,0.00219511876588596,0.0003148426386367902,0.001986381830578354
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.0,0.0,0.0,0.0,0.0
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.003892983352519368,0.003454395930182131,-0.00043858742233723706,-0.0009530501471668607,-1.4485409448389535e-05
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+PLANTAGO (SEMENI PSYLLIUM)+TUSSILAGO FARFARA*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0,0.0,0.0,0.0,0.0
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.0011164209794544415,0.0005180271052285913,-0.0005983938742258503,-0.00026248212883419345,-0.0002068386069646168
EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.00011170440119014018,0.00011827029566658717,6.565894476446988e-06,1.3542699327758734e-05,-2.9587457923147887e-05
EUCALYPTUS VIMINALIS*&+MENTHOLUM*+METHYL SALICYLAT*+PINUS SILVESTRIS*&,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.004588580018186802,0.003896244958787033,-0.000692335059399769,0.0006496161267387267,-0.0007074452983473214
EUCALYPTUS VIMINALIS*&+PINUS SILVESTRIS*&,ATC4,R05F B Other cough suppressants and expectorants,1518375.1899999997,1639695.17,0.07990118700503812,0.06540881374648912,0.05908955626185079,-0.006319257484638324,0.0060815981524446755,0.013585547478679016
EUCALYPTUS VIMINALIS*&+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",2502961.68,2964978.73,0.18458814359475118,0.0,0.0,0.0,0.0,0.0
EUCALYPTUS VIMINALIS+GUAIASULENUM*+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,ATC4,R01A X Other nasal preparations,2282055.94,2402285.83,0.05268490044113472,0.004378135445706909,0.0,-0.004378135445706909,0.0,0.0
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,ATC4,R01A X Other nasal preparations,2282055.94,2402285.83,0.05268490044113472,0.13862146166320535,0.1379372953300898,-0.000684166333115549,0.010249410363187855,0.002211607790573583
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.026618939919054906,0.020343120592720185,-0.006275819326334722,0.002255895909158097,-0.0009165040627007667
EXEMESTANUM,ATC4,L02B G Aromatase inhibitors,192804.58000000002,194001.26,0.006206699031734653,0.13319107875964356,0.11726614559101316,-0.015924933168630404,0.00968679402520646,-0.0016448725062716552
EZETIMIBUM,ATC4,C10A X Other ilipid modifying agents,238659.69999999998,276242.73,0.15747539278730338,0.04669665636888005,0.17906284809739612,0.13236619172851607,-0.013382227971868027,0.07702195496537301
EZETIMIBUM+ROSUVASTATINUM,ATC3,"C10B Lipid modifying agents, combinations",255212.84,325240.51,0.2743892901313274,0.2584871905347709,0.2068468654166112,-0.05164032511815972,0.0378098779815815,0.030719032509083366
FABOMOTIZOLUM,ATC4,N05B X Other anxiolytics,175055.93000000002,365574.08,1.0883273134477647,0.86188334208387,0.9161481579875683,0.05426481590369836,0.014928494436260542,0.002665499018405182
FACTOR COAGULATIONIS VIII*,ATC4,B02B D Blood coagulation factors,41.010000000000005,58.62,0.42940746159473275,0.01731285052426237,0.0,-0.01731285052426237,0.0,0.0
FACTOR COAGULATIONIS VIII*+WILLEBRAND FACTOR*,ATC4,B02B D Blood coagulation factors,41.010000000000005,58.62,0.42940746159473275,0.0,0.0,0.0,0.0,0.0
FAMCICLOVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,1421876.53,1778343.9100000001,0.25070206342037316,0.005865445996214594,0.011899970461843904,0.006034524465629311,0.002161494096706582,0.0019483131524164546
FAMOTIDINUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,19943594.57,21210444.729999997,0.0635216563169434,0.042900089900894924,0.03563874306373398,-0.007261346837160947,-0.00026168504890659167,-0.0023111888176847867
FAVIPIRAVIRUM,ATC4,J05A X Other antivirals,8059363.58,6554152.339999999,-0.18676552125471935,0.0044699621306822845,8.537793614971117e-05,-0.004384584194532574,4.561433276450633e-06,-0.00015229137699325336
FEBUXOSTATUM,ATC3,M04A ANTIGOUT PREPARATIONS,581118.9,724437.0900000001,0.2466245548028123,0.2575272117289594,0.33919283453584625,0.08166562280688683,0.006525436470710466,0.0463746930032955
FELODIPINUM,ATC4,C08C A Dihydropyridine derivatives,7438871.050000002,7170046.41,-0.036137827661362865,0.0031381401617386544,0.0024448182058559365,-0.0006933219558827178,-0.00013518637614438542,-7.860948983043261e-05
FENOFIBRATUM,ATC3,"C10A LIPID MODIFYING AGENTS, PLAIN",6460900.26,7515020.17,0.1631537196954036,0.005624177519805884,0.006373280299525797,0.0007491027797199125,-0.00014193405972387496,0.0006068699914031101
FENOTEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,2079350.16,2000281.5399999998,-0.03802563970274253,0.02524876810551235,0.020264857316035622,-0.004983910789476728,-0.001223041732595593,-5.2902931207052944e-05
FENPIVERINII BROMIDUM+IBUPROFENUM+PITOFENONUM,ATC4,A03E D Antispasmodics in combination with other drugs,715527.6300000001,685918.5899999999,-0.041380708107666364,0.2429065527490531,0.18056466438677513,-0.06234188836227797,0.004262298884394944,-0.007882824433601887
FENPIVERINII BROMIDUM+KETOROLACUM+PITOFENONUM,ATC4,A03D A Synthetic anticholinergic agents in combination with analgesics,6820836.659999999,7835907.65,0.14881913181600814,0.0041089446056314155,0.008183233246757316,0.0040742886411259,0.004923053761487318,0.0070118206484637005
FENSPIRIDUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,1194485.0699999998,1154563.03,-0.03342196650478002,0.0,0.0,0.0,0.0,0.0
FENTANYLUM,ATC3,N02A OPIOIDS,1442651.5,2420842.38,0.6780507142577399,0.0010080327785331384,0.0013477953075160557,0.00033976252898291733,0.0004774309010706077,0.0011320734306791195
FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,ATC3,B03A IRON PREPARATIONS,1078604.6300000001,1422195.19,0.3185509782208147,0.15749928683321152,0.18878323586511353,0.031283949031902014,0.026683978079583254,0.011450258746706576
FERRI SACCHARAS*,ATC3,B03A IRON PREPARATIONS,1078604.6300000001,1422195.19,0.3185509782208147,0.06908024305439889,0.05656354385504566,-0.012516699199353228,0.0019657117329777984,-0.0020079193380293237
FERRI SULFAS*,ATC3,B03A IRON PREPARATIONS,1078604.6300000001,1422195.19,0.3185509782208147,0.11259195132511159,0.08913935364948043,-0.023452597675631154,0.033684928842539444,0.06362694766631734
FERRI SULFAS*+SERINUM,ATC4,B03A E Iron in other combinations,424029.04,611026.14,0.44100069183940804,0.04113675799185829,0.0007899171056740714,-0.04034684088618422,-9.546863762403799e-05,-0.0012353264877939584
FERRICUM CARBOXYMALTOSUM,ATC4,"B03A C Iron, parenteral preparations",119313.82,140104.21,0.174249638474403,0.032282094396106,0.08434700142129918,0.05206490702519318,0.004128632707368338,0.011452654635279627
FERROUS FUMARATE*,ATC3,B03A IRON PREPARATIONS,1078604.6300000001,1422195.19,0.3185509782208147,0.04135419852592325,0.05750566488696956,0.016151466361046307,0.0004402082540406263,-0.0034582149462451875
FEXOFENADINUM,ATC4,R06A X Other antihistamines for systemic use,7217109.7700000005,8524545.809999999,0.18115784319018302,0.05754998375201378,0.05404131085313507,-0.003508672898878705,-0.02320593955433633,0.0023060755032407107
FILGRASTIMUM,ATC3,L03A IMMUNOSTIMULANTS,1592163.9000000001,1436388.6199999999,-0.09783872125225312,0.015097553712906062,0.007195093205347171,-0.00790246050755889,-0.00436978729028726,-0.0019556165269531437
FINASTERIDUM,ATC3,G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,2071262.0900000003,2229365.06,0.07633170652971288,0.04538749608457324,0.03786252037160751,-0.007524975712965724,4.507230437898746e-06,-0.0025045994751297096
FINGOLIMODUM,ATC4,L04A A Selective immunosuppressants,41083.75,45688.8,0.11208932972282226,0.0010765813734140628,0.0024631857260422685,0.0013866043526282058,-0.00010084659864933929,-0.005286737354931446
FLADEXANUM*,ATC4,D11A X Other dermatologicals,440579.11000000004,447535.11,0.01578831098006428,0.012645016237832976,0.012439046402415223,-0.00020596983541775263,0.0011759583754085267,-0.003953913823596935
FLECAINIDUM,ATC4,"C01B C Antiarrhythmics, class 1c",330558.22,328150.78,-0.007282953060431918,0.16632797695970167,0.26517297932371203,0.09884500236401036,-0.007163351670197049,0.038026470590502404
FLUDARABINUM,ATC4,L01B B Purine analogues,149.98000000000002,389.67,1.5981464195226027,0.011468195759434589,0.34852567557163755,0.33705747981220296,-0.2764194924572283,-0.02240057725335809
FLUDROCORTISONUM,ATC3,"H02A CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",3073065.4000000004,3174543.87,0.03302190379677561,0.003894036879267197,0.0038560878353840486,-3.794904388314821e-05,0.0007456233947896124,0.0009285534274990803
FLUMAZENILUM,ATC4,V03A B Antidotes,262765.92,250976.90000000002,-0.044865102750006436,2.740081362149247e-06,0.0001939222294960213,0.00019118214813387206,-0.0001224622402869803,-5.1617488308762245e-05
FLUOCINOLONI ACETONIDUM,ATC4,"D07A C Corticosteroids, potent (group III)",1808899.01,1828476.4,0.010822820893688245,0.5151619658413102,0.50965886133395,-0.005503104507360246,0.003031065673213762,0.02174670506056936
FLUOCINOLONI ACETONIDUM+NEOMYCINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",1638612.3800000004,1879188.55,0.14681700988979451,0.004594637567671738,0.003597020639573394,-0.000997616928098344,0.0007019569738305033,-7.41436961995811e-05
FLUOCINONIDUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",1638612.3800000004,1879188.55,0.14681700988979451,0.30825688623199576,0.29515878542363405,-0.013098100808361712,-0.034858823097685954,-0.004290343206895475
FLUOCORTOLONUM+LIDOCAINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,2178116.34,2181745.51,0.0016661965815838453,0.05553101906393118,0.02137707160905307,-0.03415394745487811,-0.0020596137776962634,-0.005931279863701337
FLUOROURACILUM,ATC4,L01B C Pyrimidine analogues,39771.45,29092.629999999997,-0.26850466854992716,0.44098115608055527,0.5287645015249567,0.08778334544440142,0.05243697051226048,0.21864897600817013
FLUOXETINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,1174136.31,1643935.7600000002,0.40012343200594835,0.1980378325920267,0.23847423332405637,0.04043640073202967,-0.009104866602263756,0.0027704313433544736
FLUPENTIXOL,ATC4,N05A F Thioxanthene derivatives,118273.12000000001,120892.17,0.0221440848098029,0.3114898803718038,0.3380595285865081,0.02656964821470431,-0.012123833226192593,0.001434807201177446
FLUPHENAZINUM,ATC4,N05A B Phenothiazines with piperazine structure,118134.83000000002,116916.1,-0.010316432503437056,0.14480572748951345,0.11929973716194776,-0.02550599032756569,0.010291689006748622,0.015465181190858143
FLUPIRTINE,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,101585270.42,97298427.33,-0.042199455415890874,0.0,0.0,0.0,0.0,0.0
FLUTAMIDUM,ATC4,L02B B Anti-androgens,121647.2,144681.35,0.1893520771542625,0.7607676132290756,0.8264213735909983,0.06565376036192272,0.000944119871369109,0.06184201551088009
FLUTICASONUM FUROAS,ATC4,R01A D Corticosteroids,1797646.62,2524783.5,0.4044937819870291,0.07603902150690772,0.06362618418569355,-0.012412837321214176,-0.072995336400779,0.020478134583099127
FLUTICASONUM+SALMETEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",658755.6900000001,1033327.5599999999,0.5686051379685235,0.4831461569614677,0.2904859132954898,-0.1926602436659779,-0.0024285899593767257,-0.03133060489653433
FLUVOXAMINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,1174136.31,1643935.7600000002,0.40012343200594835,0.004827403727936836,0.004899984656334746,7.25809283979098e-05,0.0003544064310565401,0.0004135113645161153
FOENICULUM VULGARE MILL.*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.0,0.0,0.0,0.0,0.0
FOLLITROPIN DELTA,ATC4,G03G A Gonadotropins,7243.8099999999995,15523.869999999999,1.1430531722946902,6.48829828501852e-05,0.00090505782385449,0.0008401748410043048,-0.00017114950499431963,-0.0017063375450195762
FOLLITROPINUM ALFA,ATC4,G03G A Gonadotropins,7243.8099999999995,15523.869999999999,1.1430531722946902,0.21421323861338162,0.19292805209010383,-0.021285186523277794,-0.05980001214495778,-0.08285408924155718
FOLLITROPINUM ALFA+LUTROPINUM ALFA,ATC4,G03G A Gonadotropins,7243.8099999999995,15523.869999999999,1.1430531722946902,0.08664915286292713,0.17043881454817647,0.08378966168524934,-0.0233236416144834,-0.07888769133881499
FOLLITROPINUM BETA,ATC4,G03G A Gonadotropins,7243.8099999999995,15523.869999999999,1.1430531722946902,0.17709050900009804,0.15259468160967596,-0.02449582739042208,0.2455667386438813,0.07257388867595657
FONDAPARINUXUM NATRICUM,ATC3,B01A ANTITHROMBOTIC AGENTS,16800309.720000003,16093527.65,-0.04206958572666131,0.0002254137014802605,0.0001231147106520179,-0.0001022989908282426,4.028997634189235e-05,-3.3615599861933545e-05
FONTURACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,8412020.469999999,8489784.22,0.009244360528761542,3.0789273626196967e-07,0.0,-3.0789273626196967e-07,0.0,0.0
FORMALDEHYDUM*,ATC3,D11A OTHER DERMATOLOGICAL PREPARATIONS,2006681.9699999997,2153915.1199999996,0.07337144211247382,0.18218591957548713,0.1899332179812174,0.0077472984057302685,-0.04685368974267615,-0.009359575125382713
FORMOTEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,2079350.16,2000281.5399999998,-0.03802563970274253,0.02489099286673294,0.021063314917159112,-0.0038276779495738274,-0.0005887851439137087,-0.0015852278721015106
FOSFOCREATININUM,ATC4,C01E B Other cardiac preparations,15166467.809999999,11316263.01,-0.25386298564926035,0.0005448025277548129,0.0007569672066149688,0.00021216467886015595,4.077996113261383e-05,-1.3476742270638513e-05
FOSFOMYCINUM,ATC4,J01X X Other antibacterials,1511811.8600000003,1582263.8499999999,0.046601030104367336,0.3957939448894123,0.413110740032391,0.017316795142978736,-0.02087165873784874,0.021384527341423765
FOSFRUCTOSUM,ATC4,C01E B Other cardiac preparations,15166467.809999999,11316263.01,-0.25386298564926035,0.0,0.0,0.0,0.0,0.0
FOSINOPRILUM,ATC4,"C09A A ACE inhibitors, plain",16261439.17,15386393.61,-0.05381107728855472,0.0,0.0,0.0,0.0,0.0
FOSINOPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",11590622.649999999,11361873.319999998,-0.019735724033773105,0.0,0.0,0.0,0.0,0.0
FRAMYCETINUM,ATC4,R01A X Other nasal preparations,2282055.94,2402285.83,0.05268490044113472,0.11356042832148978,0.14155152802945187,0.027991099707962083,0.015614376261627927,-0.008902263175364078
FRANGULA ALNUS*&,ATC4,A06A B Contact laxatives,5755226.85,6197728.3,0.07688688239977903,0.015659978720039505,0.014524386298121523,-0.0011355924219179827,0.0006678079514428233,-0.002814158796394191
FREMANEZUMAB,ATC3,N02C ANTIMIGRAINE PREPARATIONS,1363575.6700000002,1511725.98,0.10864839646192848,0.00010889751354979806,0.00023815162586542302,0.00012925411231562496,0.00010887271304362367,-5.4884856301427604e-05
FULVESTRANTUM,ATC4,L02B A Anti-estrogens,153145.53999999998,128666.42000000001,-0.15984219977937308,0.00555817688193858,0.0036594629741000012,-0.0018987139078385788,0.0010957288386885555,-0.002897033234151773
FURAZOLIDONUM,ATC4,G01A X Other antiinfectives and antiseptics,657961.5399999999,727061.9299999999,0.10502192878933325,0.301161083062697,0.25607924485882516,-0.04508183820387185,-0.02076092544366276,-0.0008361738054500911
FUROSEMIDUM,ATC3,C03C HIGH-CEILING DIURETICS,2477991.3400000003,2705757.1900000004,0.09191551492669858,0.562554560824252,0.5479184553141665,-0.01463610551008554,-0.020158290268768253,-0.010996852417804237
FUROSEMIDUM+SPIRONOLACTONUM,ATC4,C03D A Aldosterone antagonists,3056309.85,3573315.29,0.16916002152072362,0.0,0.0,0.0,0.0,0.0
GABAPENTINUM,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,101585270.42,97298427.33,-0.042199455415890874,0.0014082723746122404,0.001745645172906414,0.00033737279829417345,4.281225703790543e-05,-3.0102023740121364e-05
GABEXATUM,ATC3,B02A ANTIFIBRINOLYTICS,522343.02,486314.50000000006,-0.06897482807370525,0.00046101889137907884,0.002005512893405399,0.00154449400202632,0.001674141803177286,0.0014854087168566813
GADOBUTROLUM,ATC4,V08C A Paramagnetic contrast media,5354.15,7525.03,0.40545744889478263,0.06990278568960527,0.22742899363856356,0.15752620794895827,0.02309463060746378,-0.012090715538085384
GADODIAMIDUM,ATC4,V08C A Paramagnetic contrast media,5354.15,7525.03,0.40545744889478263,0.0,0.0,0.0,0.0,0.0
GALANTAMINUM,ATC4,N06D A Cholinesterase inhibitors,122255.78,175339.17,0.43419943008011574,0.0,0.0,0.0,0.0,0.0
GALAVITUM*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,0.005281609312429802,0.0001651722413720443,-0.0051164370710577575,-3.717335360083639e-05,-0.0003135103834489835
GANIRELIXUM,ATC3,H01C HYPOTALAMIC HORMONES,37953.13,46383.97000000001,0.2221382004593564,0.010242896962648403,0.029854063806957442,0.01961116684430904,0.03807007309407221,-0.0073614135634259455
GATIFLOXACINUM,ATC4,J01M A Fluoroquinolones,3877666.6700000004,3083580.45,-0.2047845489514446,0.0024730232936705718,0.0016975461107233314,-0.0007754771829472404,0.00020707693030229618,0.0008534826288218199
GEFITINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,161.35,184.04999999999998,0.1406879454601797,0.5333126743105052,0.44998641673458306,-0.08332625757592216,0.14585171094068444,0.04401510759929217
GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.0017582554078588626,0.0008828241248159233,-0.0008754312830429393,0.0010574634510591172,0.0005026560169714688
GELATINUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.013927009173020434,0.009493598458320174,-0.0044334107147002595,-0.0014577614234817342,-0.005102184064022165
GEMCITABINUM,ATC4,L01B C Pyrimidine analogues,39771.45,29092.629999999997,-0.26850466854992716,0.17707576666176367,0.14075901697440213,-0.03631674968736154,-0.030674193698414676,-0.07460465395335757
GEMTUZUMABUM,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,0.17,15.34,89.23529411764706,0.35294117647058826,0.6825293350717079,0.3295881586011196,0.32950249778818397,0.7529229144583528
GENTAMICINUM+METHOXAN+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.2632337250408223,0.28574110379199325,0.022507378751170926,-0.00908949067650372,-0.026180869230319703
GENTAMICINUM+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.06711943109566981,0.08678268979153596,0.019663258695866145,-0.002280539913563362,0.0050527631422374875
GENTIANA LUTEA&+PRIMULA&+RUMEX CONFERTUS&+SAMBUCUS NIGRA*&+VERBENA OFFICINALIS&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.2670687656697122,0.35705454851184487,0.08998578284213266,0.026923690146791635,0.014963849326659562
GIDAZEPAMUM*,ATC4,N05B A Benzodiazepine derivatives,3124612.12,2921176.6099999994,-0.06510744444017602,0.9826897874287193,0.9823318590792087,-0.000357928349510539,-0.0003927382677005875,0.00011497355584411117
GINKGO BILOBA*&,ATC3,N06D ANTI-DEMENTIA DRUGS,508008.55,602128.29,0.18527196048176764,0.38358244167347183,0.31144254989248216,-0.07213989178098967,-0.02584554868989697,-0.04135471412035363
GINKGO BILOBA*&+HEPTAMINOL+TROXERUTINUM,ATC4,C05C A Bioflavonoids,5186777.34,5886183.95,0.13484415546552087,0.0015864340149214888,0.003912509394138116,0.002326075379216627,0.0009118906681923203,0.0009474530477813943
GLATIRAMERI ACETAS*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,6.260849546730048e-05,0.00020983072944404444,0.00014722223397674395,-2.3096810386821298e-05,0.0002782822901528353
GLAUCINUM*,ATC4,R05D B Other cough suppressants,1584559.28,1519072.45,-0.041328103546873995,0.1674436377034755,0.17025494076994155,0.002811303066466042,-0.05784969409875196,-0.04445335722439256
GLIBENCLAMIDUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.05805079512686758,0.050044115621631746,-0.008006679505235835,-0.00014151727356095933,0.00016140056105314743
GLIBENCLAMIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.26049062693707115,0.1943908187743755,-0.06609980816269564,-0.01664849643138286,-0.03442247831154657
GLICLAZIDUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.6194443093993076,0.6316255977680061,0.012181288368698473,0.0069638113555462455,0.009917088849419442
GLICLAZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.0,0.0,0.0,0.0,0.0
GLIMEPIRIDUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.3181597562392975,0.31386542247093063,-0.004294333768366854,-0.006770098830687965,-0.010227021809082304
GLIMEPIRIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.17813698608645945,0.1658773176765314,-0.012259668409928037,-0.0029957426691902544,-0.0031957304809061837
GLIMEPIRIDUM+METFORMINUM+PIOGLITAZONUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.0,0.0,0.0,0.0,0.0
GLIPIZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.0,0.0,0.0,0.0,0.0
