INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m,sales_2022,sales_2023,delta_sales,market_effect,share_effect,interaction,reconciliation_error,growth_type
GADOBUTROLUM,ATC4,V08C A Paramagnetic contrast media,5354.15,7525.03,0.40545744889478263,0.06990278568960527,0.22742899363856356,0.15752620794895827,0.02309463060746378,-0.012090715538085384,374.27000000000004,1711.4099999999999,1337.1399999999999,151.7505593978503,843.4189462899149,341.97049431223456,0.0,Share-led Growth
GADODIAMIDUM,ATC4,V08C A Paramagnetic contrast media,5354.15,7525.03,0.40545744889478263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
GALANTAMINUM,ATC4,N06D A Cholinesterase inhibitors,122255.78,175339.17,0.43419943008011574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
GALAVITUM*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,0.005281609312429802,0.0001651722413720443,-0.0051164370710577575,-3.717335360083639e-05,-0.0003135103834489835,4482.009999999999,128.71,-4353.299999999999,-366.3309430595241,-4341.843699586662,354.8746426461866,9.094947017729282e-13,Structural Decline
GANIRELIXUM,ATC3,H01C HYPOTALAMIC HORMONES,37953.13,46383.97000000001,0.2221382004593564,0.010242896962648403,0.029854063806957442,0.01961116684430904,0.03807007309407221,-0.0073614135634259455,388.74999999999994,1384.75,996.0,86.35622542857477,744.3051646937506,165.33860987767463,0.0,Share-led Growth
GATIFLOXACINUM,ATC4,J01M A Fluoroquinolones,3877666.6700000004,3083580.45,-0.2047845489514446,0.0024730232936705718,0.0016975461107233314,-0.0007754771829472404,0.00020707693030229618,0.0008534826288218199,9589.56,5234.52,-4355.039999999999,-1963.7937192428149,-3007.042025660007,615.7957449028228,0.0,Structural Decline
GEFITINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,161.35,184.04999999999998,0.1406879454601797,0.5333126743105052,0.44998641673458306,-0.08332625757592216,0.14585171094068444,0.04401510759929217,86.05000000000001,82.82000000000001,-3.230000000000004,12.106197706848462,-13.44469165987504,-1.891506046973432,6.217248937900877e-15,Defend
GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.0017582554078588626,0.0008828241248159233,-0.0008754312830429393,0.0010574634510591172,0.0005026560169714688,212.32999999999998,113.79,-98.53999999999998,14.297113188571709,-105.71861374501067,-7.118499443561016,0.0,Defend
GELATINUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.013927009173020434,0.009493598458320174,-0.0044334107147002595,-0.0014577614234817342,-0.005102184064022165,1681.8500000000001,1223.6599999999999,-458.1900000000003,113.24636092968179,-535.386436375954,-36.049924553727976,-1.1368683772161603e-13,Defend
GEMCITABINUM,ATC4,L01B C Pyrimidine analogues,39771.45,29092.629999999997,-0.26850466854992716,0.17707576666176367,0.14075901697440213,-0.03631674968736154,-0.030674193698414676,-0.07460465395335757,7042.56,4095.05,-2947.51,-1890.960238542975,-1444.369794353415,387.8200328963901,0.0,Structural Decline
GEMTUZUMABUM,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,0.17,15.34,89.23529411764706,0.35294117647058826,0.6825293350717079,0.3295881586011196,0.32950249778818397,0.7529229144583528,0.060000000000000005,10.469999999999999,10.409999999999998,5.354117647058824,0.05602998696219034,4.999852365978985,-1.7763568394002505e-15,Market-led Growth
GENTAMICINUM+METHOXAN+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.2632337250408223,0.28574110379199325,0.022507378751170926,-0.00908949067650372,-0.026180869230319703,133700.06,165377.63,31677.570000000007,18651.033369517143,11431.809845062993,1594.7267854198756,-3.637978807091713e-12,Market-led Growth
GENTAMICINUM+TRYPTOPHANUM+ZINCI SULFAS*,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.06711943109566981,0.08678268979153596,0.019663258695866145,-0.002280539913563362,0.0050527631422374875,34090.89,50226.99000000001,16136.100000000013,4755.647282331349,9987.241821028529,1393.210896640138,-1.8189894035458565e-12,Share-led Growth
GENTIANA LUTEA&+PRIMULA&+RUMEX CONFERTUS&+SAMBUCUS NIGRA*&+VERBENA OFFICINALIS&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.2670687656697122,0.35705454851184487,0.08998578284213266,0.026923690146791635,0.014963849326659562,1678840.0900000003,2254976.7800000003,576136.69,7831.78621188862,565666.0725059817,2638.831282129756,-1.1641532182693481e-10,Share-led Growth
GIDAZEPAMUM*,ATC4,N05B A Benzodiazepine derivatives,3124612.12,2921176.6099999994,-0.06510744444017602,0.9826897874287193,0.9823318590792087,-0.000357928349510539,-0.0003927382677005875,0.00011497355584411117,3070524.42,2869564.85,-200959.56999999983,-199913.99807735378,-1118.3872589722262,72.815336326135,2.9103830456733704e-11,Structural Decline
GINKGO BILOBA*&,ATC3,N06D ANTI-DEMENTIA DRUGS,508008.55,602128.29,0.18527196048176764,0.38358244167347183,0.31144254989248216,-0.07213989178098967,-0.02584554868989697,-0.04135471412035363,194863.16,187528.36999999997,-7334.790000000037,36102.67967887235,-36647.68182081748,-6789.787858054889,-1.9099388737231493e-11,Defend
GINKGO BILOBA*&+HEPTAMINOL+TROXERUTINUM,ATC4,C05C A Bioflavonoids,5186777.34,5886183.95,0.13484415546552087,0.0015864340149214888,0.003912509394138116,0.002326075379216627,0.0009118906681923203,0.0009474530477813943,8228.48,23029.750000000004,14801.270000000004,1109.5624363649285,12064.83506805271,1626.8724955823666,0.0,Share-led Growth
GLATIRAMERI ACETAS*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,6.260849546730048e-05,0.00020983072944404444,0.00014722223397674395,-2.3096810386821298e-05,0.0002782822901528353,53.13,163.51,110.38,-4.3425077152332365,124.93380064163468,-10.21129292640146,1.4210854715202004e-14,Share-led Growth
GLAUCINUM*,ATC4,R05D B Other cough suppressants,1584559.28,1519072.45,-0.041328103546873995,0.1674436377034755,0.17025494076994155,0.002811303066466042,-0.05784969409875196,-0.04445335722439256,265324.37,258629.58999999997,-6694.780000000028,-10965.353036869103,4454.676362861224,-184.1033259921406,-9.094947017729282e-12,Share-led Growth
GLIBENCLAMIDUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.05805079512686758,0.050044115621631746,-0.008006679505235835,-0.00014151727356095933,0.00016140056105314743,206142.79,168003.04,-38139.75,-11260.535921054981,-28432.328071269207,1553.1139923241883,0.0,Structural Decline
GLIBENCLAMIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.26049062693707115,0.1943908187743755,-0.06609980816269564,-0.01664849643138286,-0.03442247831154657,231791.33000000002,199710.02999999997,-32081.300000000047,35827.22960235742,-58817.32723718074,-9091.202365176752,2.1827872842550278e-11,Defend
GLICLAZIDUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.6194443093993076,0.6316255977680061,0.012181288368698473,0.0069638113555462455,0.009917088849419442,2199693.87,2120429.53,-79264.34000000032,-120158.12844319924,43256.68174966736,-2362.893306468651,2.1827872842550278e-10,Share-led Growth
GLICLAZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
GLIMEPIRIDUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.3181597562392975,0.31386542247093063,-0.004294333768366854,-0.006770098830687965,-0.010227021809082304,1129809.5,1053677.23,-76132.27000000002,-61715.76730235953,-15249.505924383793,833.0032267432902,1.4551915228366852e-11,Structural Decline
GLIMEPIRIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.17813698608645945,0.1658773176765314,-0.012259668409928037,-0.0029957426691902544,-0.0031957304809061837,158510.92,170416.30000000002,11905.380000000005,24500.515723866418,-10908.971579935944,-1686.1641439304774,7.275957614183426e-12,Defend
GLIMEPIRIDUM+METFORMINUM+PIOGLITAZONUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
GLIPIZIDUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,889825.9900000001,1027363.4900000001,0.15456673725612347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
GLIQUIDONUM,ATC4,A10B B Sulfonylureas,3551076.0799999996,3357098.7899999996,-0.05462493216985653,0.004345139234527468,0.0044648641394315364,0.00011972490490406822,-5.219525129712514e-05,0.00014853239860989405,15429.920000000002,14988.990000000002,-440.9300000000003,-842.8583333863129,425.1522459851113,-23.22391259879887,1.7053025658242404e-13,Share-led Growth
GLUCOSAMINILMURAMILPENTAPEPTIDUM*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,0.011958022305923327,0.021440783948445834,0.009482761642522507,-0.007977418551658268,0.0012496680385282628,10147.66,16707.670000000002,6560.010000000002,-829.4050788925973,8047.1367712447,-657.721692352102,9.094947017729282e-13,Share-led Growth
GLUCOSAMINUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",5067625.8999999985,6154515.18,0.21447701575603717,0.02324269437489457,0.03130345678991403,0.008060762415019459,-0.002794610980883981,0.0005205496655643904,117785.28,192657.59999999998,74872.31999999998,25262.23535438924,40848.92838809915,8761.156257511571,1.4551915228366852e-11,Share-led Growth
GLUTATHIONUM*,ATC4,V03A B Antidotes,262765.92,250976.90000000002,-0.044865102750006436,0.03595287394955937,0.04392631353722195,0.007973439587662577,0.051140569690108405,0.017779236263236305,9447.19,11024.49,1577.2999999999993,-423.849150048833,2095.1481888165777,-93.99903876774556,2.2737367544323206e-13,Share-led Growth
GLUTOXIMUM*,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,0.014166335771399828,0.02412461791968546,0.009958282148285633,-0.02388052518148619,-0.005279321812808758,12021.650000000001,18799.04,6777.389999999999,-982.5730825302774,8450.666744016367,-690.7036614860908,0.0,Share-led Growth
GLYCEROLUM+IODUM*+KALII IODIDUM*,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.00010770571171913584,6.219601300475466e-05,-4.550969871438118e-05,-4.1406089442428164e-05,-1.7215995707434964e-05,1990.91,1111.0100000000002,-879.8999999999999,-66.95833499649883,-841.2340703315822,28.292405328081298,-1.1368683772161603e-13,Structural Decline
GLYCINUM,ATC4,N07X X Other nervous system drugs,2761264.92,2642752.95,-0.04291944939495329,0.39445779436476525,0.3503823806156379,-0.04407541374912732,-0.011627613684025206,-0.0038097431275058713,1089202.47,925974.0700000001,-163228.3999999999,-46747.97029202313,-121703.89381995096,5223.464111974154,2.9103830456733704e-11,Structural Decline
GLYCOPYRRONII BROMIDUM+INDACATEROLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,508722.68000000005,537074.42,0.055731228652907694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.024001594568009238,0.02437648545258928,0.0003748908845800404,-0.0062486503237762295,0.001123908658124357,218236.16,206155.67,-12080.48999999999,-15250.99961418565,3408.721317991048,-238.21170380539996,1.0913936421275139e-11,Share-led Growth
GOLIMUMABUM,ATC4,L04A B Tumor necrosis factor alpha inhibitors,2093.48,5247.120000000001,1.5064103788906515,0.003553891128647037,0.009359420024699262,0.0058055288960522245,0.006627452435817482,0.008166540640262157,7.4399999999999995,49.11,41.67,11.207693218946444,12.153758633307412,18.30854814774614,0.0,Share-led Growth
GONADOTROPINUM CHORIONICUM,ATC4,G03G A Gonadotropins,7243.8099999999995,15523.869999999999,1.1430531722946902,0.00011458058673543342,0.0,-0.00011458058673543342,0.0,0.0,0.83,0.0,-0.83,0.9487341330045929,-0.83,-0.9487341330045929,0.0,Defend
GOSERELINUM,ATC4,L02A E Gonadotropin releasing hormone analogues,50822.55,44799.799999999996,-0.11850546656946581,0.6165796482073409,0.599004906271903,-0.017574741935437954,-0.050422372706475094,-0.10273750238365653,31336.149999999998,26835.299999999996,-4500.850000000002,-3713.505076240767,-893.1932007508923,105.84827699165906,-1.8189894035458565e-12,Structural Decline
GUAIFENESINUM,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,Market-led Growth
GUANFACINUM,ATC4,C02A C Imidazoline receptor agonists,702862.23,820697.76,0.16765096340430752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
HALOPERIDOLUM,ATC3,N05A ANTIPSYCHOTICS,2166123.0999999996,2413663.61,0.11427813590095615,0.0421398396056069,0.03404889134488795,-0.008090948260718954,-0.0025436542573041114,-0.004006852429267856,91280.07999999999,82182.56999999999,-9097.509999999995,10431.317387290143,-17525.989928448147,-2002.8374588419847,-5.4569682106375694e-12,Defend
HARPAGOPHYTUM PROCUMBENS*,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,1068514.05,1146762.2600000002,0.07323086673497659,0.018203279591878084,0.01428533234081142,-0.003917947251066664,-0.0017000601708669766,-0.0034812178774185215,19450.46,16381.879999999997,-3068.5800000000017,1424.3740441939942,-4186.381684923608,-306.5723592703878,0.0,Defend
HEDERA HELIX*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.16700142646810665,0.1842521564750858,0.01725073000697916,-0.021896395512238626,0.00516383028299211,1518472.0299999998,1558248.7,39776.67000000016,-106115.39510080135,156853.4566839891,-10961.391583187697,1.1641532182693481e-10,Share-led Growth
HEDERA HELIX*&+THYMUS SERPYLLUM*&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.017320392589982744,0.02108482022169031,0.0037644276317075655,-0.0017406248875673803,-0.009048023513606802,108878.95999999999,133161.11,24282.149999999994,507.92016629336763,23663.838068695364,110.3917650112664,-3.637978807091713e-12,Share-led Growth
HELICHRYSUM ARENARIUM*&,ATC4,A05A X Other drugs for bile therapy,3207521.7300000004,3228962.3000000003,0.006684466016072754,0.04305841756526463,0.0502376692350976,0.007179251669832971,0.0006323700979970412,-0.002151463342751611,138110.81,162215.54,24104.73000000001,923.1970158972786,23027.605736128044,153.9272479746695,1.8189894035458565e-11,Share-led Growth
HEPARINUM NATRICUM+POLIDOCANOLUM+PREDNISOLONUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,2178116.34,2181745.51,0.0016661965815838453,0.24576917227479228,0.29039023437706085,0.04462106210226857,-0.020055351155763623,-0.0343789887435621,535313.85,633557.5900000001,98243.7400000001,891.9381069444896,97189.86447310592,161.9374199496867,1.4551915228366852e-11,Share-led Growth
HERBA MELISSAE,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.007330849074116517,0.008607869025929003,0.0012770199518124855,0.002064047263871858,-0.002554052497951793,112720.10999999999,102012.69999999998,-10707.410000000003,-25841.498686276434,19635.628558871373,-4501.539872594932,-1.0913936421275139e-11,Share-led Growth
HERBA MELISSAE+PASSIFLORA INCARNATA*+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.012817210975013062,0.019582165182436974,0.0067649542074239115,0.003035915528371406,-0.0013521773518933473,197079.13999999998,232070.16000000003,34991.02000000005,-45181.115751239864,104018.83529401195,-23846.699542772047,7.275957614183426e-12,Share-led Growth
HEXESTROLUM,ATC3,G03C ESTROGENS,155743.47999999998,191640.16,0.230485924675627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
HEXOPRENALINUM,ATC3,G02C OTHER GYNECOLOGICALS,773611.1299999998,948926.59,0.22661961960138832,0.004781355718085392,0.003580066188260148,-0.0012012895298252435,-0.00011491112434667715,-0.00019076217055563442,3698.91,3397.2200000000003,-301.6899999999996,838.2455771397717,-929.330950625275,-210.60462651449652,2.2737367544323206e-13,Defend
HIDROSMIN,ATC4,C05C A Bioflavonoids,5186777.34,5886183.95,0.13484415546552087,0.005630108656254752,0.006183907996962955,0.0005537993407082028,0.0006230414339637638,0.00024450928366303876,29202.119999999995,36399.619999999995,7197.5,3937.735209202793,2872.4338712922454,387.3309195049593,1.8189894035458565e-12,Market-led Growth
HUMULUS LUPULUS*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.00033500295664391994,0.00032159298467437285,-1.340997196954709e-05,-0.00013008378810700638,-0.00010440279535783793,5151.049999999999,3811.2299999999996,-1339.8199999999997,-1180.8971070729458,-206.19351185952942,47.270618932475806,-2.2737367544323206e-13,Structural Decline
HUMULUS LUPULUS*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.0004792869588188622,0.0005543663516405278,7.507939282166563e-05,8.762176652564967e-05,9.718643521704304e-05,7369.580000000001,6569.85,-799.7300000000005,-1689.503247365613,1154.4307258312065,-264.65747846559304,-7.958078640513122e-13,Share-led Growth
HYALURONIDASUM,ATC4,B06A A Enzymes,136635.14,149795.67,0.09631878007370576,0.273812212583088,0.199336002168821,-0.07447621041426702,-0.014970105345153667,0.06881959859776521,37412.369999999995,29859.67,-7552.699999999997,3603.513838066107,-10176.067436622834,-980.1464014432735,3.637978807091713e-12,Defend
HYALURONIDASUM+PERTUZUMABUM+TRASTUZUMABUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,35011.520000000004,44583.33000000001,0.27339030124941743,0.00799622524243449,0.00323327126977729,-0.0047629539726572,-0.0004629459909364534,-0.005465221016890426,279.96000000000004,144.14999999999998,-135.81000000000006,76.53834873778692,-166.75825827276702,-45.590090465019934,-2.842170943040401e-14,Defend
HYDROCHLOROTHIAZIDUM+IRBESARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.031880774367052486,0.033397836065113116,0.0015170616980606302,0.0008563864058435608,0.001345824771824461,84584.10000000002,92422.31,7838.209999999977,3640.0234386332636,4024.974327710907,173.2122336557918,1.4551915228366852e-11,Share-led Growth
HYDROCHLOROTHIAZIDUM+LISINOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",11590622.649999999,11361873.319999998,-0.019735724033773105,0.16932031257181862,0.1613559338646103,-0.007964378707208314,-0.010722041035241547,0.0013832897949869194,1962527.8500000003,1833305.6800000002,-129222.17000000016,-38731.9080561941,-92312.10823694638,1821.8462931401687,1.4551915228366852e-10,Structural Decline
HYDROCHLOROTHIAZIDUM+LOSARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.08632856398633348,0.06751504469503124,-0.018813519291302247,-0.0015761902928180666,-0.0007152324947991839,229041.61,186835.35,-42206.25999999998,9856.66134441696,-49914.86652005572,-2148.0548243612398,2.9103830456733704e-11,Defend
HYDROCHLOROTHIAZIDUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.009405816136550355,0.007877749861099985,-0.0015280662754503706,-0.004796412227418909,-0.002504736954087633,24954.93,21800.21,-3154.720000000001,1073.9196859628744,-4054.170992248438,-174.46869371443788,0.0,Defend
HYDROCHLOROTHIAZIDUM+QUINAPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",11590622.649999999,11361873.319999998,-0.019735724033773105,0.00038963739363907253,1.13361587805487e-06,-0.00038850377776101765,-5.414378300865635e-07,-8.829880951642327e-07,4516.139999999999,12.879999999999999,-4503.259999999999,-89.12929273788413,-4503.000686127417,88.86997886530172,0.0,Structural Decline
HYDROCHLOROTHIAZIDUM+RAMIPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",11590622.649999999,11361873.319999998,-0.019735724033773105,0.014414630261472624,0.014932739102216994,0.0005181088407443697,-0.0013079175156262834,0.0008598982315620365,167074.54,169663.88999999998,2589.3499999999767,-3297.3370145095887,6005.2040646969335,-118.51705018735132,-1.6825651982799172e-11,Share-led Growth
HYDROCHLOROTHIAZIDUM+TELMISARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.05559595446477667,0.060246922004870036,0.004650967540093365,-0.0005570015762911273,-0.00031168658507194774,147503.75,166722.16999999998,19218.419999999984,6347.730924444441,12339.659601072062,531.0294744834819,-3.637978807091713e-12,Share-led Growth
HYDROCHLOROTHIAZIDUM+VALSARTANUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.7201152910923196,0.7345152971275051,0.014400006035185431,0.0023427320589529677,-0.003995142474097935,1910565.38,2032634.7,122069.32000000007,82219.97709074478,38205.20594818095,1644.1369610741215,2.1827872842550278e-10,Market-led Growth
HYDROCHLOROTHIAZIDUM+ZOFENOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",11590622.649999999,11361873.319999998,-0.019735724033773105,0.0001257896183860321,0.00022151012681771398,9.572050843168189e-05,-1.4799026060944383e-05,6.315224696854544e-05,1457.9799999999998,2516.7700000000004,1058.7900000000006,-28.774290926760532,1109.4602930977678,-21.89600217100659,0.0,Share-led Growth
HYDROCORTISONUM+NATAMYCINUM+NEOMYCINUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",1907843.4899999998,2158465.4,0.13136397787011345,0.045294999538982104,0.04591316590018075,0.0006181663611986438,0.004037227213230105,-0.0026867197439983947,86415.77,99101.98,12686.209999999992,11351.919297908822,1179.364667949821,154.92603414135408,-5.4569682106375694e-12,Market-led Growth
HYDROCORTISONUM+OXYTETRACYCLINUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",1907843.4899999998,2158465.4,0.13136397787011345,0.09582302791514626,0.0834735965654117,-0.012349431349734555,0.001847577741711029,-0.003112387608985162,182815.34000000003,180174.87,-2640.4700000000303,24015.350278077287,-23560.78220579298,-3095.038072284354,1.7280399333685637e-11,Defend
HYDROCORTISONUM+ZINCI SULFAS*,ATC3,C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,2894315.46,2922489.42,0.009734239542775969,0.043653199433899996,0.0440044364643072,0.00035123703040720183,0.0024032839399781847,0.010886757916856324,126346.13,128602.5,2256.3699999999953,1229.8834947227194,1016.5907672320543,9.895738045211274,1.0459189070388675e-11,Market-led Growth
HYDROGENII PEROXIDUM*,ATC4,D08A X Other antiseptics and disinfectants,21917350.26,19720366.459999997,-0.1002394803175447,0.34037419311653594,0.3400009682173016,-0.000373224899234359,-0.07465005117411033,-0.009448707449307814,7460100.409999999,6704943.6899999995,-755156.7199999997,-747796.5882151024,-8180.100842272652,819.9690573745207,8.149072527885437e-10,Structural Decline
HYDROTALCITUM+MAGNESII HYDROXIDE*,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",1316622.39,1325931.85,0.007070713722254318,0.0051196379851933095,0.006062702242200457,0.0009430642570071477,0.00047082302453225946,0.0018145590742341157,6740.629999999999,8038.7300000000005,1298.1000000000013,47.66106503763871,1241.659515984325,8.779418978037945,-4.547473508864641e-13,Share-led Growth
HYDROXYCARBAMIDUM,ATC4,L01X X Other antineoplastic agents,14943.83,12699.560000000001,-0.15018037544591978,0.8870563971886725,0.8975523561446221,0.01049595895594968,-0.03702457407092119,0.0001616202409950862,13256.019999999999,11398.519999999999,-1857.5,-1990.7940605186207,156.8498263246895,-23.555765806069175,2.2737367544323206e-13,Share-led Growth
HYDROXYCHLOROQUINUM,ATC3,P01B ANTIMALARIAS,21944.839999999997,24938.690000000002,0.13642614847043788,1.0,1.0,0.0,0.0,0.0,21944.839999999997,24938.690000000002,2993.850000000006,2993.850000000006,0.0,0.0,0.0,Market-led Growth
HYDROXYETHYLAMYLUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.10287454429900199,0.06959422287464885,-0.03328032142435314,0.0009769315644222037,0.01723900358659161,12423.310000000001,8970.220000000001,-3453.09,836.5161270037905,-4018.989855767377,-270.6162712364135,-4.547473508864641e-13,Defend
HYDROXYETHYLAMYLUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.016461338130658094,0.009386222714516217,-0.007075115416141878,-0.0029117598073467466,-0.00031984527473238357,1987.8999999999999,1209.82,-778.0799999999999,133.85405410239582,-854.4033191052713,-57.53073499712438,-1.1368683772161603e-13,Defend
HYDROXYPROGESTERONI CAPROAS,ATC3,G03D PROGESTOGENS,1086248.5499999998,1323735.0200000003,0.21862995352214787,0.01036007827122071,0.009152851452098017,-0.0012072268191226938,-0.0006453402582412178,-0.001161796507143497,11253.620000000003,12115.95,862.3299999999981,2460.3784175559135,-1311.348381793138,-286.7000357627776,2.2737367544323206e-13,Defend
HYDROXYZINUM,ATC3,N05B ANXIOLYTICS,3537692.1,3682623.47,0.04096777387721229,0.046945741829821766,0.08041880806239472,0.03347306623257296,0.0007465315763933028,0.013791729884472512,166079.58000000002,296152.19000000006,130072.61000000004,6803.910679062381,118417.40197375011,4851.297347187541,1.4551915228366852e-11,Share-led Growth
HYMECROMONUM,ATC4,A05A X Other drugs for bile therapy,3207521.7300000004,3228962.3000000003,0.006684466016072754,0.0,0.0015733042160325002,0.0015733042160325002,0.005857037320290221,0.0033127969709401822,0.0,5080.139999999999,5080.139999999999,0.0,5046.407460824859,33.73253917513968,0.0,Share-led Growth
HYPERICUM PERFORATUM*&+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.0012733201555726664,0.0013863803930195644,0.00011306023744689798,0.00011641596390850393,-0.00015673650080339592,19578.74,16430.13,-3148.6100000000006,-4488.497961800676,1738.429242342072,-398.5412805413976,1.3642420526593924e-12,Share-led Growth
